지역,상호,타입,주소,위도,경도
광주광역시,호대아름주유소,주유소,광주 광산구 어등대로 473,35.1516366,126.7746434
광주광역시,삼도주유소,주유소,광주 광산구 삼도로 327(도덕동),35.1640391,126.7005691
광주광역시,화산주유소,주유소,광주 광산구 북문대로 393 (신창동),35.1896547,126.8484485
광주광역시,빛그린주유소,주유소,광주 광산구 영광로 3797,35.1583626,126.7204088
광주광역시,낙원주유소,주유소,광주 광산구 동곡로 259 (복룡동),35.1099346,126.7801155
광주광역시,(주)버들주유소,주유소,광주광역시 광산구 동곡로 510(월전동),35.1210422,126.7726144
광주광역시,원우주유소,주유소,광주 광산구 동곡로 72 (본덕동),35.0892179,126.7726476
광주광역시,동곡농협주유소,주유소,광주 광산구 동곡로 383,35.1165896,126.7799338
광주광역시,프라임주유소,주유소,광주 광산구 목련로 216 (운남동),35.1716829,126.8213207
광주광역시,다온(주) 장미주유소,주유소,광주 광산구 송도로 205 (도산동),35.1325813,126.7952878
광주광역시,빛고을Self주유소,주유소,광주 광산구 하남대로 338 (신가동),35.1784492,126.8304943
광주광역시,반디석유운남점,주유소,광주 광산구 하남대로 364,35.1779949,126.8332937
광주광역시,you주유소,주유소,광주 광산구 어등대로 667 (소촌동),35.1523023,126.7934202
광주광역시,진양주유소,주유소,광주 광산구 동곡로 664 (송촌동),35.1403686,126.7769302
광주광역시,평동천우주유소,주유소,광주 광산구 동곡로 655 (송촌동),35.1403686,126.7769302
광주광역시,산월Self주유소,주유소,광주 광산구 북문대로 579 (수완동),35.2055133,126.8344817
광주광역시,굿모닝주유소,주유소,광주 광산구 북문대로 389 (신창동),35.1896547,126.8484485
광주광역시,동화주유소,주유소,광주 광산구 어등대로 247,35.1520186,126.7509739
광주광역시,(주)동행행복주유소,주유소,광주 광산구  북문대로 364-5 (신창동),35.1909532,126.849707
광주광역시,지에스칼텍스(주)신창셀프주유소,주유소,광주 광산구 북문대로 350,35.1905405,126.8549514
광주광역시,동일주유소,주유소,광주 광산구  동곡로 450 (월전동),35.1227921,126.7750262
광주광역시,한성골드주유소,주유소,광주 광산구 동곡로 407 (월전동),35.1218788,126.7741183
광주광역시,크로바주유소,주유소,광주 광산구 사암로 127 (우산동),35.1599796,126.8086126
광주광역시,농협하나로주유소,주유소,광주 광산구 임방울대로 261 (신가동),35.1804813,126.821882
광주광역시,진영주유소,주유소,광주 광산구 송도로 292 (송정동),35.135439,126.8030527
광주광역시,강남주유소,주유소,광주 광산구 동곡로 104 (하산동),35.0991515,126.7704708
광주광역시,하남공단주유소,주유소,광주 광산구 손재로 179 (하남동),35.1814684,126.7945998
광주광역시,송정농협주유소,주유소,광주 광산구 송도로 295 (송정동),35.1355371,126.8032258
광주광역시,남선석유(주) 동곡주유소,주유소,광주 광산구 동곡로 171 (하산동),35.0962594,126.7708641
광주광역시,수완주유소,주유소,광주 광산구 북문대로 639 (수완동),35.1982207,126.8286948
광주광역시,(주)돼지꿈주유소(H),주유소,광주 광산구 동곡로 839,35.1558733,126.7803013
광주광역시,마트몰(주)송헌지점,주유소,광주 광산구 사암로 104 (우산동),35.1490875,126.8098206
광주광역시,(주)대각주유소,주유소,광주 광산구 용아로 143 (소촌동),35.1562003,126.7995867
광주광역시,내트럭(주) 광주평동사업소,주유소,광주 광산구 평동산단9번로 145,35.133297,126.7610826
광주광역시,(주)명진주유소,주유소,광주 광산구 고봉로 21 (하남동),35.1922079,126.7887864
광주광역시,신촌주유소,주유소,광주 광산구 사암로 63 (신촌동),35.1442129,126.8272872
광주광역시,(주)명당주유소,주유소,광주 광산구 사암로 865 (도천동),35.2132892,126.8193898
광주광역시,CJ대한통운㈜ 신세계주유소,주유소,광주 광산구 사암로 660 (장덕동),35.1916079,126.8088137
