NODE_NM,위도,경도
임동행정복지센터,35.16533889,126.8942611
임동행정복지센터,35.165145,126.895134
제2광천교,35.16999444,126.8845361
임동한국아델리움1차,35.16668333,126.8917889
임동한국아델리움2차,35.164202,126.887561
임동한국아델리움2차,35.163467,126.887547
임동한국아델리움1차,35.16667,126.892267
입석,35.18863056,126.7401528
자풍,35.25048056,126.7716194
작동,35.26185556,126.8448639
신운,35.02562778,127.022125
장등동,35.200203,126.933688
장록,35.13372778,126.7803806
장록,35.13406111,126.7805194
검문소,35.13599722,126.7829306
검문소,35.13606944,126.7830222
남광주농협,35.133775,126.9067194
남광주농협,35.13361944,126.9071167
장수동,35.183175,126.78845
장원초교(서),35.15579722,126.9358778
장원초교(동),35.15613333,126.9369694
장원초교(동),35.15615,126.9367
오선동,35.20028889,126.7951333
잿등,35.15171667,126.8719417
잿등,35.15146944,126.87265
전남공고,35.19438333,126.8458639
전남공고,35.19444444,126.8455917
진흥고,35.194885,126.841975
시립민속박물관,35.18687778,126.8863278
시립민속박물관,35.18634722,126.8856167
용봉쌍용아파트,35.18755556,126.8896528
용봉쌍용아파트,35.18743056,126.8891583
전남대병원/남광주시장,35.140992,126.92149
전남대병원/남광주시장,35.140989,126.921794
전남여고,35.15083889,126.9201778
전남여고,35.15073611,126.920125
전남학숙,35.052477,126.908961
전남대스포츠센터,35.17503333,126.9124722
전남대스포츠센터,35.17497222,126.9126472
전남대동문,35.17645278,126.9122528
전남대동문,35.17686389,126.9123667
전남대사거리(서),35.16917778,126.9026083
전남대사거리(서),35.16901389,126.9021806
전남대사거리(동),35.16846389,126.9044611
전남대사거리(동),35.168528,126.905346
전대치과병원,35.17175278,126.902325
전대치과병원,35.17156944,126.90325
전남대,35.17009722,126.9038222
전남대,35.170201,126.904101
전망대,35.15916389,126.9442083
전망대,35.15919444,126.9439722
남부대,35.20651389,126.8427444
전자공고,35.20613611,126.8446194
전자공고,35.20549722,126.8440028
양산초교,35.20633889,126.8708194
용전사거리(남),35.235746,126.893748
지산마을,35.231785,126.896772
지산마을,35.232311,126.895902
동림푸른마을,35.18728333,126.8648389
첨단부영아파트,35.21151389,126.8456639
광주대입구,35.11250833,126.8967361
보문고,35.15197778,126.7796028
담배인삼공사,35.15473889,126.8916361
담배인삼공사,35.15454722,126.8903972
진곡 동길,35.20748333,126.7956306
진곡 동길,35.20764444,126.7954694
원예농협,35.206175,126.7970111
원예농협,35.20596944,126.7964306
삼각그린타운,35.19614444,126.8998306
교통공원,35.21753889,126.8550861
교통공원,35.21790833,126.8551611
김대중컨벤션센터,35.14710833,126.8389694
김대중컨벤션센터,35.14704722,126.8387639
목련마을8단지,35.17948611,126.8158944
교동,35.090325,126.9511806
교동,35.089978,126.950683
발산,35.160417,126.892024
발산,35.160267,126.89207
양동시장역(천변),35.155161,126.901354
유덕2교차로,35.16612222,126.8474083
유덕2교차로,35.16604167,126.847475
석교삼거리,35.09339444,126.8147194
석교삼거리,35.09341944,126.8147194
임암,35.09923955,126.8734124
임암,35.0990977,126.8732092
이동,35.10260833,126.8551139
동산초교옆,35.14916389,126.9369222
장동마을,35.21433333,126.9333056
장동마을,35.214325,126.9332667
용봉모아아파트,35.17786389,126.8951472
대원정사,35.22716944,126.8839611
삼각호반아파트,35.19342,126.901485
삼각호반아파트,35.193428,126.900977
중소기업진흥공단호남연수원,35.200269,126.934141
두동,35.21550556,126.7617889
두동,35.21554444,126.7617806
용동(임곡),35.217175,126.7656028
용동(임곡),35.21720278,126.7655944
신촌 아랫길(임곡),35.22066667,126.7735278
신촌 아랫길(임곡),35.22068889,126.7735194
신촌 윗길(임곡),35.22159444,126.7749389
비아1동,35.22463889,126.8252833
하남삼성전자사거리(북),35.20317222,126.8044028
하남삼성전자사거리(북),35.203475,126.8045944
정우화학,35.18552222,126.7987889
정우화학,35.18571667,126.7992222
신성화학,35.18553611,126.8035806
신성화학,35.18575278,126.8031972
수완자동차매매단지,35.2076,126.8332694
수완자동차매매단지,35.20748056,126.8333
수완동,35.202784,126.839407
수완동,35.203411,126.838139
월전(광산구),35.12531111,126.773675
월전(광산구),35.12545,126.7736583
구야촌,35.13840278,126.8231861
신광,35.12933333,126.8174944
신야촌입구,35.12511944,126.8196306
신야촌,35.12109444,126.8153056
도호,35.11650278,126.8113
문촌,35.11461667,126.8151
화순공공도서관입구,35.06279167,126.9826083
너릿재공원,35.08111944,126.9518083
노동,35.175615,126.746516
박호1리,35.17396111,126.74535
박뫼,35.16892778,126.7415889
박호동,35.16668056,126.7411611
흑석사거리(남),35.178272,126.807785
유산리,35.25506944,126.9566639
삼서면사무소,35.23201389,126.646775
삼서초교,35.22909444,126.6501417
송곡,35.226375,126.652025
인지,35.22358333,126.6593861
보강입구,35.214975,126.6581194
동촌,35.12714722,126.6865333
동촌,35.12712778,126.6863278
구야촌,35.138525,126.8231944
신광,35.12943611,126.8174889
신야촌입구,35.1252,126.8196556
신야촌,35.12108333,126.8152972
도호,35.11649722,126.8113
문촌,35.114625,126.8151
정광고입구,35.15242778,126.7928306
정광고입구,35.15278611,126.7929889
정수장입구,35.05401111,126.9979917
제석초교,35.12769722,126.9069333
제석초교,35.12778611,126.9074
제일맨션,35.14072222,126.8913722
제일맨션,35.141428,126.890658
문화근린공원,35.182675,126.9187111
문화근린공원,35.18252222,126.9187417
신용두,35.21468889,126.8760583
신용두,35.21454444,126.8757833
조선대,35.14476389,126.9260139
조선대,35.14449444,126.9261361
서남동행정복지센터,35.14486111,126.9237806
서남동행정복지센터,35.14496389,126.9237333
조선대공과대학,35.141875,126.924475
자치샘삼거리,35.06123889,126.9863083
종산제입구,35.24458611,126.7401583
종산,35.23847222,126.7385111
마재종원아파트,35.13013889,126.8550222
마재종원아파트,35.129686,126.8552
전남고입구,35.144212,126.843859
염주체육관,35.13816944,126.8771056
염주체육관,35.13821667,126.8772361
두암주공아파트,35.16374167,126.9370222
두암주공아파트,35.163625,126.9368917
용두주공,35.21264444,126.8705056
용두주공,35.21228333,126.8704833
주공아파트,35.17995833,126.914
주공아파트,35.17981667,126.9151361
하남중,35.16654444,126.8030528
하남중,35.16651389,126.8048833
신가주공아파트,35.18454167,126.8322167
두암주공입구,35.16612778,126.9323222
두암주공입구,35.16640278,126.9323139
주남,35.10185,126.9393806
주도리,35.03240556,126.9373528
주도리3구,35.03223611,126.9396333
주월주택단지(남),35.13523889,126.8988083
주월주택단지,35.13571667,126.8983583
주월주택단지,35.13583611,126.8979083
주월중입구,35.12841111,126.9043694
주월중입구,35.128366,126.904687
주월초교,35.143225,126.883922
주월초교,35.1433,126.884116
금호모아아파트,35.13265833,126.8644528
금호모아아파트,35.13245556,126.8645056
죽곡(북),35.20434722,126.9529639
죽곡(북),35.20416389,126.95295
죽곡(남),35.20209167,126.9540944
죽곡(남),35.20195,126.9539556
동천마을3단지,35.17190833,126.8631361
동천마을3단지,35.1721,126.8632361
경제고용진흥원,35.20886389,126.8149833
중앙대교(서),35.14638056,126.910925
장성남중,35.24348611,126.8127611
문화예술회관,35.17553611,126.8820722
중앙초교,35.14867778,126.7936167
중앙초교,35.14854444,126.7934694
중외마을,35.18742778,126.8955139
중외마을,35.18731389,126.8935528
중흥1동행정복지센터,35.16129444,126.9144944
중흥1동행정복지센터,35.16168889,126.914875
문흥명지아파트,35.18421944,126.9236861
중흥삼거리(남),35.166875,126.9113972
중흥시장,35.16071111,126.9102139
중흥시장,35.16096667,126.9103222
효동초교입구,35.17071111,126.9112444
비아중흥아파트,35.219625,126.8191639
비아중흥아파트,35.21953889,126.8191028
쌍촌시영아파트,35.145193,126.869428
풍암모아아파트,35.12490278,126.8756639
쌍촌시영아파트,35.14496111,126.8686611
화순공공도서관입구,35.06244444,126.9836528
동면,35.03075,127.0419806
상무라인대주,35.14781389,126.8452028
상무라인대주,35.14803056,126.8446306
상무해광한신아파트,35.15329167,126.842775
상무해광한신아파트,35.15373333,126.8425861
상무한국아파트,35.15517778,126.8465528
연제현대아파트,35.19768611,126.8717056
한양아파트,35.19767778,126.8747944
신용마을,35.24464444,126.8817889
금당,35.24081667,126.8691917
송원대,35.11076389,126.8766417
송원대,35.11071111,126.8764944
하남홈플러스,35.177831,126.804738
봉선대화아파트,35.124834,126.906727
진원동초교,35.25930556,126.8637889
첨단종점,35.23884444,126.8624278
월남동,35.10190556,126.9388694
호남삼육고,35.13026,126.894867
상무지구,35.156507,126.839031
정렬사,35.043605,126.716077
정렬사,35.043646,126.716428
싸이클경기장,35.04568056,126.7184167
싸이클경기장,35.04589722,126.7184083
나주농협송현지점,35.05078889,126.72315
나주북초교,35.05120833,126.7264917
천동입구,35.05221944,126.7313056
대곡,35.228775,126.6474472
삼서초교,35.22904167,126.6500417
송곡,35.22635278,126.6519333
인지,35.22351389,126.6593417
보강입구,35.21501111,126.6580667
칠석,35.063837,126.835326
산정,35.24856,126.813699
삼서우체국,35.22990278,126.6465556
남평미래병원,35.02844722,126.8330889
농업기술원,35.02317778,126.8298111
농업기술원,35.02319722,126.82975
봉산지서,35.266375,126.9614083
봉산지서,35.26646667,126.9614528
수북사거리,35.301951,126.930547
수북사거리,35.301997,126.930617
포백,35.30458,126.926036
포백,35.304507,126.926033
수북,35.30769167,126.9199056
수북,35.30765,126.9198611
원유동,35.24246667,126.9558417
마현,35.09531389,126.8148028
마현,35.095325,126.8148028
두산테크팩,35.208975,126.8075556
두산테크팩,35.20878889,126.8075611
화순영재교육원,35.03195,127.0144417
삼서우체국,35.22989722,126.6464944
대곡,35.22885556,126.6474861
하남홈플러스,35.177614,126.804347
발산교(남),35.158925,126.895063
도동교,35.10014722,126.8780889
비아사거리,35.222975,126.8265194
비아사거리,35.223484,126.825694
명화리,35.12355556,126.7116917
화순터널,35.07535556,126.9611306
노동,35.175755,126.746551
박호1리,35.17396667,126.7452889
박뫼,35.16892778,126.7415278
박호동,35.166675,126.7410917
영락공원,35.23046944,126.9176889
용연정수장,35.09227778,126.9584
양동교,35.159088,126.897859
동천마을6단지,35.17157778,126.8698972
신아산,35.230325,126.8243222
변전소,35.20658056,126.9314139
용봉모아아파트,35.17784167,126.8952139
용전,35.238607,126.895981
안청농협,35.21676111,126.8014361
송강정,35.25176111,126.9552
봉산,35.27650833,126.9564111
양산택지사거리,35.21039167,126.8791556
양산택지사거리,35.21044722,126.8792167
지산유원지입구,35.149264,126.944558
만호마을,35.132131,126.850957
만호마을,35.131854,126.850992
만호초교,35.131884,126.8557
만호초교,35.132165,126.855588
봉선동종점,35.12190278,126.9187889
비엔날레전시관,35.18238333,126.8907833
일곡대림2차아파트,35.21023889,126.8991444
향토문화거리입구,35.16763611,126.9162111
향토문화거리입구,35.16766667,126.9163639
광주지방기상청,35.17239722,126.890675
광주지방기상청,35.17207222,126.8909056
농성1동주민센터,35.15656111,126.8905556
상무중흥아파트,35.15156111,126.8453167
상무중흥아파트,35.15136667,126.845575
무등산국립공원(증심사),35.13419167,126.9552638
매동,35.19016667,126.7425889
건국동파출소,35.21918586,126.8789826
건국동파출소,35.21922222,126.8786972
산음,35.18729722,126.7372389
법원입구,35.15203056,126.9306278
법원입구,35.15169722,126.9307722
지산유원지,35.15031667,126.9449556
지산초교,35.22938297,126.8853498
대원정사,35.22720712,126.8841553
호남권역재활병원,35.225484,126.882962
호남권역재활병원,35.225554,126.882764
송정대덕아파트,35.13588056,126.7978806
장수지하도,35.18266111,126.7911806
진곡 서길,35.21121389,126.7885194
진성,35.21373056,126.7905556
진성아파트,35.16588056,126.8729861
진성아파트,35.16604167,126.872925
대성여고,35.11853611,126.8990111
진원면사무소,35.27279167,126.833375
진원초교,35.26213333,126.8222222
찰동,35.02795833,127.0344139
찰동,35.02800833,127.034275
창암,35.20720556,126.770875
천덕리,35.00286389,126.9587833
천동(화순),35.02958333,127.048
천동(화순),35.02968889,127.0479389
천동(광산구),35.21051667,126.7612556
마당고개,35.19081667,126.8775472
첨단1동행정복지센터,35.21913056,126.8418583
고내입구,35.23809444,126.8604139
첨단도서관,35.21703056,126.8314694
첨단라인8차아파트,35.21501667,126.8346972
고내입구,35.23869167,126.8627333
청명아파트,35.16986944,126.9269139
청명아파트,35.16990278,126.9272722
광주교통방송,35.22179167,126.8455972
광주교통방송,35.22194167,126.8454889
광주다문화가족지원거점센터,35.19346667,126.8770972
광주다문화가족지원거점센터,35.19333611,126.8768528
분토(북구),35.19744444,126.9535667
화순미륭아파트,35.05823056,126.9924167
체육고/폴리텍대학,35.181975,126.8807
체육고/폴리텍대학,35.18273611,126.8809056
초동,35.25152222,126.8631111
충장로5가입구,35.15055833,126.9110778
충장로5가입구,35.15071667,126.9113667
충장사(남),35.161575,126.98065
충장사(남),35.16165833,126.9807972
충장치안센터,35.14860833,126.9134417
광주세무서,35.14807778,126.9128694
충장치안센터,35.14861111,126.9136167
치평중,35.14458333,126.8605083
칠성마을,35.16618771,126.8641064
광천동,35.16605833,126.8670583
광천동,35.16619167,126.8666694
칠성마을,35.166355,126.864529
518민주화운동기록관,35.149429,126.916271
코카콜라,35.19780278,126.8794083
코카콜라,35.197675,126.8789194
태봉새마을금고,35.167725,126.8955056
태봉새마을금고,35.16819444,126.8943306
가야농원,35.12352222,126.9301722
가야농원,35.12364722,126.9302583
영천마을9단지,35.17535278,126.8087
각화중,35.18180833,126.9375639
각화중,35.18183056,126.9373639
봉산중,35.20872222,126.8447889
봉산중,35.20886111,126.844825
일곡대림2차아파트,35.21037222,126.8993278
백운초교(남),35.135536,126.900186
칠성삼거리,35.15230833,126.6734722
칠성삼거리,35.15222222,126.6735028
삼도동행정복지센터,35.16271667,126.6987667
삼도동행정복지센터,35.16276944,126.6989667
양림마을,35.16053333,126.6961583
양림마을,35.16061389,126.69615
양촌(삼도),35.15773611,126.6944194
양촌(삼도),35.15717778,126.6939611
광암복림,35.1479,126.69105
광암복림,35.14790556,126.6911167
봉선2동행정복지센터,35.123048,126.915698
봉선2동행정복지센터,35.122937,126.915213
진월리채3차,35.114375,126.907165
진월리채3차,35.114681,126.907519
중앙대교(동),35.146727,126.912419
중앙대교(동),35.146224,126.911796
벽라리,35.05126111,126.9698972
벽라리,35.05118889,126.96985
롯데백화점(북),35.15481944,126.9111306
백제화학,35.18858333,126.7977889
백제화학,35.18852222,126.7979806
제일화학,35.18864167,126.8029
제일화학,35.18853333,126.8031361
기아차하남공장,35.20892778,126.798925
기아차하남공장,35.20874,126.799985
용산마을,35.244463,126.886162
용산마을,35.244251,126.886063
농산물품질관리원,35.21788889,126.8470083
농산물품질관리원,35.21754167,126.8468556
무등교회,35.12773,126.84761
무등교회,35.128086,126.847364
구시청사거리,35.16414167,126.9158139
구시청사거리,35.16408333,126.9156389
도선사입구,35.19538889,126.9359528
청풍학생야영장,35.17231944,126.9638139
청풍학생야영장,35.17226944,126.9637444
칠성마을사거리,35.166553,126.863642
칠성마을사거리,35.166522,126.863398
영락공원2단지,35.230427,126.920572
영락공원2단지,35.230894,126.92095
김대중컨벤션센터(마륵)역(북),35.14406111,126.8409444
세하동,35.11957758,126.83257
세하동,35.11965233,126.8324786
송화마을4단지,35.10713022,126.9045246
송화마을4단지,35.1070249,126.9042242
진월저수지(동),35.112844,126.904149
광주지방경찰청입구,35.157375,126.8004806
광주지방경찰청입구,35.158626,126.800462
신아산,35.23064167,126.8253889
금연삼거리,35.11654167,126.7548472
무등도요,35.11475,126.7490417
연산동,35.11444444,126.7411111
서진산업,35.13036111,126.761875
평동중,35.12961944,126.7530778
용동(평동),35.13464167,126.7501472
라정시내버스,35.13938889,126.7584583
영천,35.138075,126.7563972
지죽동,35.14136111,126.76265
삼광실업,35.13657222,126.76725
에이팩스,35.13716111,126.7727361
송촌동,35.13861667,126.7762778
명화전자,35.13027778,126.7675
연호전자,35.12991944,126.7567778
은빛마을,35.19076007,126.8308476
은빛마을,35.19061286,126.830817
장덕마을,35.19376,126.8152883
장덕마을,35.193225,126.8146083
고실마을,35.19725556,126.8157
고실마을,35.19661389,126.8154816
수완양우내안애,35.19988933,126.8152237
수완양우내안애,35.19976944,126.8151056
신창부영2차아파트,35.19061291,126.833789
4수원지,35.161825,126.9618056
4수원지,35.16192778,126.961875
4수원지위,35.157,126.9620194
4수원지위,35.15719167,126.9620139
5.18기념문화센터,35.15873333,126.8584444
5.18기념문화센터,35.15888889,126.8583972
각화초교,35.18066111,126.9363361
계소리1구,35.051625,126.9586444
거진,35.21180833,126.8744556
거진,35.211923,126.874294
건강협회(남),35.147873,126.888924
건강협회,35.148472,126.888435
건강협회,35.14845,126.8880917
건국동행정복지센터,35.22154722,126.8801861
경방,35.19476389,126.80445
경신여고,35.17252778,126.8886
경신여고(일방로),35.17338889,126.8887833
계림초교후문,35.16050833,126.9235167
계소리3구,35.04730833,126.9565722
계수,35.16266111,126.8577806
계수,35.16202778,126.8577194
도동고개,35.19225278,126.9357028
31사단,35.19446667,126.9042167
고려고,35.193711,126.899406
고려고,35.19311667,126.8985806
고려병원,35.05657778,126.99015
고려병원,35.05660556,126.9902333
고룡정보산업학교,35.20787222,126.7676083
공군부대,35.12614167,126.7867056
공군부대,35.12591111,126.7866611
농협공판장,35.15246111,126.9
공항역,35.144025,126.8106444
공항역,35.14406111,126.8121306
과기원,35.22455833,126.8413694
광주광역시교육청(광덕고),35.147607,126.88041
광주광역시교육청(광덕고),35.14762222,126.8805389
염주맨션,35.14333611,126.8806694
광명하이츠후문,35.162159,126.868049
광명하이츠후문,35.161713,126.866668
광산구청,35.14090833,126.7938167
광산구청,35.14023889,126.7933889
영광통,35.14249167,126.7954083
신동사거리,35.133896,126.789487
광산중,35.15881944,126.8078361
광산중,35.15905833,126.8077361
풍영정입구,35.17746667,126.8367111
광신대교,35.17607778,126.8436167
광신대교,35.17602778,126.8430361
광신아파트,35.17613611,126.9288417
광신아파트,35.17599722,126.9299333
영천마을9단지,35.17554444,126.8085083
산정중입구,35.17033611,126.803175
산정중입구,35.170228,126.802754
하남철강,35.21344167,126.8005583
광주테크노파크,35.22831389,126.8602667
광주테크노파크후문,35.23053611,126.8631222
광주테크노파크후문,35.23059167,126.8630667
풍암정,35.16033056,126.987
풍암정,35.16023056,126.9870833
도산동행정복지센터,35.12905833,126.7927167
현대교통,35.12098056,126.7797472
평동역(동),35.12482222,126.7684417
평동우체국,35.12453056,126.76125
평림,35.16770278,126.6906111
평산리(장성),35.24044444,126.7896028
평촌,35.2653,126.8386528
평화맨션,35.17273611,126.9177528
평화맨션,35.17294722,126.9173333
학동평화맨션,35.13033889,126.9327861
효동초교입구,35.16975278,126.9110389
마재우체국,35.12419167,126.8649167
마재우체국,35.12391389,126.863575
풍암저수지,35.12575556,126.8695611
풍암저수지,35.12559167,126.8701389
풍향시장,35.161925,126.929475
단전,35.183328,126.797009
안청농협,35.21678611,126.8013139
구 하남북초교,35.21340833,126.7948972
하남철강,35.21323611,126.8005056
하남3지구모아엘가,35.181806,126.795128
광산소방서입구,35.185214,126.794722
양림교,35.14190556,126.9174028
학동(본량),35.19181944,126.6700139
학동증심사입구역,35.13450278,126.9274333
학동증심사입구역,35.13434722,126.9272667
조선대병원,35.13699722,126.9252611
조선대병원,35.13665556,126.9252972
학림교,35.135827,126.921311
학림교,35.136048,126.922258
학운초교,35.13311,126.947922
한국광기술원,35.23295833,126.8584361
한국광기술원,35.23309167,126.8585444
한국단자공업,35.21366667,126.8169583
한국병원,35.15713056,126.8692556
한국병원,35.15688056,126.8690722
산업인력공단사거리,35.22811667,126.8576806
산업인력공단사거리,35.22801111,126.8577972
금호한국아파트,35.13335278,126.8593778
금호한국아파트,35.13347778,126.8590944
풍암한국아파트,35.12102778,126.8811417
일신초교,35.21038889,126.8961611
일신초교,35.21023333,126.8951611
풍암한국아파트,35.121125,126.8806528
한국알프스,35.19678611,126.7989333
계수초교,35.15538333,126.8454556
계수초교,35.15518056,126.8456222
한보요업,35.04680833,126.999275
한보요업,35.04697222,126.999275
화순용곡마을,35.06047222,126.9977639
화순용곡마을,35.06032778,126.9978028
동구문화센터,35.12844,126.930521
동구문화센터,35.128587,126.930109
일동초교,35.20688611,126.8940639
일동초교,35.20650556,126.8942
오치한전(북),35.18598889,126.9051194
오치한전,35.18496389,126.905675
오치한전,35.18560278,126.9055306
소촌서라아파트,35.14695278,126.7903
소촌서라아파트,35.14681944,126.7903972
오치한전옆,35.18426944,126.9071167
오치한전옆,35.18412778,126.9071028
전대동창회관,35.16610278,126.9143333
신창부영2차아파트,35.19086566,126.8337473
광산우산동행정복지센터,35.16198236,126.8067893
광산우산동행정복지센터,35.161338,126.8072893
광주농수산물유통센터(북),35.185051,126.820281
광주농수산물유통센터(북),35.185066,126.819713
수완모아엘가,35.18999059,126.8239621
수완모아엘가,35.19009057,126.8233788
하완마을,35.20248,126.821961
하완마을,35.202009,126.822644
수완동공원,35.200804,126.826613
수완동공원,35.20077552,126.8257922
수완중흥S-클래스 1차,35.18135833,126.8176306
수완중흥S-클래스 1차,35.181175,126.817875
정부광주지방합동청사,35.22412778,126.8487944
정부광주지방합동청사,35.22411944,126.8486166
풍암동부센트리빌,35.120597,126.865986
풍암SK뷰,35.11825,126.8667639
운리초교입구,35.122515,126.86356
운리초교입구,35.122596,126.863708
풍암동부센트리빌,35.120657,126.866152
풍암고,35.12381944,126.8687528
평동역(북),35.12511944,126.76825
무등도요,35.11468333,126.7490583
금연삼거리,35.11648333,126.754925
명화전자,35.13025278,126.7672667
서진산업,35.13016667,126.7618833
연호전자,35.12968611,126.7567556
평동중,35.12939444,126.7530944
용동(평동),35.13472222,126.7502556
영천,35.13804444,126.7561222
송촌동,35.13861667,126.7758861
에이팩스,35.13751389,126.7725833
삼광실업,35.13698056,126.7670972
지죽동,35.14144722,126.7630917
라정시내버스,35.13951667,126.7587389
연산동,35.11451667,126.7413528
동산교차로(북),35.125836,126.851012
광주지방경찰청,35.15446389,126.7992444
광주지방경찰청,35.15455556,126.7991694
소촌남계길,35.15161944,126.8047778
소촌남계길,35.15166111,126.8048389
소촌라인2차아파트,35.15151,126.801413
소촌라인2차아파트,35.151646,126.801206
진월저수지(동),35.11355,126.9047667
송화마을1단지입구,35.11060833,126.8995833
송화마을3단지,35.1105883,126.9042885
매월동(동),35.11249722,126.8457889
매월동(동),35.11266111,126.8457972
옥동차량기지,35.12091667,126.7595556
옥동차량기지,35.12103056,126.7595333
월인,35.27357778,126.8973722
월인,35.27331667,126.8975556
갈전,35.27025278,126.8996306
갈전,35.27014167,126.8997972
비아119안전센터(북),35.22074167,126.8233972
비아119안전센터(북),35.22083333,126.8233056
구신한포토닉스,35.22383333,126.8567417
구신한포토닉스,35.22390833,126.8566361
절골입구(북),35.110825,126.8290528
절골입구(북),35.11086667,126.8290083
지산유원지,35.15020556,126.94485
고령친화종합체험관,35.09693068,126.8951905
고령친화종합체험관,35.09659711,126.8956304
조각배어린이공원,35.10296944,126.9028472
조각배어린이공원,35.10301111,126.9026639
명진고,35.185125,126.8291361
명진고,35.18507778,126.8290361
대리교통광장(남),35.05262222,126.9720639
대리교통광장(남),35.05261111,126.9722
수완우미린2차,35.20027549,126.8206121
수완우미린2차,35.20025326,126.820126
수완현진에버빌1차,35.19458729,126.8232231
수완현진에버빌1차,35.19461227,126.8227371
광천E편한세상(동),35.16687778,126.8773361
동원촌,35.22115,126.82835
광주고/419역사관,35.15734444,126.9205
광주고/419역사관,35.15821667,126.9206056
광주공고,35.18816667,126.8968722
자연과학고,35.18699722,126.9139833
공간아파트,35.18920833,126.8942694
금호타운아파트,35.10966,126.896849
광주대,35.107417,126.897262
동초교,35.2061,126.9513389
동초교,35.20635556,126.95105
광주병원,35.17897778,126.9292694
광주병원,35.17810833,126.9291111
광주여대,35.16553056,126.8017861
광주여대,35.16437778,126.8019
광주역,35.16468333,126.9069722
삼성콜센터,35.16333333,126.9091167
광주역(동),35.16394722,126.9097028
광주역,35.16477778,126.9073778
광주역육교,35.16750278,126.9089944
광주역육교,35.16683056,126.9107806
중흥삼거리,35.16801667,126.9103278
4.19기념관,35.161825,126.9178361
4.19기념관,35.16208889,126.9176389
광주학생운동기념탑,35.15267,126.908613
광주학생운동기념탑,35.15282778,126.9090944
광주일고/광주고용센터,35.15506944,126.9076972
광주일고/광주고용센터,35.15525,126.9078111
남계촌,35.0937386,126.9406891
마재호반아파트,35.126237,126.856187
마재호반아파트,35.126394,126.855992
광주테크노파크,35.22831111,126.8609167
제2광천교,35.17000833,126.8841861
광천초교,35.158998,126.889058
광천초교,35.159266,126.888679
광주종합버스터미널,35.16160556,126.8797306
광주종합버스터미널,35.16113889,126.8798611
광천치안센터,35.16359167,126.8838194
광천치안센터,35.164336,126.8836
광호예식장,35.16312862,126.9067131
31사단,35.19454167,126.9040972
전남공무원교육원,35.19380278,126.8915917
구강리,35.18632222,126.7824472
구룡(본량),35.20683056,126.6869111
상무지구입구,35.14794444,126.8509639
빛고을노인건강타운,35.100023,126.894949
구암2리,35.03023056,127.0754861
구암2리,35.0303,127.0755778
구암1리,35.03343611,127.0729083
구암1리,35.03346667,127.0730389
구암,35.10373333,126.8976528
새한철강,35.21352222,126.8102833
중흥2동행정복지센터,35.16993611,126.9075056
중흥2동행정복지센터,35.16975,126.9079333
국제고,35.19971111,126.8998917
국제고,35.19863611,126.8997389
일곡사거리,35.203616,126.898557
일곡사거리,35.203498,126.898249
향토음식박물관,35.20215,126.8962528
향토음식박물관,35.20203333,126.8966722
동림I.C입구,35.174163,126.852515
그린파크,35.15593889,126.8953444
장암마을,35.14189444,126.8248583
장암마을,35.14214444,126.8247583
버들주공1단지,35.16631944,126.8606194
버들주공1단지,35.16641111,126.8611444
극락강역입구,35.17867222,126.8294694
극락강역입구,35.17890833,126.8289833
풍영정천1교,35.17511667,126.81355
풍영정천1교,35.17524167,126.8134583
금남로4가역,35.15128056,126.9135028
금남로5가역,35.152984,126.910886
금남로5가역,35.152818,126.911605
전대동창회관,35.16602222,126.9138167
해태아파트,35.15745278,126.8748389
해태아파트,35.15765556,126.8737639
해태제과,35.19533611,126.8767167
해태제과,35.19524722,126.8769611
목련마을8단지,35.17973889,126.8155028
엔씨백화점,35.16178056,126.9076806
방림교,35.13250556,126.9253889
일동중,35.20349167,126.8940472
일동중,35.20423611,126.8942083
일곡청솔4차아파트,35.20686667,126.9011972
일곡현대3차아파트,35.20986111,126.9012889
용봉현대3차아파트,35.18143333,126.8954667
용봉현대3차아파트,35.18176944,126.8954139
현대아파트,35.17905833,126.9175139
현대아파트,35.17892778,126.9186111
화정현대아파트,35.15431389,126.8766333
쌍촌현대아파트,35.15771667,126.8661944
쌍촌현대아파트,35.15786111,126.8664861
화정현대아파트,35.15393611,126.8767472
지상정밀,35.20240278,126.8008556
지상정밀,35.20220278,126.800825
서광주세무서,35.15095833,126.8607778
서광주세무서,35.15104444,126.8632194
호남맨션,35.15749722,126.935625
호남맨션,35.15765278,126.9354028
상무호반3차,35.15968611,126.8631528
첨단호반3차아파트,35.21146944,126.8486333
첨단호반3차아파트,35.21136667,126.8488083
비아호반아파트,35.22343889,126.8242667
첨단라인아파트,35.21753611,126.8387611
송정호반아파트,35.126802,126.789745
송정호반아파트,35.126949,126.789686
광주중,35.12598611,126.85535
신창호반아파트,35.19908889,126.8382222
광주중,35.125806,126.855433
비아호반아파트,35.22330556,126.8242139
첨단생활체육공원,35.21011111,126.8512806
첨단생활체육공원,35.21008333,126.8514722
홍림교,35.13170833,126.9359444
홍림교,35.13208611,126.9353444
화산(장성),35.19679444,126.6664528
화순제일중,35.05441111,126.976375
화순광업소,35.03333611,127.0699083
화순광업소,35.03342778,127.070025
화순교(남),35.059625,126.9892583
화순교(남),35.05961389,126.9893861
화순교(동),35.06040278,126.9893639
대리교통광장(서),35.05300278,126.9712556
화순군선거관리위원회,35.06338611,126.9801111
화순군선거관리위원회,35.063325,126.9800056
