학교명,주소,위도,경도
광주동신여자중학교,광주광역시 북구 동문대로 50(풍향동),35.1657035,126.9250553
광주동신중학교,광주광역시 북구 동문대로 50(풍향동. 광주동신중학교),35.1685732,126.9211221
광주숭일중학교,광주광역시 북구 모룡대길 40(일곡동. 광주숭일중고등학교),35.2178878,126.8969585
금호중앙중학교,광주광역시 북구 금호로 100. 금호중앙중학교 (운암동),35.1775562,126.8844054
살레시오중학교,광주광역시 북구 모룡대길 67(일곡동),35.2166038,126.8917803
살레시오여자중학교,광주광역시 동구 필문대로273번길 21. 살레시오여자중학교 (지산동.살레시오),35.1466339,126.9305528
서강중학교,광주광역시 북구 서강로 1서강중학교 (운암동),35.1749598,126.8681298
조선대학교부속중학교,광주광역시 동구 필문대로 309-3(서석동),35.1457626,126.926612
조선대학교여자중학교,광주광역시 동구 지산로 16. 조선대학교여자중학교 (지산동),35.1452037,126.9315017
용두중학교,광주광역시 북구 하서로483번길 48. 용두중학교 (용두동),35.2156346,126.8746483
광주체육중학교,광주광역시 북구 하서로55(운암동. 광주체육중학교),35.1818457,126.8799177
선운초등학교병설유치원,광주광역시 광산구 선운중앙로 11. 선운초등학교병설유치원(선암동. 선운초등학교),35.1494342,126.7750254
아일다유치원,광주광역시 광산구 첨단과기로 59-14(비아동),35.2248634,126.8318982
애플유치원,광주광역시 광산구 장신로265번길 49. 애플유치원 (신창동),35.1929685,126.8393922
지예유치원,광주광역시 남구 백운로66번길 5(백운동),35.1392016,126.9064745
파란나라유치원,광주광역시 광산구 사암로92번길 69-15(우산동),35.1529323,126.8109652
그랜드유치원,광주광역시 광산구 왕버들로 93(수완동. 그랜드유치원),35.2029452,126.8208669
궁전누리유치원,광주광역시 남구 진다리로27번길 20. 궁전누리유치원 (백운동),35.1383601,126.9043186
미래클유치원,광주광역시 광산구 임방울대로 142-21. 미래클유치원 (운남동),35.1743173,126.8183009
선창유치원,광주광역시 광산구 신가삼효로 35. 선창유치원 (신가동. 선창유치원),35.1872736,126.8362013
연세유치원,광주광역시 서구 금호만호길 55(금호동),35.132936,126.8513147
워싱턴유치원,광주광역시 서구 칠성로 21-1. 유촌동 (유촌동),35.1666443,126.860034
도날드유치원,광주광역시 서구 유덕로 6.도날드유치원(유촌동),35.164741,126.8535866
세한유치원,광주광역시 광산구 목련로 192-10. 세한유치원 (운남동),35.1710438,126.8195592
숲사랑유치원,광주광역시 광산구 신가매결길 50(신창동. 숲사랑유치원),35.1873597,126.8412298
선창초등학교병설유치원,광주광역시 광산구 신창로35번길 67(신가동),35.1879916,126.8346528
광주광천초등학교병설유치원,광주광역시 서구 월산로 266(농성동. 광천초등학교),35.1592811,126.8900878
금구초등학교병설유치원,광주광역시 광산구 임방울대로165번길 60(운남동. 금구초등학교),35.1767371,126.814021
빛고을유치원,광주광역시 서구 하남대로680번길 27(동천동),35.1688515,126.8673052
화운유치원,광주광역시 서구 화운로 194번길 6. 화운유치원,35.1554933,126.8778939
새별초등학교병설유치원,광주광역시 광산구 풍영로 125(흑석동. 새별초등학교),35.1827295,126.8125164
빛여울초등학교병설유치원,광주광역시 남구 효천중앙로 4(임암동. 빛여울초등학교),35.1031388,126.8693353
광주극락초등학교병설유치원,광주광역시 서구 상무버들로54번길 5(유촌동. 극락초등학교),35.1660023,126.8572588
효천초등학교병설유치원,광주광역시 남구 효우2로 70효천초등학교병설유치원(행암동. 효천초등학교),35.1005038,126.884727
광주농성초등학교병설유치원,광주광역시 남구 금화로481번길 7(월산동. 농성초등학교),35.1483448,126.8906598
광주대성초등학교병설유치원,광주광역시 남구 서동로2번길 8(서동),35.1442039,126.905432
방림유치원,광주광역시 남구 큰방림길 20. 방림유치원 (방림동),35.1331886,126.9212619
광주백운초등학교병설유치원,광주광역시 남구 독립로 51(백운동. 백운초등학교),35.1378247,126.9004446
광주상무초등학교병설유치원,광주광역시 서구 금호운천길 67. 병설유치원 (금호동. 상무초등학교),35.1409247,126.8548149
광주양동초등학교병설유치원,광주광역시 서구 경열로 121번길 5(양동),35.1543572,126.8980864
광주학강초등학교병설유치원,광주광역시 남구 양림로 92(양림동. 학강초등학교),35.1379672,126.9187841
대촌중앙초등학교병설유치원,광주광역시 남구 고싸움로152번길 1. 대촌중앙초등학교 (지석동),35.0825264,126.8331326
동곡초등학교병설유치원,광주광역시 광산구 동곡로 151-17(하산동. 동곡초등학교),35.0984958,126.7731101
광주월산초등학교병설유치원,광주광역시 남구 월산로116번길 6(월산동),35.1477789,126.8981773
무학초등학교병설유치원,광주광역시 남구 월지길 7(월성동.대촌무학초등학교),35.0665001,126.8046635
본량초등학교병설유치원,광주광역시 광산구 용진로 323. 본량초등학교병설유치원 (남산동),35.1812906,126.7223907
비아초등학교병설유치원,광주광역시 광산구 비아동원촌길 19-20. 비아초등학교병설유치원 (비아동. 비아초등학교),35.2224819,126.8259354
삼도초등학교병설유치원,광주광역시 광산구 용진로 9(도덕동. 삼도초등학교),35.163959,126.7007543
송정초등학교병설유치원,광주광역시 광산구 송도로208번길 25(도산동. 송정초등학교),35.1314644,126.7963719
송정동초등학교병설유치원,광주광역시 광산구 사암로27번길 58. 송정동초등학교 병설유치원 (신촌동),35.1454216,126.8047787
월계초등학교병설유치원,광주광역시 광산구 첨단 내촌로 83(월계동. 월계초등학교),35.2133604,126.8351559
광주제석초등학교병설유치원,광주광역시 남구 봉선로51번길 14(주월동.제석초등학교),35.1281135,126.906558
송정서초등학교병설유치원,광주광역시 광산구 상무대로 114(도산동. 송정서초등학교),35.1297782,126.7874998
송정중앙초등학교병설유치원,광주광역시 광산구 어등대로 653. 90 (소촌동),35.1522209,126.7948887
송학초등학교병설유치원,광주광역시 서구 눌재로 408. 송학초등학교 (세하동),35.113427,126.8308142
임곡초등학교병설유치원,광주광역시 광산구 하림길 26(임곡동),35.2207994,126.7469212
조봉초등학교병설유치원,광주광역시 남구 봉선로144번길 8(봉선동),35.1217019,126.9107523
평동초등학교병설유치원,광주광역시 광산구 평동로 741(옥동),35.1297691,126.7599123
정암초등학교병설유치원,광주광역시 광산구 첨단과기로 104(월계동. 정암초등학교),35.2233292,126.8373409
운남초등학교병설유치원,광주광역시 광산구 하남대로248-22.운남초등학교(운남동),35.1772372,126.8198537
하남초등학교병설유치원,광주광역시 광산구 하남대로54번길 10(하남동),35.1793622,126.7987072
산월초등학교병설유치원,광주광역시 광산구 산월로9번길 36(월계동. 산월초등학교),35.2107057,126.8389622
신가초등학교병설유치원,광주광역시 광산구 신가로40번길 21(신가동. 신가초등학교병설유치원),35.183393,126.8279311
미산초등학교병설유치원,광주광역시 광산구 첨단중앙로181번길 70(월계동. 미산초등학교병설유치원),35.219288,126.8341013
풍영초등학교병설유치원,광주광역시 광산구 수등로258번길 53(신가동),35.1830968,126.8404438
광주효덕초등학교병설유치원,광주광역시 남구 화산로 7(진월동. 효덕초등학교),35.1128295,126.8976258
목련초등학교병설유치원,광주광역시 광산구 목련로153번길 20(운남동),35.1725704,126.815369
계수초등학교병설유치원,광주광역시 서구 상무시민로 51(치평동. 계수초등학교),35.1559239,126.8448729
운리초등학교병설유치원,광주광역시 서구 풍암운리로23번길 5(풍암동. 운리초등학교),35.123515,126.865795
대반초등학교병설유치원,광주광역시 광산구 사암로340번길 19(월곡동. 대반초등학교),35.1755427,126.8093826
효광초등학교병설유치원,광주광역시 서구 광천2길 33(광천동. 효광초등학교),35.1669038,126.8797328
첨단초등학교병설유치원,광주광역시 광산구 임방울대로 727-20(월계동. 첨단초등학교),35.2199578,126.837809
염주초등학교병설유치원,광주광역시 서구 염화로 134번길 28(화정동),35.1410791,126.8788479
운천초등학교병설유치원,광주광역시 서구 치평로 59. 운천초등학교병설유치원 (치평동. 운천초등학교),35.1527359,126.8465905
광주봉주초등학교병설유치원,광주광역시 남구 봉주길 32(주월동. 봉주초등학교),35.1362988,126.890237
금부초등학교병설유치원,광주광역시 서구 금화로115번길 22(금호동),35.1350014,126.8615769
장산초등학교병설유치원,광주광역시 남구 회서로 27(주월동. 장산초등학교),35.130859,126.8950094
풍암초등학교병설유치원,광주광역시 서구 풍암중앙로 8(풍암동),35.1233747,126.8755063
진만초등학교병설유치원,광주광역시 광산구 목련로394번길 40-10. 진만초등학교병설유치원 (신가동. 진만초등학교),35.1834692,126.8340853
하남중앙초등학교병설유치원,광주광역시 광산구 산정로6번길 21-20(월곡동. 하남중앙초등학교),35.1683769,126.805522
어등초등학교병설유치원,광주광역시 광산구 월곡산정로 50(우산동. 어등초등학교),35.1656272,126.8077718
유덕초등학교병설유치원,광주광역시 서구 상무버들로16번길 6-10. 유덕초등학교병설유치원 (유촌동),35.1650171,126.8629055
화개초등학교병설유치원,광주광역시 서구 화개중앙로 48(금호동),35.124975,126.8567541
금당초등학교병설유치원,광주광역시 서구 풍암중앙로 83. 금당초등학교 (풍암동. 금당초등학교),35.1269109,126.8831546
마재초등학교병설유치원,광주광역시 서구 마재로 27(금호동. 마재초등학교),35.1305116,126.8628646
유촌초등학교병설유치원,광주광역시 서구 내방로 153(쌍촌동. 유촌초등학교),35.1594058,126.8577873
치평초등학교병설유치원,광주광역시 서구 상무평화로 43(치평동. 치평초등학교),35.1488288,126.8436101
마지초등학교병설유치원,광주광역시 광산구 목련로219번길 104(운남동. 마지초등학교),35.1759053,126.8240348
신암초등학교병설유치원,광주광역시 서구 풍암2로 56(풍암동) 신암초등학교 병설유치원,35.1228835,126.8808493
어룡초등학교병설유치원,광주광역시 광산구 소촌로 122(소촌동. 어룡초등학교),35.1550744,126.7933254
봉산유치원,광주광역시 광산구 산월로 57. 봉산유치원 (산월동),35.2090104,126.844153
영천초등학교병설유치원,광주광역시 광산구 목련로 123. 영천초등학교 병설유치원 (월곡동. 영천초등학교),35.1725973,126.8116672
신창초등학교병설유치원,광주광역시 광산구 신창로162번길 10(신창동. 신창초등학교),35.1980962,126.8410457
수문초등학교병설유치원,광주광역시 광산구 신창로105번길 9(신창동. 수문초등학교),35.1946023,126.8373319
금호초등학교병설유치원,광주광역시 서구 금부로95번길 26-11(쌍촌동. 금호초등학교),35.1428568,126.858971
도산초등학교병설유치원,광주광역시 광산구 송정외로 6. 도산초등학교병설유치원 (도산동),35.1261906,126.7917658
진남유치원,광주광역시 남구 노대실로 67(노대동. 진남유치원),35.1034394,126.9060768
큰별초등학교병설유치원,광주광역시 광산구 수등로 115(신가동. 큰별초등학교),35.1833279,126.8220885
산정초등학교병설유치원,광주광역시 광산구 목련로22번길 11(산정동),35.1719394,126.8010679
수완초등학교병설유치원,광주광역시 광산구 장덕로 143. 수완초등학교 (수완동),35.1978737,126.8244361
예향유치원,광주광역시 광산구 장덕로 28. 예향유치원 (장덕동),35.1953885,126.8124178
아이숲유치원,광주광역시 서구 백석길 38. 아이숲유치원,35.1425717,126.8521615
윌링스플러스유치원,광주광역시 광산구 임방울대로 603. 도천동 135-47. 127-6번지 (도천동),35.2114639,126.8263198
리틀윌링스유치원,광주광역시 광산구 임방울대로 603(도천동135),35.2114639,126.8263198
해밀유치원,광주광역시 광산구 목련로2번길 37. 해밀유치원 (산정동),35.1720087,126.799031
선운숲유치원,광주광역시 광산구 어등대로534번길 51-2(선암동),35.1473029,126.780641
펀키즈유치원,광주광역시 서구 금호운천길 58-10(금호동) 펀키즈유치원,35.1405003,126.8573173
힐링아이유치원,광주광역시 남구 서문대로749번마길 37. 힐링아이유치원 (진월동),35.1228521,126.8944373
문정누리유치원,광주광역시 서구 백석길 22-2(마륵동),35.1399109,126.8533203
선운생태유치원,광주광역시 광산구 어등대로449번길 68-32(선암동),35.1547104,126.7714551
효천다솜유치원,광주광역시 남구 효우2로 5(행암동),35.1043883,126.897329
아이원유치원,광주광역시 광산구 구촌반촌길 33(신창동),35.1877861,126.8476593
메이플유치원,광주광역시 광산구 목련로2번길 29-67. 메이플유치원 (산정동),35.1718197,126.7999038
엘씨아이수완유치원,광주광역시 광산구 상완길 233-17(수완동),35.2082929,126.8301466
썸머힐유치원,광주광역시 서구 월드컵4강로28번길 30-1. (화정동. 썸머힐유치원) (화정동),35.1401723,126.8794221
꿈그린유치원,광주광역시 남구 봉선로84번길 19(주월동),35.1261979,126.9049276
슈에뜨유치원,광주광역시 남구 봉주7길 30슈에뜨유치원 (주월동),35.1382577,126.8896006
엘씨아이봉선유치원,광주광역시 남구 봉선로 88(주월동. 종로M스쿨),35.125898,126.905666
꿈초롱유치원,광주광역시 서구 월산로 216-1(농성동),35.1561055,126.8918167
아마란스유치원,광주광역시 서구 화개1로 71아마란스유치원(금호동),35.1303822,126.8542405
상지유치원,광주광역시 서구 염화로 78(화정동.상지유치원),35.1413257,126.8742106
아이사랑유치원,광주광역시 서구 쌍촌로36번길 25. 아이사랑유치원 (쌍촌동),35.1474105,126.8673247
서광주유치원,광주광역시 서구 화운로314번길.7(광천동),35.1671033,126.8782065
송원유치원,광주광역시 남구 송암로 73송원대학교 A동 송원유치원 (송하동. 송원학원),35.1087462,126.8744058
우정유치원,광주광역시 서구 염화로45번길 17. 우정유치원,35.1378538,126.8702388
천사유치원,광주광역시 서구 내방로251번길 10-1(쌍촌동. 광명하이츠아파트(유치원)),35.1597678,126.8662942
큰별유치원,광주광역시 서구 염화로104번길 25(화정동. 큰별유치원),35.1405758,126.8770437
햇님유치원,광주광역시 서구 학생독립로10번길 20-1. 햇님유치원 (쌍촌동. 햇님유치원),35.1347593,126.9047736
해빛나유치원,광주광역시 서구 화운로 24. 315동 정문 앞 (화정동. 유니버시아드 힐스테이트 3단지),35.1421924,126.8757895
신나는유치원,광주광역시 서구 치평로 73. 신나는유치원 (치평동. 신나는유치원),35.1532683,126.8478239
창의유치원,광주광역시 서구 치평로 107. 창의유치원 (치평동. 대우금호아파트),35.1572122,126.8460184
아이미소유치원,광주광역시 서구 마재로 19. 아이미소유치원 (금호동. 중흥아파트),35.1303235,126.8615004
광주삼육유치원,광주광역시 남구 서문대로 817. 3-4 D동 (주월동),35.1317949,126.8992002
까리따스유치원,광주광역시 남구 입하2안길 20-22. 까리따스유치원 (임암동),35.1060521,126.8721006
낙원유치원,광주광역시 남구 불로마을길 18(봉선동. 낙원유치원),35.1214953,126.9118742
남광유치원,광주광역시 남구 광복마을2길 12(진월동. 남광유치원),35.1193842,126.8971256
다온유치원,광주광역시 남구 용대로 128(봉선동. 명지아파트),35.1273281,126.9189012
더선우유치원,광주광역시 광산구 선운로20번길 3(선암동)더선우유치원,35.145817,126.7783542
반야유치원,광주광역시 남구 광복마을7길 17(주월동),35.1273191,126.8944977
꿈드리유치원,광주광역시 남구 행암도동길 16(행암동),35.099144,126.8861818
든해솔유치원,광주광역시 광산구 목련로2번길 29-31(산정동),35.1716196,126.7995467
하모니유치원,광주광역시 광산구 어등대로 449. 80-1 (선암동),35.1459418,126.7831436
새그린유치원,광주광역시 남구 봉선1로16번안길 18. 새그린유치원 (봉선동),35.1272835,126.9089774
월산성모유치원,광주광역시 남구 중앙로24번길 13. 월산성모유치원 (월산동),35.1433259,126.9011802
유정유치원,광주광역시 남구 서문대로678번길 14. 유정유치원 (진월동),35.1192177,126.9005142
인애유치원,광주광역시 남구 용대로 91(봉선동. 인애유치원),35.1243912,126.9181224
에디슨유치원,광주광역시 남구 봉선로19번길 27에디슨유치원,35.1318905,126.9059831
혜화유치원,광주광역시 남구 금당로 116(주월동. 혜화유치원),35.1272052,126.8951575
화니유치원,광주광역시 남구 봉선로122번길 1. 화니유치원 (봉선동. 금호타운),35.1235784,126.9088744
세운그림유치원,광주광역시 서구 풍금로38번길 4-20. 세운그림유치원 (풍암동. 세운유치원),35.123161,126.8645453
금강해피랜드유치원,광주광역시 광산구 목련로 184(운남동)금강해피랜드유치원,35.1709601,126.8183263
푸른숲속유치원,광주광역시 광산구 월곡중앙로13번길 13. 13 (월곡동),35.1679136,126.8099026
모모유치원,광주광역시 광산구 월계로 117-32. (월계동. 모모유치원) (월계동),35.2150386,126.8423507
삼성유치원,광주광역시 광산구 임방울대로 142-12(운남동. 삼성유치원),35.1728521,126.8185115
신미라유치원,광주광역시 광산구 여대길 228. 신미라유치원 (산정동),35.1658493,126.7989116
은송유치원,광주광역시 광산구 월곡산정로 80. (월곡동. 은송유치원) (월곡동),35.1639608,126.8106883
고실초등학교병설유치원,광주광역시 광산구 풍영로 300(장덕동),35.1982357,126.8161648
월곡초등학교병설유치원,광주광역시 광산구 월곡산정로 107(월곡동. 월곡초등학교),35.1665439,126.8146045
산들숲유치원,광주광역시 광산구 비아로 121(비아동),35.2224013,126.8177351
산들바람유치원,광주광역시 광산구 비아로147번길 16(비아동),35.2235919,126.8205892
요술나라유치원,광주광역시 광산구 하남대로 248-13(운남동),35.1780309,126.8208152
큰솔유치원,광주광역시 광산구 목련로273번안길 109-5(운남동. 큰솔유치원),35.1759596,126.8197121
성모남해유치원,광주광역시 광산구 첨단봉산길 16-10(산월동),35.2060655,126.8457183
은송몬테소리유치원,광주광역시 광산구 목련로253번길 32. (운남동. 은송몬테소리유치원) (운남동),35.174432,126.8238812
소향유치원,광주광역시 서구 풍암순환로 28(풍암동),35.1239245,126.8759847
초원유치원,광주광역시 서구 동하길 3-69(세하동. 초원의 어린이집),35.122259,126.8358092
예송유치원,광주광역시 광산구 첨단중앙로67번길 82. 예송유치원 (월계동),35.2115389,126.8380178
리플유치원,광주광역시 서구 풍암운리로 38(풍암동),35.1232361,126.8682662
조하유치원,광주광역시 남구 화산로 43(진월동. 조하유치원),35.1126629,126.901431
유앤미유치원,광주광역시 광산구 목련로397번길 10(신가동),35.1842913,126.832109
예닮몬테소리유치원,광주광역시 서구 풍암중앙로91번길 14(풍암동),35.1277795,126.8836635
인스나인유치원,광주광역시 광산구 송정외로 46(도산동) 인스나인유치원,35.1271872,126.7960239
홉스쿨유치원,광주광역시 서구 금화로 41. 홉스쿨유치원 (금호동),35.1322709,126.8532128
광주중앙유치원,광주광역시 서구 화정로189번길 25(화정동),35.147922,126.8774349
해달유치원,광주광역시 서구 상무자유로 25(치평동. 해달유치원),35.1523793,126.8367417
브라이튼유치원,광주광역시 남구 회재로 1140-13(주월동. 브라이튼유치원),35.1300773,126.8872652
썬아이유치원,광주광역시 광산구 송도로304번길 78썬아이유치원,35.1388605,126.8045981
하남중앙유치원,광주광역시 광산구 산정로18번길 7-6(산정동. 하남중앙어린이집),35.16826,126.8040846
우암유치원,광주광역시 광산구 첨단중앙로 23(월계동.남부대학교),35.2071082,126.8420547
기쁨유치원,광주광역시 광산구 송도로226번길 16(도산동),35.1332656,126.796488
윌링스유치원,광주광역시 남구 회재로 1140-3. 윌링스유치원 (주월동),35.1300773,126.8872652
선우유치원,광주광역시 광산구 첨단과기로 79-15선우유치원  (비아동),35.2236208,126.8355733
삼성리나유치원,광주광역시 서구 화개중앙로 117삼성리나유치원 (금호동),35.1286879,126.8515464
하버드유치원,광주광역시 남구 천변좌로520번길 8(방림동.하버드유치원),35.1345773,126.9212896
베스트유치원,광주광역시 광산구 임방울대로378번길 37. 베스트유치원 (수완동),35.1944478,126.8255098
세종유치원,광주광역시 광산구 하남대로54번안길 65(하남동),35.1774916,126.7965051
현대리나숲유치원,광주광역시 서구 칠성로 69번길12(쌍촌동),35.1672577,126.8650726
위즈캐슬유치원,광주광역시 남구 효우로116번길 58(노대동),35.1037033,126.8999213
리더스유치원,광주광역시 광산구 왕버들로 113-24(수완동),35.2027528,126.8247111
성균관유치원,광주광역시 서구 금화로73번길 22(금호동),35.1342546,126.8574057
버클리유치원,광주광역시 광산구 왕버들로 113-25(수완동),35.2031855,126.8240701
이화숲유치원,광주광역시 남구 제석로 14-6(진월동),35.1158099,126.9081913
꽃마리유치원,광주광역시 광산구 풍영로199번길 25(장덕동),35.1887722,126.8127622
신화유치원,광주광역시 광산구 목련로273번길 71. 신화유치원 (운남동),35.177002,126.8245736
광주화정초등학교병설유치원,광주광역시 서구 월드컵4강로146번길 10. 광주화정초등학교병설유치원 (화정동),35.1487015,126.8720196
큰빛자연생태유치원,광주광역시 광산구 박뫼길 11-6. 큰빛자연생태유치원 (박호동),35.1681258,126.7429446
별아이유치원,광주광역시 광산구 소촌로86번길 20-12. 별아이유치원 (소촌동),35.1515177,126.7950549
후유치원,광주광역시 광산구 신가매결길 97. 후유치원 (신창동),35.1873597,126.8412298
키즈웰유치원,광주광역시 광산구 목련로381번길 39. 키즈웰유치원 (신가동),35.1821367,126.8308696
산새소리유치원,광주광역시 광산구 어등대로491번길 36(운수동. 산새소리유치원),35.1545336,126.7760739
레인보우유치원,광주광역시 광산구 장신로 306레인보우유치원 (신창동),35.1916872,126.8309567
아이위드유치원,광주광역시 서구 금호심곡길 5. 아이위드유치원 (금호동),35.1349303,126.8553685
선운초등학교,광주광역시 광산구 선운중앙로 11. 선운초등학교 (선암동),35.1494342,126.7750254
선창초등학교,광주광역시 광산구 신창로35번길 67(신가동),35.1879916,126.8346528
금부초등학교,광주광역시 서구 금화로115번길 22(금호동),35.1350014,126.8615769
풍암초등학교,광주광역시 서구 풍암중앙로 8. 풍암초등학교 (풍암동),35.123633,126.875183
새별초등학교,광주광역시 광산구 풍영로 125(흑석동),35.1814612,126.803417
광주광천초등학교,광주광역시 서구 월산로 266(농성동),35.1595092,126.889369
빛여울초등학교,광주광역시 남구 효천중앙로 4(임암동. 빛여울초등학교),35.1031388,126.8693353
빛고을초등학교,광주광역시 서구 동천로 7(동천동),35.1691454,126.8594371
광주극락초등학교,광주광역시 서구 상무버들로54번길 5. (유촌동. 광주극락초등학교) (유촌동),35.1660023,126.8572588
광림초등학교,광주광역시 서구 하남대로710번길 19. 광림초등학교 (동천동),35.1693009,126.8705537
광주농성초등학교,광주광역시 남구 금화로481번길 7(월산동.농성초등학교),35.1483448,126.8906598
광주대성초등학교,광주광역시 남구 서동로2번길 8. 광주대성초등학교 (서동),35.1444647,126.9053742
광주방림초등학교,광주광역시 남구 큰방림길 20. 광주방림초등학교 (방림동),35.1336264,126.9212272
광주백운초등학교,광주광역시 남구 독립로 51(백운동. 백운초등학교),35.1378247,126.9004446
광주봉주초등학교,광주광역시 남구 봉주길 32. 광주봉주초등학교 (주월동),35.1362988,126.890237
광주상무초등학교,광주광역시 서구 금호운천길 67(금호동),35.1409247,126.8548149
광주서초등학교,광주광역시 서구 화운로194번길 6(화정동),35.1554933,126.8778939
광주양동초등학교,광주광역시 서구 경열로121번길 5(양동),35.1543572,126.8980864
광주월산초등학교,광주광역시 남구 월산로116번길 6(월산동),35.1477789,126.8981773
광주제석초등학교,광주광역시 남구 봉선로51번길 14. 광주제석초등학교 (주월동),35.1281135,126.906558
광주학강초등학교,광주광역시 남구 양림로 92(양림동.학강초등학교),35.1379672,126.9187841
광주화정초등학교,광주광역시 서구 월드컵4강로146번길 10. 광주화정초등학교 (화정동),35.1487015,126.8720196
광주효덕초등학교,광주광역시 남구 화산로 7. 광주효덕초등학교 (진월동),35.1128295,126.8976258
금호초등학교,광주광역시 서구 금부로95번길 26-11. 금호초등학교 (쌍촌동),35.1428568,126.858971
대촌중앙초등학교,광주광역시 남구 고싸움로152번길 1(지석동),35.0826842,126.8333223
은빛초등학교,광주광역시 광산구 수완로33번길 11(수완동),35.1920949,126.8297758
동곡초등학교,광주광역시 광산구 동곡로 151-17. 동곡초등학교 (하산동),35.0984958,126.7731101
무학초등학교,광주광역시 남구 월지길 7(월성동),35.0665058,126.8043176
성진초등학교,광주광역시 서구 학생독립로 16(화정동),35.1421934,126.8757774
본량초등학교,광주광역시 광산구 용진로 323. 본량초등학교 (남산동),35.1807907,126.7231128
봉선초등학교,광주광역시 남구 봉선중앙로118번길 4(봉선동),35.1310486,126.9120806
효천초등학교,광주광역시 남구 효우2로 70(행암동),35.1021805,126.8928508
비아초등학교,광주광역시 광산구 비아동원촌길 19-20(비아동),35.2221583,126.8259165
삼도초등학교,광주광역시 광산구 용진로 9(도덕동),35.1638541,126.6998773
서광초등학교,광주광역시 서구 상무오월로38번길 36(쌍촌동. 서광초등학교),35.1545796,126.8645705
송정초등학교,광주광역시 광산구 송도로208번길 25(도산동. 송정초등학교),35.1314644,126.7963719
송정동초등학교,광주광역시 광산구 사암로27번길 58. 송정동초등학교 (신촌동. 송정동초등학교),35.1454216,126.8047787
송정서초등학교,광주광역시 광산구 상무대로 114(도산동),35.1297782,126.7874998
송우초등학교,광주광역시 광산구 사암로158번길 49(우산동.송우초등학교),35.1590169,126.8100218
송정중앙초등학교,광주광역시 광산구 어등대로653번길 90. 송정중앙초등학교 (소촌동),35.147821,126.7950358
송학초등학교,광주광역시 서구 눌재로 408. 송학초등학교 (세하동),35.113427,126.8308142
염주초등학교,광주광역시 서구 염화로134번길 28. 염주초등학교 (화정동),35.1410791,126.8788479
운남초등학교,광주광역시 광산구 하남대로 248-22(운남동. 운남초등학교),35.177015,126.8197982
월계초등학교,광주광역시 광산구 첨단내촌로 83(월계동),35.2134701,126.8351663
정암초등학교,광주광역시 광산구 첨단과기로 104(월계동),35.2227323,126.8375824
유안초등학교,광주광역시 남구 봉선로175번길 16(봉선동.유안초등학교),35.1254241,126.9145131
운천초등학교,광주광역시 서구 치평로 59(치평동. 운천초등학교),35.1527359,126.8465905
임곡초등학교,광주광역시 광산구 하림길 26. 임곡초등학교 (임곡동),35.2205919,126.7467207
장산초등학교,광주광역시 남구 회서로 27. 장산초등학교 (주월동),35.130859,126.8950094
조봉초등학교,광주광역시 남구 봉선로144번길 8(봉선동.조봉초등학교),35.1216579,126.9109146
미산초등학교,광주광역시 광산구 첨단중앙로181번길 70(월계동),35.2197641,126.834011
주월초등학교,광주광역시 서구 화운로 36(화정동),35.1445131,126.8836984
신가초등학교,광주광역시 광산구 신가로40번길 21(신가동. 신가초등학교),35.183393,126.8279311
진월초등학교,광주광역시 남구 광복마을4길 40. 진월초등학교 (진월동),35.1208483,126.8933335
평동초등학교,광주광역시 광산구 평동로 741(옥동.평동초등학교),35.1272613,126.7554949
하남초등학교,광주광역시 광산구 하남대로54번길 10(하남동),35.1793622,126.7987072
어등초등학교,광주광역시 광산구 월곡산정로 50. 어등초등학교 (우산동),35.1656272,126.8077718
월곡초등학교,광주광역시 광산구 월곡산정로 107. 월곡초등학교 (월곡동),35.1665439,126.8146045
하남중앙초등학교,광주광역시 광산구 산정로6번길 21-20(월곡동.하남중앙초등학교),35.1683769,126.805522
화개초등학교,광주광역시 서구 화개중앙로 48(금호동),35.124975,126.8567541
유덕초등학교,광주광역시 서구 상무버들로16번길 6-10(유촌동. 유덕초등학교),35.1650171,126.8629055
화정남초등학교,광주광역시 서구 염화로 37. 화정남초등학교 (화정동),35.1381545,126.8721187
금구초등학교,광주광역시 광산구 임방울대로165번길 60(운남동),35.1764615,126.8143432
효광초등학교,광주광역시 서구 광천2길 33. 효광초등학교 (광천동),35.1669038,126.8797328
산월초등학교,광주광역시 광산구 산월로9번길 36(월계동),35.2107054,126.8389894
유촌초등학교,광주광역시 서구 내방로 153. 153 (쌍촌동),35.1594058,126.8577873
금당초등학교,광주광역시 서구 풍암중앙로 83. 금당초등학교 (풍암동),35.1269109,126.8831546
신암초등학교,광주광역시 서구 풍암2로 56. 신암초등학교 (풍암동),35.1229946,126.8808771
치평초등학교,광주광역시 서구 상무평화로 43. 치평초등학교 (치평동),35.1488288,126.8436101
마지초등학교,광주광역시 광산구 목련로219번길 104(운남동.마지초등학교),35.1759053,126.8240348
마재초등학교,광주광역시 서구 마재로 27. 마재초등학교 (금호동),35.1305116,126.8628646
풍영초등학교,광주광역시 광산구 수등로258번길 53(신가동),35.1830968,126.8404438
진만초등학교,광주광역시 광산구 목련로394번길 40-10. 진만초등학교 (신가동),35.1834692,126.8340853
목련초등학교,광주광역시 광산구 목련로153번길 20(운남동),35.1725704,126.815369
계수초등학교,광주광역시 서구 상무시민로 51. (치평동. 계수초등학교) (치평동),35.1559239,126.8448729
