,Unnamed: 0,사고번호,사고일시,요일,시군구,도로명,주소,위도,경도
0,0,2.02E+15,2019년 6월 6일 19시,목요일,전라북도 전주시 완산구 중앙동1가,충경로,전라북도 전주시 완산구 중앙동1가충경로,35.8180176,127.1454519
1,1,2.02E+15,2019년 9월 30일 13시,월요일,전라북도 전주시 완산구 중앙동1가,전주객사2길,전라북도 전주시 완산구 중앙동1가전주객사2길,35.8173349,127.1414535
2,2,2.02E+15,2019년 5월 6일 07시,월요일,전라북도 전주시 완산구 중앙동1가,전주객사2길,전라북도 전주시 완산구 중앙동1가전주객사2길,35.8173349,127.1414535
3,3,2.02E+15,2019년 11월 10일 20시,일요일,전라북도 전주시 완산구 중앙동2가,충경로,전라북도 전주시 완산구 중앙동2가충경로,35.8171763,127.1437816
4,4,2.02E+15,2019년 12월 18일 22시,수요일,전라북도 전주시 완산구 중앙동2가,충경로,전라북도 전주시 완산구 중앙동2가충경로,35.8171763,127.1437816
5,5,2.02E+15,2019년 5월 25일 12시,토요일,전라북도 전주시 완산구 중앙동3가,충경로,전라북도 전주시 완산구 중앙동3가충경로,35.8175905,127.1451903
6,6,2.02E+15,2019년 4월 8일 08시,월요일,전라북도 전주시 완산구 중앙동3가,충경로,전라북도 전주시 완산구 중앙동3가충경로,35.8175905,127.1451903
7,7,2.02E+15,2019년 8월 26일 13시,월요일,전라북도 전주시 완산구 중앙동3가,충경로,전라북도 전주시 완산구 중앙동3가충경로,35.8175905,127.1451903
8,8,2.02E+15,2019년 2월 9일 12시,토요일,전라북도 전주시 완산구 중앙동3가,충경로,전라북도 전주시 완산구 중앙동3가충경로,35.8175905,127.1451903
9,9,2.02E+15,2019년 6월 10일 17시,월요일,전라북도 전주시 완산구 경원동1가,충경로,전라북도 전주시 완산구 경원동1가충경로,35.8180176,127.1454519
10,10,2.02E+15,2019년 5월 15일 02시,수요일,전라북도 전주시 완산구 경원동1가,충경로,전라북도 전주시 완산구 경원동1가충경로,35.8180176,127.1454519
11,11,2.02E+15,2019년 6월 8일 14시,토요일,전라북도 전주시 완산구 경원동1가,전동성당길,전라북도 전주시 완산구 경원동1가전동성당길,35.8180551,127.1484196
12,12,2.02E+15,2019년 9월 9일 09시,월요일,전라북도 전주시 완산구 경원동1가,팔달로,전라북도 전주시 완산구 경원동1가팔달로,35.8178069,127.1473484
13,13,2.02E+15,2019년 8월 31일 08시,토요일,전라북도 전주시 완산구 경원동1가,전동성당길,전라북도 전주시 완산구 경원동1가전동성당길,35.8180551,127.1484196
14,14,2.02E+15,2019년 1월 29일 03시,화요일,전라북도 전주시 완산구 경원동1가,팔달로,전라북도 전주시 완산구 경원동1가팔달로,35.8178069,127.1473484
15,15,2.02E+15,2019년 2월 27일 12시,수요일,전라북도 전주시 완산구 경원동1가,동문길,전라북도 전주시 완산구 경원동1가동문길,35.8178069,127.1473484
16,16,2.02E+15,2019년 4월 9일 22시,화요일,전라북도 전주시 완산구 경원동1가,팔달로,전라북도 전주시 완산구 경원동1가팔달로,35.8178069,127.1473484
17,17,2.02E+15,2019년 6월 9일 07시,일요일,전라북도 전주시 완산구 경원동1가,충경로,전라북도 전주시 완산구 경원동1가충경로,35.8180176,127.1454519
18,18,2.02E+15,2019년 7월 2일 09시,화요일,전라북도 전주시 완산구 경원동1가,팔달로,전라북도 전주시 완산구 경원동1가팔달로,35.8178069,127.1473484
19,19,2.02E+15,2019년 5월 14일 15시,화요일,전라북도 전주시 완산구 경원동2가,팔달로,전라북도 전주시 완산구 경원동2가팔달로,35.8180081,127.1495322
20,20,2.02E+15,2019년 1월 24일 07시,목요일,전라북도 전주시 완산구 경원동3가,현무2길,전라북도 전주시 완산구 경원동3가현무2길,35.8167064,127.1516419
21,21,2.02E+15,2019년 9월 14일 17시,토요일,전라북도 전주시 완산구 경원동3가,충경로,전라북도 전주시 완산구 경원동3가충경로,35.8208259,127.1481759
22,22,2.02E+15,2019년 11월 17일 10시,일요일,전라북도 전주시 완산구 경원동3가,충경로,전라북도 전주시 완산구 경원동3가충경로,35.8208259,127.1481759
23,23,2.02E+15,2019년 6월 19일 05시,수요일,전라북도 전주시 완산구 경원동3가,현무3길,전라북도 전주시 완산구 경원동3가현무3길,35.8167064,127.1516419
24,24,2.02E+15,2019년 12월 16일 10시,월요일,전라북도 전주시 완산구 경원동3가,기린대로,전라북도 전주시 완산구 경원동3가기린대로,35.8201463,127.1499299
25,25,2.02E+15,2019년 8월 4일 18시,일요일,전라북도 전주시 완산구 경원동3가,견훤왕궁로,전라북도 전주시 완산구 경원동3가견훤왕궁로,35.8247961,127.1534272
26,26,2.02E+15,2019년 10월 21일 03시,월요일,전라북도 전주시 완산구 경원동3가,충경로,전라북도 전주시 완산구 경원동3가충경로,35.8208259,127.1481759
27,27,2.02E+15,2019년 11월 7일 19시,목요일,전라북도 전주시 완산구 경원동3가,팔달로,전라북도 전주시 완산구 경원동3가팔달로,35.8208259,127.1481759
28,28,2.02E+15,2019년 10월 20일 09시,일요일,전라북도 전주시 완산구 경원동3가,현무2길,전라북도 전주시 완산구 경원동3가현무2길,35.8167064,127.1516419
29,29,2.02E+15,2019년 8월 5일 08시,월요일,전라북도 전주시 완산구 경원동3가,경기전길,전라북도 전주시 완산구 경원동3가경기전길,35.8208259,127.1481759
30,30,2.02E+15,2019년 6월 3일 18시,월요일,전라북도 전주시 완산구 경원동3가,현무2길,전라북도 전주시 완산구 경원동3가현무2길,35.8167064,127.1516419
31,31,2.02E+15,2019년 8월 9일 16시,금요일,전라북도 전주시 완산구 풍남동1가,은행로,전라북도 전주시 완산구 풍남동1가은행로,35.8198428,127.1517891
32,32,2.02E+15,2019년 4월 4일 16시,목요일,전라북도 전주시 완산구 풍남동2가,동문길,전라북도 전주시 완산구 풍남동2가동문길,35.8188073,127.152551
33,33,2.02E+15,2019년 10월 20일 11시,일요일,전라북도 전주시 완산구 풍남동3가,기린대로,전라북도 전주시 완산구 풍남동3가기린대로,35.8154261,127.1534567
34,34,2.02E+15,2019년 4월 4일 04시,목요일,전라북도 전주시 완산구 풍남동3가,기린대로,전라북도 전주시 완산구 풍남동3가기린대로,35.8154261,127.1534567
35,35,2.02E+15,2019년 12월 19일 10시,목요일,전라북도 전주시 완산구 전동,팔달로,전라북도 전주시 완산구 전동팔달로,35.8137445,127.1481077
36,36,2.02E+15,2019년 12월 16일 07시,월요일,전라북도 전주시 완산구 전동,충경로,전라북도 전주시 완산구 전동충경로,35.8137445,127.1481077
37,37,2.02E+15,2019년 6월 10일 04시,월요일,전라북도 전주시 완산구 전동,팔달로,전라북도 전주시 완산구 전동팔달로,35.8137445,127.1481077
38,38,2.02E+15,2019년 2월 26일 09시,화요일,전라북도 전주시 완산구 전동,팔달로,전라북도 전주시 완산구 전동팔달로,35.8137445,127.1481077
39,39,2.02E+15,2019년 8월 4일 09시,일요일,전라북도 전주시 완산구 전동,팔달로,전라북도 전주시 완산구 전동팔달로,35.8137445,127.1481077
40,40,2.02E+15,2019년 2월 25일 17시,월요일,전라북도 전주시 완산구 전동,팔달로,전라북도 전주시 완산구 전동팔달로,35.8137445,127.1481077
41,41,2.02E+15,2019년 4월 23일 23시,화요일,전라북도 전주시 완산구 전동,어진길,전라북도 전주시 완산구 전동어진길,35.8173277,127.1508271
42,42,2.02E+15,2019년 1월 30일 19시,수요일,전라북도 전주시 완산구 전동,전라감영로,전라북도 전주시 완산구 전동전라감영로,35.815038,127.1436068
43,43,2.02E+15,2019년 6월 15일 15시,토요일,전라북도 전주시 완산구 전동,팔달로,전라북도 전주시 완산구 전동팔달로,35.8137445,127.1481077
44,44,2.02E+15,2019년 7월 12일 19시,금요일,전라북도 전주시 완산구 전동,풍남문3길,전라북도 전주시 완산구 전동풍남문3길,35.8146092,127.1471954
45,45,2.02E+15,2019년 5월 3일 12시,금요일,전라북도 전주시 완산구 전동,팔달로,전라북도 전주시 완산구 전동팔달로,35.8137445,127.1481077
46,46,2.02E+15,2019년 9월 20일 22시,금요일,전라북도 전주시 완산구 전동,전주천동로,전라북도 전주시 완산구 전동전주천동로,35.8137445,127.1481077
47,47,2.02E+15,2019년 5월 3일 15시,금요일,전라북도 전주시 완산구 전동,풍남문2길,전라북도 전주시 완산구 전동풍남문2길,35.8137571,127.1443282
48,48,2.02E+15,2019년 12월 6일 14시,금요일,전라북도 전주시 완산구 전동,태조로,전라북도 전주시 완산구 전동태조로,35.8143927,127.1510129
49,49,2.02E+15,2019년 3월 2일 13시,토요일,전라북도 전주시 완산구 전동,팔달로,전라북도 전주시 완산구 전동팔달로,35.8137445,127.1481077
50,50,2.02E+15,2019년 2월 3일 22시,일요일,전라북도 전주시 완산구 전동,팔달로,전라북도 전주시 완산구 전동팔달로,35.8137445,127.1481077
51,51,2.02E+15,2019년 4월 28일 17시,일요일,전라북도 전주시 완산구 전동,팔달로,전라북도 전주시 완산구 전동팔달로,35.8137445,127.1481077
52,52,2.02E+15,2019년 1월 26일 14시,토요일,전라북도 전주시 완산구 전동,풍남문2길,전라북도 전주시 완산구 전동풍남문2길,35.8137571,127.1443282
53,53,2.02E+15,2019년 10월 7일 04시,월요일,전라북도 전주시 완산구 전동3가,전주천동로,전라북도 전주시 완산구 전동3가전주천동로,35.8130705,127.1472346
54,54,2.02E+15,2019년 7월 3일 15시,수요일,전라북도 전주시 완산구 전동3가,풍남문2길,전라북도 전주시 완산구 전동3가풍남문2길,35.8124883,127.1469808
55,55,2.02E+15,2019년 10월 7일 14시,월요일,전라북도 전주시 완산구 전동3가,전주천동로,전라북도 전주시 완산구 전동3가전주천동로,35.8130705,127.1472346
56,56,2.02E+15,2019년 2월 20일 11시,수요일,전라북도 전주시 완산구 다가동1가,전라감영로,전라북도 전주시 완산구 다가동1가전라감영로,35.8146695,127.1422944
57,57,2.02E+15,2019년 10월 19일 16시,토요일,전라북도 전주시 완산구 다가동1가,전라감영로,전라북도 전주시 완산구 다가동1가전라감영로,35.8146695,127.1422944
58,58,2.02E+15,2019년 3월 8일 08시,금요일,전라북도 전주시 완산구 다가동1가,전주천서로,전라북도 전주시 완산구 다가동1가전주천서로,35.814743,127.1420035
59,59,2.02E+15,2019년 1월 20일 11시,일요일,전라북도 전주시 완산구 다가동2가,전주천동로,전라북도 전주시 완산구 다가동2가전주천동로,35.8142069,127.1406087
60,60,2.02E+15,2019년 5월 3일 17시,금요일,전라북도 전주시 완산구 다가동2가,전주천동로,전라북도 전주시 완산구 다가동2가전주천동로,35.8142069,127.1406087
61,61,2.02E+15,2019년 6월 12일 18시,수요일,전라북도 전주시 완산구 다가동2가,전주천동로,전라북도 전주시 완산구 다가동2가전주천동로,35.8142069,127.1406087
62,62,2.02E+15,2019년 7월 7일 14시,일요일,전라북도 전주시 완산구 다가동2가,전주천동로,전라북도 전주시 완산구 다가동2가전주천동로,35.8142069,127.1406087
63,63,2.02E+15,2019년 1월 22일 05시,화요일,전라북도 전주시 완산구 다가동2가,전주천동로,전라북도 전주시 완산구 다가동2가전주천동로,35.8142069,127.1406087
64,64,2.02E+15,2019년 10월 24일 01시,목요일,전라북도 전주시 완산구 다가동2가,풍남문5길,전라북도 전주시 완산구 다가동2가풍남문5길,35.8142069,127.1406087
65,65,2.02E+15,2019년 2월 9일 01시,토요일,전라북도 전주시 완산구 다가동2가,전주천동로,전라북도 전주시 완산구 다가동2가전주천동로,35.8142069,127.1406087
66,66,2.02E+15,2019년 1월 6일 16시,일요일,전라북도 전주시 완산구 다가동2가,전주천동로,전라북도 전주시 완산구 다가동2가전주천동로,35.8142069,127.1406087
67,67,2.02E+15,2019년 12월 12일 20시,목요일,전라북도 전주시 완산구 다가동3가,전주천동로,전라북도 전주시 완산구 다가동3가전주천동로,35.8170184,127.1401437
68,68,2.02E+15,2019년 8월 22일 12시,목요일,전라북도 전주시 완산구 다가동3가,충경로,전라북도 전주시 완산구 다가동3가충경로,35.8170184,127.1401437
69,69,2.02E+15,2019년 5월 30일 02시,목요일,전라북도 전주시 완산구 다가동3가,전주천동로,전라북도 전주시 완산구 다가동3가전주천동로,35.8170184,127.1401437
70,70,2.02E+15,2019년 5월 31일 18시,금요일,전라북도 전주시 완산구 다가동3가,전주천동로,전라북도 전주시 완산구 다가동3가전주천동로,35.8170184,127.1401437
71,71,2.02E+15,2019년 7월 20일 15시,토요일,전라북도 전주시 완산구 다가동3가,전주객사1길,전라북도 전주시 완산구 다가동3가전주객사1길,35.8168687,127.140405
72,72,2.02E+15,2019년 6월 16일 12시,일요일,전라북도 전주시 완산구 다가동3가,전주객사1길,전라북도 전주시 완산구 다가동3가전주객사1길,35.8168687,127.140405
73,73,2.02E+15,2019년 6월 12일 21시,수요일,전라북도 전주시 완산구 다가동3가,충경로,전라북도 전주시 완산구 다가동3가충경로,35.8170184,127.1401437
74,74,2.02E+15,2019년 3월 31일 16시,일요일,전라북도 전주시 완산구 다가동3가,전주객사1길,전라북도 전주시 완산구 다가동3가전주객사1길,35.8168687,127.140405
75,75,2.02E+15,2019년 12월 6일 04시,금요일,전라북도 전주시 완산구 다가동4가,전주객사1길,전라북도 전주시 완산구 다가동4가전주객사1길,35.8197436,127.1383533
76,76,2.02E+15,2019년 4월 1일 01시,월요일,전라북도 전주시 완산구 다가동4가,전주천동로,전라북도 전주시 완산구 다가동4가전주천동로,35.8196893,127.1386675
77,77,2.02E+15,2019년 6월 20일 12시,목요일,전라북도 전주시 완산구 다가동4가,대동로,전라북도 전주시 완산구 다가동4가대동로,35.8196893,127.1386675
78,78,2.02E+15,2019년 7월 31일 23시,수요일,전라북도 전주시 완산구 다가동4가,대동로,전라북도 전주시 완산구 다가동4가대동로,35.8196893,127.1386675
79,79,2.02E+15,2019년 3월 27일 22시,수요일,전라북도 전주시 완산구 다가동4가,전주객사2길,전라북도 전주시 완산구 다가동4가전주객사2길,35.8184828,127.139883
80,80,2.02E+15,2019년 10월 28일 12시,월요일,전라북도 전주시 완산구 고사동,대동로,전라북도 전주시 완산구 고사동대동로,35.8097255,127.1678572
81,81,2.02E+15,2019년 2월 4일 22시,월요일,전라북도 전주시 완산구 고사동,팔달로,전라북도 전주시 완산구 고사동팔달로,35.8202621,127.143044
82,82,2.02E+15,2019년 6월 9일 01시,일요일,전라북도 전주시 완산구 고사동,전주객사2길,전라북도 전주시 완산구 고사동전주객사2길,35.8192682,127.1401529
83,83,2.02E+15,2019년 8월 1일 09시,목요일,전라북도 전주시 완산구 고사동,전주객사3길,전라북도 전주시 완산구 고사동전주객사3길,35.8195963,127.1419847
84,84,2.02E+15,2019년 11월 12일 22시,화요일,전라북도 전주시 완산구 고사동,대동로,전라북도 전주시 완산구 고사동대동로,35.8097255,127.1678572
85,85,2.02E+15,2019년 10월 31일 17시,목요일,전라북도 전주시 완산구 고사동,팔달로,전라북도 전주시 완산구 고사동팔달로,35.8202621,127.143044
86,86,2.02E+15,2019년 11월 8일 15시,금요일,전라북도 전주시 완산구 고사동,전주객사5길,전라북도 전주시 완산구 고사동전주객사5길,35.820734,127.1448124
87,87,2.02E+15,2019년 10월 13일 15시,일요일,전라북도 전주시 완산구 고사동,전주객사4길,전라북도 전주시 완산구 고사동전주객사4길,35.8201839,127.1435803
88,88,2.02E+15,2019년 1월 2일 23시,수요일,전라북도 전주시 완산구 고사동,전주천동로,전라북도 전주시 완산구 고사동전주천동로,35.8202621,127.143044
89,89,2.02E+15,2019년 6월 24일 18시,월요일,전라북도 전주시 완산구 고사동,전주객사3길,전라북도 전주시 완산구 고사동전주객사3길,35.8195963,127.1419847
90,90,2.02E+15,2019년 12월 4일 17시,수요일,전라북도 전주시 완산구 고사동,문화광장로,전라북도 전주시 완산구 고사동문화광장로,35.822511,127.1461021
91,91,2.02E+15,2019년 5월 10일 12시,금요일,전라북도 전주시 완산구 고사동,전주객사4길,전라북도 전주시 완산구 고사동전주객사4길,35.8201839,127.1435803
92,92,2.02E+15,2019년 10월 21일 09시,월요일,전라북도 전주시 완산구 고사동,대동로,전라북도 전주시 완산구 고사동대동로,35.8097255,127.1678572
93,93,2.02E+15,2019년 10월 25일 08시,금요일,전라북도 전주시 완산구 고사동,대동로,전라북도 전주시 완산구 고사동대동로,35.8097255,127.1678572
94,94,2.02E+15,2019년 1월 20일 00시,일요일,전라북도 전주시 완산구 고사동,대동로,전라북도 전주시 완산구 고사동대동로,35.8097255,127.1678572
95,95,2.02E+15,2019년 5월 4일 20시,토요일,전라북도 전주시 완산구 고사동,전주객사3길,전라북도 전주시 완산구 고사동전주객사3길,35.8195963,127.1419847
96,96,2.02E+15,2019년 4월 2일 12시,화요일,전라북도 전주시 완산구 고사동,전주객사5길,전라북도 전주시 완산구 고사동전주객사5길,35.820734,127.1448124
97,97,2.02E+15,2019년 5월 31일 10시,금요일,전라북도 전주시 완산구 고사동,전주객사3길,전라북도 전주시 완산구 고사동전주객사3길,35.8195963,127.1419847
98,98,2.02E+15,2019년 3월 27일 17시,수요일,전라북도 전주시 완산구 교동,경기전길,전라북도 전주시 완산구 교동경기전길,35.8157931,127.1509334
99,99,2.02E+15,2019년 2월 16일 20시,토요일,전라북도 전주시 완산구 태평동,공북로,전라북도 전주시 완산구 태평동공북로,35.8259147,127.1395105
100,100,2.02E+15,2019년 11월 12일 14시,화요일,전라북도 전주시 완산구 태평동,전주천동로,전라북도 전주시 완산구 태평동전주천동로,35.823736,127.1384268
101,101,2.02E+15,2019년 5월 21일 14시,화요일,전라북도 전주시 완산구 태평동,태평5길,전라북도 전주시 완산구 태평동태평5길,35.8241858,127.14355
102,102,2.02E+15,2019년 8월 1일 08시,목요일,전라북도 전주시 완산구 태평동,공북로,전라북도 전주시 완산구 태평동공북로,35.8259147,127.1395105
103,103,2.02E+15,2019년 12월 2일 13시,월요일,전라북도 전주시 완산구 태평동,공북로,전라북도 전주시 완산구 태평동공북로,35.8259147,127.1395105
104,104,2.02E+15,2019년 12월 5일 14시,목요일,전라북도 전주시 완산구 태평동,태평5길,전라북도 전주시 완산구 태평동태평5길,35.8241858,127.14355
105,105,2.02E+15,2019년 7월 30일 07시,화요일,전라북도 전주시 완산구 태평동,태진로,전라북도 전주시 완산구 태평동태진로,35.823491,127.1374752
106,106,2.02E+15,2019년 5월 21일 15시,화요일,전라북도 전주시 완산구 태평동,태평3길,전라북도 전주시 완산구 태평동태평3길,35.8245204,127.1414098
107,107,2.02E+15,2019년 4월 13일 13시,토요일,전라북도 전주시 완산구 태평동,전주천동로,전라북도 전주시 완산구 태평동전주천동로,35.823736,127.1384268
108,108,2.02E+15,2019년 4월 7일 15시,일요일,전라북도 전주시 완산구 태평동,태진로,전라북도 전주시 완산구 태평동태진로,35.823491,127.1374752
109,109,2.02E+15,2019년 11월 18일 20시,월요일,전라북도 전주시 완산구 태평동,태평3길,전라북도 전주시 완산구 태평동태평3길,35.8245204,127.1414098
110,110,2.02E+15,2019년 6월 23일 13시,일요일,전라북도 전주시 완산구 태평동,태평3길,전라북도 전주시 완산구 태평동태평3길,35.8245204,127.1414098
111,111,2.02E+15,2019년 1월 19일 11시,토요일,전라북도 전주시 완산구 태평동,물레방아1길,전라북도 전주시 완산구 태평동물레방아1길,35.8226518,127.1358551
112,112,2.02E+15,2019년 10월 25일 23시,금요일,전라북도 전주시 완산구 중노송동,아중로,전라북도 전주시 완산구 중노송동아중로,35.8234426,127.1557393
113,113,2.02E+15,2019년 4월 7일 15시,일요일,전라북도 전주시 완산구 중노송동,아중로,전라북도 전주시 완산구 중노송동아중로,35.8234426,127.1557393
114,114,2.02E+15,2019년 4월 15일 08시,월요일,전라북도 전주시 완산구 중노송동,기린대로,전라북도 전주시 완산구 중노송동기린대로,35.819743,127.1523198
115,115,2.02E+15,2019년 8월 10일 19시,토요일,전라북도 전주시 완산구 중노송동,견훤왕궁로,전라북도 전주시 완산구 중노송동견훤왕궁로,35.8247961,127.1534272
116,116,2.02E+15,2019년 10월 5일 01시,토요일,전라북도 전주시 완산구 중노송동,아중로,전라북도 전주시 완산구 중노송동아중로,35.8234426,127.1557393
117,117,2.02E+15,2019년 8월 23일 19시,금요일,전라북도 전주시 완산구 중노송동,현무3길,전라북도 전주시 완산구 중노송동현무3길,35.8216989,127.149858
118,118,2.02E+15,2019년 8월 7일 21시,수요일,전라북도 전주시 완산구 중노송동,기린대로,전라북도 전주시 완산구 중노송동기린대로,35.819743,127.1523198
119,119,2.02E+15,2019년 10월 10일 11시,목요일,전라북도 전주시 완산구 중노송동,견훤왕궁로,전라북도 전주시 완산구 중노송동견훤왕궁로,35.8247961,127.1534272
120,120,2.02E+15,2019년 5월 7일 07시,화요일,전라북도 전주시 완산구 중노송동,견훤로,전라북도 전주시 완산구 중노송동견훤로,35.8206011,127.1625175
121,121,2.02E+15,2019년 8월 22일 23시,목요일,전라북도 전주시 완산구 중노송동,아중로,전라북도 전주시 완산구 중노송동아중로,35.8234426,127.1557393
122,122,2.02E+15,2019년 8월 12일 18시,월요일,전라북도 전주시 완산구 중노송동,아중로,전라북도 전주시 완산구 중노송동아중로,35.8234426,127.1557393
123,123,2.02E+15,2019년 1월 17일 21시,목요일,전라북도 전주시 완산구 중노송동,기린대로,전라북도 전주시 완산구 중노송동기린대로,35.819743,127.1523198
124,124,2.02E+15,2019년 8월 5일 09시,월요일,전라북도 전주시 완산구 중노송동,견훤왕궁로,전라북도 전주시 완산구 중노송동견훤왕궁로,35.8247961,127.1534272
125,125,2.02E+15,2019년 2월 22일 22시,금요일,전라북도 전주시 완산구 중노송동,물왕멀로,전라북도 전주시 완산구 중노송동물왕멀로,35.8277066,127.1511728
126,126,2.02E+15,2019년 8월 16일 22시,금요일,전라북도 전주시 완산구 중노송동,아중로,전라북도 전주시 완산구 중노송동아중로,35.8234426,127.1557393
127,127,2.02E+15,2019년 12월 11일 23시,수요일,전라북도 전주시 완산구 중노송동,견훤로,전라북도 전주시 완산구 중노송동견훤로,35.8206011,127.1625175
128,128,2.02E+15,2019년 7월 26일 09시,금요일,전라북도 전주시 완산구 중노송동,기린대로,전라북도 전주시 완산구 중노송동기린대로,35.819743,127.1523198
129,129,2.02E+15,2019년 1월 5일 04시,토요일,전라북도 전주시 완산구 중노송동,견훤왕궁로,전라북도 전주시 완산구 중노송동견훤왕궁로,35.8247961,127.1534272
130,130,2.02E+15,2019년 4월 29일 12시,월요일,전라북도 전주시 완산구 중노송동,아중로,전라북도 전주시 완산구 중노송동아중로,35.8234426,127.1557393
131,131,2.02E+15,2019년 8월 13일 10시,화요일,전라북도 전주시 완산구 중노송동,기린대로,전라북도 전주시 완산구 중노송동기린대로,35.819743,127.1523198
132,132,2.02E+15,2019년 8월 17일 21시,토요일,전라북도 전주시 완산구 중노송동,인봉남로,전라북도 전주시 완산구 중노송동인봉남로,35.8259861,127.1566981
133,133,2.02E+15,2019년 10월 6일 09시,일요일,전라북도 전주시 완산구 중노송동,견훤왕궁2길,전라북도 전주시 완산구 중노송동견훤왕궁2길,35.828161,127.1520237
134,134,2.02E+15,2019년 7월 5일 21시,금요일,전라북도 전주시 완산구 중노송동,물왕멀로,전라북도 전주시 완산구 중노송동물왕멀로,35.8277066,127.1511728
135,135,2.02E+15,2019년 6월 28일 10시,금요일,전라북도 전주시 완산구 중노송동,아중로,전라북도 전주시 완산구 중노송동아중로,35.8234426,127.1557393
136,136,2.02E+15,2019년 1월 18일 18시,금요일,전라북도 전주시 완산구 중노송동,견훤로,전라북도 전주시 완산구 중노송동견훤로,35.8206011,127.1625175
137,137,2.02E+15,2019년 2월 26일 16시,화요일,전라북도 전주시 완산구 중노송동,기린대로,전라북도 전주시 완산구 중노송동기린대로,35.819743,127.1523198
138,138,2.02E+15,2019년 7월 11일 01시,목요일,전라북도 전주시 완산구 중노송동,아중로,전라북도 전주시 완산구 중노송동아중로,35.8234426,127.1557393
139,139,2.02E+15,2019년 4월 24일 00시,수요일,전라북도 전주시 완산구 중노송동,견훤로,전라북도 전주시 완산구 중노송동견훤로,35.8206011,127.1625175
140,140,2.02E+15,2019년 1월 14일 10시,월요일,전라북도 전주시 완산구 중노송동,기린대로,전라북도 전주시 완산구 중노송동기린대로,35.819743,127.1523198
141,141,2.02E+15,2019년 5월 27일 08시,월요일,전라북도 전주시 완산구 중노송동,견훤왕궁로,전라북도 전주시 완산구 중노송동견훤왕궁로,35.8247961,127.1534272
142,142,2.02E+15,2019년 3월 16일 21시,토요일,전라북도 전주시 완산구 중노송동,아중로,전라북도 전주시 완산구 중노송동아중로,35.8234426,127.1557393
143,143,2.02E+15,2019년 2월 9일 06시,토요일,전라북도 전주시 완산구 중노송동,견훤왕궁로,전라북도 전주시 완산구 중노송동견훤왕궁로,35.8247961,127.1534272
144,144,2.02E+15,2019년 9월 23일 18시,월요일,전라북도 전주시 완산구 중노송동,기린대로,전라북도 전주시 완산구 중노송동기린대로,35.819743,127.1523198
145,145,2.02E+15,2019년 3월 2일 10시,토요일,전라북도 전주시 완산구 남노송동,충경로,전라북도 전주시 완산구 남노송동충경로,35.8180176,127.1454519
146,146,2.02E+15,2019년 1월 28일 11시,월요일,전라북도 전주시 완산구 남노송동,기린대로,전라북도 전주시 완산구 남노송동기린대로,35.8191808,127.1595525
147,147,2.02E+15,2019년 7월 18일 16시,목요일,전라북도 전주시 완산구 남노송동,견훤로,전라북도 전주시 완산구 남노송동견훤로,35.8206011,127.1625175
148,148,2.02E+15,2019년 3월 23일 11시,토요일,전라북도 전주시 완산구 남노송동,기린대로,전라북도 전주시 완산구 남노송동기린대로,35.8191808,127.1595525
149,149,2.02E+15,2019년 12월 6일 18시,금요일,전라북도 전주시 완산구 남노송동,관선1길,전라북도 전주시 완산구 남노송동관선1길,35.8193005,127.1566851
150,150,2.02E+15,2019년 6월 3일 10시,월요일,전라북도 전주시 완산구 동완산동,전주천서로,전라북도 전주시 완산구 동완산동전주천서로,35.8085186,127.1446072
151,151,2.02E+15,2019년 9월 3일 13시,화요일,전라북도 전주시 완산구 동완산동,매곡로,전라북도 전주시 완산구 동완산동매곡로,35.8087474,127.1442849
152,152,2.02E+15,2019년 10월 16일 08시,수요일,전라북도 전주시 완산구 동완산동,매곡로,전라북도 전주시 완산구 동완산동매곡로,35.8087474,127.1442849
153,153,2.02E+15,2019년 7월 29일 09시,월요일,전라북도 전주시 완산구 동완산동,전주천서로,전라북도 전주시 완산구 동완산동전주천서로,35.8085186,127.1446072
154,154,2.02E+15,2019년 5월 9일 16시,목요일,전라북도 전주시 완산구 서완산동1가,용머리로,전라북도 전주시 완산구 서완산동1가용머리로,35.8103311,127.1393231
155,155,2.02E+15,2019년 11월 6일 12시,수요일,전라북도 전주시 완산구 서완산동1가,용머리로,전라북도 전주시 완산구 서완산동1가용머리로,35.8103311,127.1393231
156,156,2.02E+15,2019년 8월 4일 15시,일요일,전라북도 전주시 완산구 서완산동1가,안행로,전라북도 전주시 완산구 서완산동1가안행로,35.818783,127.1521932
157,157,2.02E+15,2019년 7월 26일 15시,금요일,전라북도 전주시 완산구 서완산동1가,용머리로,전라북도 전주시 완산구 서완산동1가용머리로,35.8103311,127.1393231
158,158,2.02E+15,2019년 12월 23일 18시,월요일,전라북도 전주시 완산구 서완산동1가,전주천서로,전라북도 전주시 완산구 서완산동1가전주천서로,35.8109169,127.1388906
159,159,2.02E+15,2019년 5월 12일 09시,일요일,전라북도 전주시 완산구 서완산동1가,안행로,전라북도 전주시 완산구 서완산동1가안행로,35.818783,127.1521932
160,160,2.02E+15,2019년 10월 18일 08시,금요일,전라북도 전주시 완산구 서완산동1가,전주천서로,전라북도 전주시 완산구 서완산동1가전주천서로,35.8109169,127.1388906
161,161,2.02E+15,2019년 2월 1일 01시,금요일,전라북도 전주시 완산구 서완산동1가,용머리로,전라북도 전주시 완산구 서완산동1가용머리로,35.8103311,127.1393231
