지역,상호,타입,주소,위도,경도
전라북도,(주)필오일싼3주유소,주유소,전라북도 전주시 완산구  천잠로 16,35.7926716,127.1097391
전라북도,소망주유소,주유소,전북 전주시 완산구  춘향로 5265 (대성동),35.7930023,127.1749153
전라북도,색장주유소,주유소,전북 전주시 완산구 춘향로 4860 (색장동),35.7774563,127.1990367
전라북도,어은터널주유소,주유소,전북 전주시 덕진구 어은로 127 (진북동),35.8240879,127.1294805
전라북도,고향주유소,주유소,전북 전주시 완산구 견훤로 87 (남노송동),35.8197738,127.1610978
전라북도,그린주유소,주유소,전북 전주시 덕진구 온고을로 462 (여의동),35.8598796,127.0743409
전라북도,행복주유소,주유소,전북 전주시 덕진구 동부대로 641 (우아동3가),35.8501591,127.1601588
전라북도,진영주유소,주유소,전북 전주시 완산구 안행로 13 (삼천동1가),35.8002583,127.1299839
전라북도,안행주유소,주유소,전북 전주시 완산구 안행로 58 (효자동1가),35.8016528,127.1343766
전라북도,낙원주유소,주유소,전북 전주시 덕진구 동부대로 624 (우아동3가),35.8501591,127.1601588
전라북도,풍천주유소,주유소,전북 전주시 완산구  구이로 2057 (평화동3가),35.7811532,127.1298592
전라북도,룰루랄라주유소,주유소,전북 전주시 완산구 장승배기로 62,35.7920862,127.1197118
전라북도,동전주주유소,주유소,전북 전주시 덕진구 전진로 14,35.8403074,127.1704499
전라북도,에코플러스주유소,주유소,전북 전주시 덕진구 과학로 258 (전미동1가),35.8921051,127.1281827
전라북도,목원주유소,주유소,전북 전주시 덕진구 전주천동로 390 (진북동),35.8287185,127.1299291
전라북도,섬진주유소,주유소,전북 전주시 덕진구 삼례로 123 (반월동),35.8886544,127.0767341
전라북도,장승배기주유소,주유소,전북 전주시 완산구 장승배기로 283,35.799559,127.142791
전라북도,행복가득주유소,주유소,전북 전주시 완산구 장승배기로 270 (평화동1가),35.7968897,127.1398584
전라북도,파크셀프주유소,주유소,전북 전주시 완산구 천잠로 517,35.8191447,127.0986127
전라북도,서린2주유소,주유소,전북 전주시 완산구 선비로 1444 (용복동),35.7901744,127.0681497
전라북도,전인주유소,주유소,전북 전주시 덕진구 혁신로 558 (여의동),35.8622528,127.0692544
전라북도,기분조은주유소,주유소,전북 전주시 덕진구 기린대로 1090,35.8712345,127.0681295
전라북도,평화셀프주유소,주유소,전북 전주시 완산구 모악로 4595 (평화동3가),35.7868646,127.1305746
전라북도,한옥마을주유소,주유소,전북 전주시 완산구 기린대로 242 (서노송동),35.8252685,127.1458969
전라북도,새하늘주유소,주유소,전북 전주시 완산구 쑥고개로 216 (삼천동3가),35.7979605,127.0898801
전라북도,행복날개주유소,주유소,전북 전주시 덕진구 온고을로 256 (팔복동3가),35.8442937,127.0957541
전라북도,신흥셀프주유소,주유소,전북 전주시 완산구 쑥고개로 369 (효자동2가),35.8038805,127.105278
전라북도,샘물주유소,주유소,전북 전주시 덕진구 온고을로 441,35.8553018,127.0775156
전라북도,(주)해뜨는여의동,주유소,전북 전주시 덕진구 기린대로 1036 (여의동),35.8566143,127.0693701
전라북도,착한12주유소,주유소,전북 전주시 덕진구 과학로 198 (전미동1가),35.8865616,127.1294784
전라북도,(주)대한민국만세주유소,주유소,전북 전주시 덕진구 혁신로 466  (장동),35.864542,127.0694015
전라북도,유연로주유소,주유소,전북 전주시 완산구 유연로 59 (효자동3가),35.8243075,127.1066943
전라북도,신도시주유소,주유소,전북 전주시 완산구 천잠로 411 (효자동3가),35.8229014,127.0964447
전라북도,정동주유소,주유소,전북 전주시 완산구 계룡산길 146,35.7813649,127.1046742
전라북도,삼남주유소,주유소,전북 전주시 완산구 천잠로 457 (효자동3가),35.8264845,127.0981792
전라북도,고객사랑주유소,주유소,전북 전주시 덕진구 초포다리로 21,35.858264,127.1577462
전라북도,광명주유소,주유소,전북 전주시 덕진구 삼례로 153 (화전동),35.89153,127.0766708
전라북도,SK강변주유소,주유소,전북 전주시 완산구 강변로 212 (효자동1가),35.809063,127.1118433
전라북도,(주)새론에너지,주유소,전북 전주시 덕진구 온고을로 259,35.8411641,127.0971209
전라북도,서부대로주유소,주유소,전북 전주시 덕진구 온고을로 377 (팔복동3가),35.8442937,127.0957541
전라북도,싼2주유소 주식회사,주유소,전북 전주시 덕진구  동부대로 1167 (송천동2가),35.8717114,127.1088868
전라북도,지에스칼텍스(주)글로리주유소,주유소,전북 전주시 완산구 장승배기로 209,35.7969025,127.1353231
전라북도,지에스칼텍스(주)고랑주유소,주유소,전북 전주시 덕진구 삼례로 72,35.8838613,127.0774354
전라북도,거북이주유소 ㈜기센에너지 전주지점,주유소,전북 전주시 덕진구 삼례로 97,35.8862862,127.0768956
전라북도,현대오일뱅크(주)직영 한일주유소,주유소,전북 전주시 완산구 콩쥐팥쥐로 1701 (효자동3가),35.8219614,127.0851286
전라북도,상리주유소,주유소,전북 전주시 덕진구 상리2길 67,35.8502971,127.0999002
전라북도,기린봉주유소,주유소,전북 전주시 덕진구 동부대로 189 (우아동1가),35.8207654,127.2016275
전라북도,(유)그린피앤엘 시온주유소,주유소,전북 전주시 완산구 백제대로 286,35.8188047,127.1233045
전라북도,대학로self주유소,주유소,전북 전주시 덕진구 백제대로 600,35.8410194,127.1352862
전라북도,예스주유소,주유소,전북 전주시 덕진구 사근1길 23-23 (송천동2가),35.8684957,127.1305519
전라북도,비사벌주유소,주유소,전북 전주시 덕진구 동부대로 600 (우아동3가),35.8501591,127.1601588
전라북도,서림주유소,주유소,전북 전주시 덕진구 동부대로 850 (호성동1가),35.864005,127.1467104
전라북도,(유)도원플러스주유소,주유소,전북 전주시 덕진구 동부대로 798 (호성동1가),35.8589814,127.1527419
전라북도,(유)오송스마트주유소,주유소,전북 전주시 덕진구 동부대로 786,35.8584518,127.1557314
전라북도,대림싼주유소,주유소,전북 전주시 덕진구 들사평서로 17,35.8375583,127.1202502
전라북도,전주제일주유소,주유소,전북 전주시 완산구 거마평로 153,35.8060974,127.1164459
전라북도,솔내주유소,주유소,전북 전주시 덕진구 시천로 25 (송천동1가),35.8614628,127.1145055
전라북도,에코시티주유소,주유소,전북 전주시 덕진구 동부대로 1021 (송천동2가),35.8719799,127.1201996
전라북도,로또주유소,주유소,전북 전주시 덕진구 온고을로 440 (만성동),35.842481,127.0743859
전라북도,동부대로주유소,주유소,전북 전주시 덕진구 동부대로 988 (송천동2가),35.8721382,127.1041026
전라북도,구도일주유소덕진,주유소,전라북도 전주시 덕진구  가련산로 39 (덕진동2가),35.8428603,127.1122349
전라북도,두리주유소,주유소,전북 전주시 완산구 전주천동로 326 (태평동),35.823736,127.1384268
전라북도,소망제일주유소,주유소,전북 전주시 완산구 쑥고개로 283,35.8015456,127.0961632
전라북도,(유)오송 이레주유소,주유소,전북 전주시 덕진구 동부대로 985 (송천동2가),35.8719662,127.1048465
전라북도,일진주유소,주유소,전북 전주시 완산구 우림로 1076,35.7824406,127.1071487
전라북도,강남주유소,주유소,전북 전주시 덕진구 동부대로 1556,35.8776851,127.078187
전라북도,태평양주유소,주유소,전북 전주시 덕진구 전진로 54 (산정동),35.8421653,127.1746824
전라북도,전주나들목주유소,주유소,전북 전주시 덕진구  온고을로 757 (반월동),35.8717109,127.0628728
전라북도,동산제일주유소,주유소,전북 전주시 덕진구  쪽구름3길 25-48 (동산동),35.8740041,127.0789926
전라북도,양지주유소,주유소,전북 전주시 완산구 구이로 2011,35.7774017,127.1284523
전라북도,SK에너지㈜ 노송주유소,주유소,전북 전주시 완산구 아중로 55 (중노송동),35.8232762,127.156456
전라북도,(유)오송주유소,주유소,전북 전주시 덕진구 동부대로 1256,35.8702414,127.1094945
전라북도,SK에너지㈜ 은벽셀프주유소,주유소,전북 전주시 덕진구 안덕원로 318 (인후동1가),35.8375835,127.1617228
전라북도,태정주유소,주유소,전북 전주시 덕진구 동부대로 1520 (고랑동),35.8802665,127.087475
전라북도,유진주유소,주유소,전북 전주시 덕진구 원만성로 45 (팔복동3가),35.8533536,127.0851191
전라북도,통큰셀프주유소,주유소,전북 전주시 덕진구 기린대로 950 (동산동),35.8650947,127.0816867
전라북도,감수리주유소,주유소,전북 전주시 덕진구 감수길 35 (팔복동4가),35.8655321,127.1002971
전라북도,북전주주유소,주유소,전북 전주시 덕진구 기린대로 911 (팔복동2가),35.8554553,127.095419
전라북도,시티주유소,주유소,전북 전주시 덕진구 백제대로 629 (금암동),35.8427264,127.1355278
전라북도,은일주유소,주유소,전북 전주시 완산구 쑥고개로 174,35.7958359,127.086404
전라북도,삼천주유소,주유소,전북 전주시 완산구 성지산로 37,35.8008146,127.122075
전라북도,(유)피노키오주유소,주유소,전북 전주시 완산구 백제대로 341 (중화산동2가),35.8231163,127.1253753
전라북도,혁신주유소,주유소,전북 전주시 덕진구 온고을로 739 (반월동),35.8713998,127.067245
전라북도,서전주주유소,주유소,전북 전주시 완산구 콩쥐팥쥐로 1613,35.8251019,127.0757553
전라북도,동양주유소,주유소,전북 전주시 덕진구 전미로 231 (전미동2가),35.8884969,127.1051035
전라북도,바울주유소,주유소,전북 전주시 완산구 전라감영로 4 (다가동2가),35.81308,127.1428548
전라북도,(유)백석주유소,주유소,전북 전주시 덕진구 전미로 186 (전미동2가),35.8855158,127.1084198
전라북도,남양주유소,주유소,전북 전주시 덕진구  반룡2길 8 (팔복동2가),35.8599938,127.0914689
전라북도,샘터주유소,주유소,전북 전주시 덕진구 호성로 20 (우아동3가),35.8539324,127.1527514
전라북도,흥국주유소,주유소,전북 전주시 덕진구 기린대로 961 (여의동),35.8474865,127.0742214
전라북도,세진셀프주유소,주유소,전라북도 전주시 덕진구  기린대로 674 (팔복동2가),35.8583835,127.0857998
전라북도,상림주유소,주유소,전북 전주시 완산구 콩쥐팥쥐로 1560,35.824755,127.0698097
전라북도,청솔주유소,주유소,전북 전주시 완산구 중화산로 50 (중화산동2가),35.8146827,127.1184566
전라북도,(유)호마주유소,주유소,전북 전주시 완산구 쑥고개로 198,35.7970968,127.0885314
전라북도,현대오일뱅크(주)직영 호성주유소,주유소,전북 전주시 덕진구 초포다리로 91,35.8641478,127.159821
전라북도,기린주유소,주유소,전북 전주시 완산구 콩쥐팥쥐로 1621,35.8249402,127.0767643
전라북도,OK셀프주유소,주유소,전북 전주시 덕진구 기지로 221,35.8293872,127.1343073
전라북도,그랑프리주유소,주유소,전북 전주시 완산구 콩쥐팥쥐로 1582 (상림동),35.8247936,127.0723591
전라북도,현대오일뱅크㈜직영 전주IC주유소,주유소,전북 전주시 덕진구 번영로 480 (반월동),35.8736723,127.0596561
전라북도,(유)황금물류주유소,주유소,전북 전주시 덕진구 삼례로 168 (고랑동),35.8929623,127.0773985
전라북도,신명주유소,주유소,전북 전주시 덕진구 초포다리로 191,35.8724686,127.1571076
전라북도,신협주유소,주유소,전북 전주시 완산구 온고을로 180 (효자동3가),35.8374957,127.1043307
전라북도,어울림주유소,주유소,전북 전주시 덕진구 심방죽로 63 (인후동2가),35.8415245,127.1515251
전라북도,우아주유소,주유소,전북 전주시 덕진구 아중로 220 (우아동1가),35.8282075,127.1734766
전라북도,석구주유소,주유소,전북 전주시 완산구 구이로 1828 (석구동),35.7614393,127.125947
전라북도,중인주유소,주유소,전북 전주시 완산구 우림로 1008 (중인동),35.777412,127.1034908
전라북도,해성주유소,주유소,전북 전주시 완산구 우림로 934 (용복동),35.7743462,127.0962035
전라북도,톨게이트주유소,주유소,전라북도 전주시 덕진구  기린대로 1144 (반월동),35.8804978,127.0705898
전라북도,SK에너지(주) 서곡주유소,주유소,전북 전주시 완산구 온고을로 186 (효자동3가),35.8378254,127.1038255
전라북도,SK에너지㈜ 대광제일주유소,주유소,전북 전주시 완산구 서신로 56 (서신동),35.8304426,127.1162104
전라북도,SK에너지㈜ 코끼리주유소,주유소,전북 전주시 완산구 거마평로 47 (삼천동1가),35.7967327,127.1166791
전라북도,골드주유소,주유소,전북 전주시 덕진구 혁신로 544 (여의동),35.861174,127.0688009
전라북도,한흥주유소,주유소,전북 전주시 덕진구 건산로 166 (인후동1가),35.8331523,127.1551151
전라북도,첨단주유소,주유소,"전북 전주시 덕진구 기린대로 894,  (동산동)",35.8629976,127.08704
전라북도,행복날개2주유소,주유소,전북 전주시 덕진구 온고을로 715 (장동),35.8627324,127.061269
전라북도,육일주유소,주유소,전북 전주시 덕진구 전미로 28 (송천동2가),35.8724553,127.1146633
전라북도,평화동주유소,주유소,전북 전주시 완산구 구이로 1949 (석구동),35.7716131,127.1271529
전라북도,송천주유소,주유소,전북 전주시 덕진구 송천4길 55 (송천동1가),35.8609874,127.1157907
전라북도,(주)안국에너지 호반주유소,주유소,전북 전주시 덕진구 기린대로 600 (덕진동2가),35.8464115,127.1106533
전라북도,동아주유소,주유소,전북 전주시 완산구 모악로 4741 (평화동2가),35.7925154,127.1315109
전라북도,중앙주유소,주유소,전북 전주시 덕진구 전미로 148 (전미동2가),35.8823277,127.1104657
전라북도,덕산주유소,주유소,전북 전주시 완산구 춘향로 4923 (색장동),35.7825809,127.1975163
전라북도,새로운주유소,주유소,전북 전주시 완산구 문화광장로 22,35.8225598,127.1465178
