지역,상호,타입,주소,위도,경도
경상남도,광신석유(주)직영 용원주유소,주유소,경남 창원시 진해구 진해대로 2467 (용원동),35.1091336,128.817681
경상남도,대방주유소,주유소,경남 창원시 성산구 대암로105번길 2 (대방동),35.2159878,128.7081195
경상남도,경남주유소,주유소,경남 창원시 성산구 반송로 60,35.2402304,128.6633792
경상남도,용호주유소,주유소,경남 창원시 의창구 용지로 245 (용호동),35.2356289,128.6867828
경상남도,무지개주유소,주유소,경남 창원시 의창구 태복산로 7 (도계동),35.2527645,128.6394276
경상남도,판도라주유소,주유소,경남 창원시 마산합포구 진동면 삼진의거대로 753,35.1225619,128.4954489
경상남도,진웅,주유소,경남 창원시 진해구 웅천로 156 (북부동),35.1131709,128.7471304
경상남도,광신직영(호원셀프),주유소,경남 창원시 마산회원구 내서읍 호원로 141,35.2470633,128.5250789
경상남도,야구장주유소,주유소,경남 창원시 마산합포구 용마로 62,35.2188627,128.5812826
경상남도,광신석유(주)직영 산호주유소,주유소,경남 창원시 마산합포구 합포로 191 (산호동),35.2178759,128.5872104
