학교명,주소,위도,경도
교동초등학교,경상남도 창원시 마산회원구 무학로 589(회원동. 마산교동초등학교),35.221318,128.5623828
진해남산초등학교,경상남도 창원시 진해구 태평로37번길 17(제황산동. 진해남산초등학교),35.147884,128.662681
남정초등학교,경상남도 창원시 성산구 원이대로878번길 30(가음동)남정초등학교,35.2109882,128.6930375
교방초등학교,경상남도 창원시 마산합포구 교방동1길 63(교방동. 교방초등학교),35.2135134,128.5650217
구산초등학교,경상남도 창원시 마산합포구 구산면 수정3길 8. 구산초등학교 (구산면),35.1202469,128.5793284
구산초등학교구서분교장,경상남도 창원시 마산합포구 구산면 해양관광로 739. 739 (구산면),35.1214202,128.5380712
내동초등학교,경상남도 창원시 성산구 두대로 185. 내동초등학교 (중앙동),35.2259146,128.6624112
구암초등학교,경상남도 창원시 마산회원구 구암북19길 153(구암동. 구암초등학교),35.2581475,128.5943233
대야초등학교,경상남도 창원시 진해구 여좌로84번길 7(여좌동. 대야초등학교),35.1593271,128.6634584
대방초등학교,경상남도 창원시 성산구 대정로 132(대방동. 대방초등학교),35.2114117,128.7068427
대산초등학교,경상남도 창원시 의창구 대산면 진산대로 442-7(대산면. 대산초등학교),35.3400899,128.7105173
내서초등학교,경상남도 창원시 마산회원구 북성로 480(두척동. 내서초등학교),35.2381135,128.5455213
대암초등학교,경상남도 창원시 성산구 창이대로899번길 23(대방동. 대암초등학교),35.205867,128.709421
덕산초등학교,경상남도 창원시 진해구 덕산로46번길 15(자은동.덕산초등학교),35.1457667,128.705059
대원초등학교,경상남도 창원시 의창구 두대로55번길 23(대원동. 대원초등학교),35.2340125,128.6513464
도천초등학교,경상남도 창원시 진해구 충장로 10(도천동. 도천초등학교),35.15255,128.6539317
동부초등학교,경상남도 창원시 진해구 석동로 27. 석동. 동부초등학교 (석동),35.1556338,128.7017604
무학초등학교,경상남도 창원시 마산합포구 자산동8길 6. 무학초등학교 (자산동. 무학초등학교),35.2035979,128.5675217
도계초등학교,경상남도 창원시 의창구 하남천동길 10(도계동. 도계초등학교),35.2592957,128.639503
동산초등학교,경상남도 창원시 성산구 단정로 126(상남동.동산초등학교),35.2140712,128.6902599
반동초등학교,경상남도 창원시 마산합포구 구산면 해양관광로 1460-14(구산면),35.0877125,128.5843272
명곡초등학교,경상남도 창원시 의창구 우곡로159번길 22-11(명서동. 명곡초등학교),35.2435932,128.6449329
명도초등학교,경상남도 창원시 의창구 도계두리길 233(명곡동. 명도초등학교),35.2557349,128.6436743
봉덕초등학교,경상남도 창원시 마산회원구 봉덕1길 14(봉암동. 봉덕초등학교),35.2221796,128.5945465
명서초등학교,경상남도 창원시 의창구 명서로 21. 명서초등학교 (명서동),35.2506771,128.6433467
북성초등학교,경상남도 창원시 마산회원구 석전북1길 3(석전동. 북성초등학교),35.2317331,128.5699673
반송초등학교,경상남도 창원시 성산구 반송로 133. 반송초등학교 (반림동),35.2370681,128.6705945
봉강초등학교,경상남도 창원시 의창구 동읍 동읍로 1131-3(동읍. 봉강초등학교),35.350797,128.6552481
봉림초등학교,경상남도 창원시 의창구 사림로16번길 21(사림동. 봉림초등학교),35.2465506,128.6778081
산호초등학교,경상남도 창원시 마산합포구 회원동북로 53(산호동.산호초등학교),35.2193741,128.5793257
석동초등학교,경상남도 창원시 진해구 석동로 85(석동. 석동초등학교),35.1576773,128.7067063
북면초등학교,경상남도 창원시 의창구 북면 동전로110번길 36(북면. 북면초등학교),35.3053502,128.600118
삼계초등학교,경상남도 창원시 마산회원구 내서읍 삼계로 36(내서읍. 삼계초등학교),35.2323338,128.5000496
북면초등학교승산분교장,경상남도 창원시 의창구 북면 구룡로312번길 7(북면초등학교 승산분교장),35.3053056,128.6221157
사파초등학교,경상남도 창원시 성산구 원이대로773번길 27사파동. 사파초등학교,35.2193185,128.6972552
상남초등학교,경상남도 창원시 마산합포구 합포서13길 20. 상남초등학교 (상남동),35.2125693,128.5771595
상일초등학교,경상남도 창원시 마산회원구 내서읍 광려천서로 21(내서읍. 상일초등학교),35.2443142,128.5069985
사화초등학교,경상남도 창원시 의창구 반계로80번길 7(팔용동. 사화초등학교),35.2521703,128.6164071
석전초등학교,경상남도 창원시 마산회원구 석전동로 8(석전동),35.2322855,128.5762148
안청초등학교,경상남도 창원시 진해구 안골로 303(안골동. 안청초등학교),35.0995313,128.8070021
상북초등학교,경상남도 창원시 의창구 지귀로60번길 13-13. 상북초등학교 (봉곡동),35.2464555,128.6530403
성호초등학교,경상남도 창원시 마산합포구 성호동4길 21(성호동.성호초등학교),35.2087641,128.5714657
마산신월초등학교,경상남도 창원시 마산합포구 월영마을로 40(월영동. 마산신월초등학교),35.1707756,128.5565241
성주초등학교,경상남도 창원시 성산구 가음정로 127(가음동. 성주초등학교),35.2053779,128.6979539
소답초등학교,경상남도 창원시 의창구 의창대로317번길 41(소답동. 소답초등학교),35.2651536,128.6288915
안계초등학교,경상남도 창원시 마산회원구 내서읍 삼계숲길 246(내서읍),35.2314203,128.4944476
신등초등학교,경상남도 창원시 의창구 대산면 주남로 394. 19-3 (대산면),35.3202483,128.6997361
양덕초등학교,경상남도 창원시 마산회원구 양덕동12길 86(양덕동. 양덕초등학교),35.2334559,128.5881301
신방초등학교,경상남도 창원시 의창구 동읍 동읍로 121-11(동읍. 신방초등학교),35.2870345,128.6781202
창원신월초등학교,경상남도 창원시 의창구 신월로72번길 12(신월동. 창원신월초등학교),35.2258476,128.6932316
안남초등학교,경상남도 창원시 성산구 가양로 158(대방동. 안남초등학교),35.2093776,128.7102582
안민초등학교,경상남도 창원시 성산구 안민로79번길 6. 안민초등학교 (안민동. 안민초등학교),35.1871108,128.6878489
양곡초등학교,경상남도 창원시 성산구 양곡길 102(신촌동. 양곡초등학교),35.2020992,128.626794
온천초등학교,경상남도 창원시 의창구 북면 신리길30번길 17(북면. 온천초등학교),35.3490814,128.6054864
완월초등학교,경상남도 창원시 마산합포구 고운로 201. 완월초등학교 (완월동.완월초등학교),35.2001538,128.5631056
외동초등학교,경상남도 창원시 성산구 토월로43번길 14(상남동. 외동초등학교),35.2163721,128.6813594
용마초등학교,경상남도 창원시 마산합포구 산호남로 50(산호동. 용마초등학교),35.215458,128.5845754
용원초등학교,경상남도 창원시 진해구 용원로78번길 11(용원동. 용원초등학교),35.097726,128.8178434
용남초등학교,경상남도 창원시 의창구 용호로 65(용호동. 용남초등학교),35.2357073,128.6801492
우산초등학교,경상남도 창원시 마산합포구 진동면 미더덕로 382. 우산초등학교 (진동면),35.1049413,128.4790049
월성초등학교,경상남도 창원시 마산합포구 완월남1길 17(완월동.월성초등학교),35.1955988,128.5603282
용지초등학교,경상남도 창원시 성산구 원이대로538번길 24(중앙동.용지초등학교),35.2292357,128.6722057
웅동초등학교,경상남도 창원시 진해구 마천로 29(마천동. 웅동초등학교),35.1266388,128.7829203
웅천초등학교,경상남도 창원시 진해구 웅천동로 33. 웅천초등학교 (남문동. 웅천초등학교),35.1039594,128.7557198
월영초등학교,경상남도 창원시 마산합포구 반월북1길 41(장군동1가.월영초등학교),35.1913322,128.5625275
용호초등학교,경상남도 창원시 의창구 외동반림로 170. 용호초등학교 (용호동),35.2337637,128.675789
우암초등학교,경상남도 창원시 의창구 대산면 우암로 35(대산면. 우암초등학교),35.334141,128.730614
웅남초등학교,경상남도 창원시 성산구 단정로 75(상남동),35.2184408,128.6880747
월포초등학교,경상남도 창원시 마산합포구 월영북15길 35(대내동. 월포초등학교),35.1827391,128.5575788
자은초등학교,경상남도 창원시 진해구 자은로88번길 41(자은동. 자은초등학교),35.1491788,128.7115124
중리초등학교,경상남도 창원시 마산회원구 내서읍 호계안길 22(내서읍. 중리초등학교),35.2555631,128.5201081
제황초등학교,경상남도 창원시 진해구 제황로 32(제황산동. 제황초등학교),35.1481897,128.6696525
진동초등학교,경상남도 창원시 마산합포구 진동면 삼진의거대로 661-22(진동면. 진동초등학교),35.1186425,128.4901152
진전초등학교,경상남도 창원시 마산합포구 진전면 팔의사로 727(진전면),35.1102363,128.415113
유목초등학교,경상남도 창원시 성산구 반송로29번길 15(반지동. 유목초등학교),35.2440393,128.6631228
팔룡초등학교,경상남도 창원시 마산회원구 학교단지로 31. 팔룡초등학교 (합성동),35.2421901,128.5939671
일동초등학교,경상남도 창원시 의창구 대산면 대산북로 461(대산면. 일동초등학교),35.368525,128.6879782
자여초등학교,경상남도 창원시 의창구 동읍 자여로 135(동읍. 자여초등학교),35.2720089,128.7057782
진해중앙초등학교,경상남도 창원시 진해구 태백서로14번길 23(태백동. 중앙초등학교),35.1547723,128.6752629
하북초등학교,경상남도 창원시 마산합포구 진북면 지산5길 36(진북면. 하북초등학교),35.1161065,128.4696443
안골포초등학교,경상남도 창원시 진해구 안청북로 30(청안동),35.1036424,128.8061663
합성초등학교,경상남도 창원시 마산회원구 합성북16길 75(합성동. 합성초등학교),35.2418715,128.5819638
합포초등학교,경상남도 창원시 마산합포구 허당로 73(산호동),35.2123533,128.5841391
창원초등학교,경상남도 창원시 의창구 읍성로 5-1(서상동.창원초등학교),35.2657375,128.619111
해운초등학교,경상남도 창원시 마산합포구 월영남로 24(월영동 605-1)(월영동. 해운초등학교),35.1767954,128.5578289
창원상남초등학교,경상남도 창원시 성산구 토월로 140. 창원상남초등학교 (상남동. 창원상남초등학교),35.2215499,128.6894675
풍호초등학교,경상남도 창원시 진해구 풍호로 80(자은동. 풍호초등학교),35.1402297,128.7120795
현동초등학교,경상남도 창원시 마산합포구 현동6길 12(현동. 현동초등학교),35.1473544,128.556802
토월초등학교,경상남도 창원시 성산구 비음로4번길 33-11(사파동),35.2264197,128.6989835
평산초등학교,경상남도 창원시 의창구 사화로104번길 17(팔용동. 평산초등학교),35.2507321,128.6168214
하천초등학교,경상남도 창원시 의창구 북면 하천로 145(북면. 하천초등학교),35.3696842,128.6041305
호계초등학교,경상남도 창원시 마산회원구 내서읍 광려천북로 182(내서읍. 호계초등학교),35.2657009,128.5223298
화양초등학교,경상남도 창원시 의창구 동읍 백월로 524. 화양초등학교 (동읍),35.305393,128.6522888
삼정자초등학교,경상남도 창원시 성산구 외리로34번길 8(삼정자동.삼정자초등학교),35.2006842,128.709453
중동초등학교,경상남도 창원시 의창구 의창대로238번길 14중동초등학교,35.2598701,128.6231261
회원초등학교,경상남도 창원시 마산회원구 회원남로 51(회원동),35.2198448,128.5667328
의창초등학교,경상남도 창원시 의창구 중동남로 85(중동),35.2550279,128.6273054
마산중앙초등학교,경상남도 창원시 마산회원구 팔용로 280(구암동. 마산중앙초등학교),35.2484544,128.6025728
장복초등학교,경상남도 창원시 진해구 진해대로728번길 21(석동. 장복초등학교),35.157858,128.695151
전안초등학교,경상남도 창원시 마산회원구 내서읍 광려로 100(내서읍. 전안초등학교),35.2177895,128.5023608
장천초등학교,경상남도 창원시 진해구 충장로 719(장천동. 장천초등학교),35.1263596,128.7072607
가고파초등학교,경상남도 창원시 마산회원구 삼호로 110(양덕동. 가고파초등학교),35.2257109,128.5803008
무동초등학교,경상남도 창원시 의창구 북면 동곡로 65(북면),35.3477601,128.6070605
감계초등학교,경상남도 창원시 의창구 북면 감계로140번길 51(북면),35.2972897,128.5885464
진해신항초등학교,경상남도 창원시 진해구 신항동로 158. 진해신항초등학교,35.089023,128.810752
경원중학교,경상남도 창원시 성산구 두대로 195(중앙동. 경원중학교),35.2253002,128.663083
감계중학교,경상남도 창원시 의창구 북면 감계로 220. 감계중학교 (북면),35.3007276,128.5873448
구산중학교구남분교장,경상남도 창원시 마산합포구 구산면 이순신로 7(구산면. 구남중학교),35.0868065,128.5868286
남산중학교,경상남도 창원시 성산구 가음정로 157(가음동. 남산중학교),35.2044058,128.6993149
대방중학교,경상남도 창원시 성산구 가양로 133(대방동.대방중학교),35.2097907,128.7076445
명서중학교,경상남도 창원시 의창구 명지로 54(명서동. 명서중학교),35.2515403,128.6441038
구암중학교,경상남도 창원시 마산회원구 구암북11길 26. 구암중학교 (구암동),35.2557754,128.5969317
내서중학교,경상남도 창원시 마산회원구 내서읍 광려천서로 35(내서읍.내서중학교),35.245788,128.507875
반림중학교,경상남도 창원시 성산구 외동반림로 237(반림동. 반림중학교),35.2392152,128.6777235
삼정자중학교,경상남도 창원시 성산구 외리로34번길 32(성주동. 삼정자중학교),35.2012397,128.7119805
마산동중학교,경상남도 창원시 마산회원구 회원북7길 40(회원동.마산동중학교),35.2210959,128.5682156
반송여자중학교,경상남도 창원시 성산구 반송로 168(반림동. 반송여자중학교),35.2355842,128.6754269
동진여자중학교,경상남도 창원시 진해구 진해대로982번길 26(풍호동. 동진여중),35.1421984,128.7040455
마산서중학교,경남 창원시 마산합포구 월영남로6(월영동.마산서중학교),35.1785174,128.5574122
반송중학교,경상남도 창원시 성산구 반송로 182(반림동. 반송중학교),35.2355842,128.6754269
봉곡중학교,경상남도 창원시 의창구 봉곡로23번길 6(봉곡동. 봉곡중학교),35.2486227,128.6617846
동진중학교,경상남도 창원시 진해구 덕산로46번길 25(자은동.동진중학교),35.1439617,128.7060892
마산여자중학교,경상남도 창원시 마산회원구 무학로 587(회원동. 마산여자중학교),35.2212917,128.5609372
봉림중학교,경상남도 창원시 의창구 사림로16번길 15(사림동),35.2467442,128.6773344
안골포중학교,경상남도 창원시 진해구 안청남로 29(청안동),35.1025178,128.8051659
사파중학교,경상남도 창원시 성산구 신사로 155(사파동),35.2188138,128.7005242
마산중학교,경상남도 창원시 마산합포구 심온길 49(자산동. 마산중학교),35.2035628,128.5616227
삼계중학교,경상남도 창원시 마산회원구 내서읍 삼계9길 40(내서읍. 삼계중학교),35.2333432,128.4986107
신월중학교,경상남도 창원시 의창구 신월로37번길 12신월중학교 (신월동. 신월중학교),35.22877,128.693971
양덕여자중학교,경상남도 창원시 마산회원구 학교단지로 21(합성동. 양덕여자중학교),35.243427,128.5945737
석동중학교,경상남도 창원시 진해구 석동로 40(석동. 석동중학교),35.1541896,128.7037881
안남중학교,경상남도 창원시 성산구 창이대로899번길 13(대방동),35.205523,128.7080286
용원중학교,경상남도 창원시 진해구 용원로77번길 16(용원동. 용원중학교),35.0996537,128.8180112
양곡중학교,경상남도 창원시 성산구 신촌로134번길 12(신촌동. 양곡중학교),35.1981376,128.6271091
양덕중학교,경상남도 창원시 마산회원구 학교단지로 47(합성동. 양덕중학교),35.2422328,128.5952958
진전중학교,경상남도 창원시 마산합포구 진전면 월안로 23(진전면),35.1043049,128.4095315
웅남중학교,경상남도 창원시 성산구 단정로98번길 8(상남동. 웅남중학교),35.2159388,128.6885557
창덕중학교,경상남도 창원시 의창구 동읍 의창대로900번길 12(동읍.창덕중학교),35.2776192,128.6892028
창북중학교,경상남도 창원시 의창구 북면 무동서로 8. 창북중학교 (북면),35.3168914,128.5805682
합포여자중학교,경상남도 창원시 마산회원구 회성남11길 27. 합포여자중학교,35.2321222,128.5617159
진해중학교,경상남도 창원시 진해구 여좌로 98(여좌동. 진해중학교),35.1600719,128.6644932
진해여자중학교,경상남도 창원시 진해구 여좌남로 25(여좌동. 진해여자중학교),35.1562163,128.6590144
합포중학교,경상남도 창원시 마산합포구 산호남10길 18(산호동. 합포중학교),35.2157357,128.5853808
창원중앙중학교,경상남도 창원시 성산구 반지로3번길 14(반지동. 창원중앙중학교),35.2402064,128.6584567
창원상남중학교,경상남도 창원시 성산구 동산로55번길 9(가음정동. 창원상남중학교),35.2147932,128.6852048
도계중학교,경상남도 창원시 의창구 원이대로56번길 19-15(도계동),35.2556619,128.6342337
창원동중학교,경상남도 창원시 의창구 동읍로 189(동읍. 창원동중학교),35.2912562,128.6751481
해운중학교,경상남도 창원시 마산합포구 월영동남로 16-1(해운동. 해운중학교),35.1775804,128.5652987
토월중학교,경상남도 창원시 의창구 원이대로 687(신월동. 토월중학교),35.22357,128.6888154
호계중학교,경상남도 창원시 마산회원구 내서읍 호계본동로 107(내서읍. 호계중학교),35.2665895,128.5147472
광려중학교,경상남도 창원시 마산회원구 내서읍 광려로 108(내서읍. 광려중학교),35.217123,128.503194
팔룡중학교,경상남도 창원시 의창구 사화로104번길 3(팔용동. 팔룡중학교),35.2516487,128.6175991
명곡여자중학교,경상남도 창원시 의창구 우곡로159번길 32(명서동. 명곡여자중학교),35.2432891,128.6449301
안민중학교,경상남도 창원시 성산구 안민로160번길 11. 안민중학교 (안민동),35.1836026,128.6935105
창원대산중학교,경상남도 창원시 의창구 대산면 진산대로 380(대산면. 창원대산중학교),35.3341498,128.7103439
마산무학여자중학교,경상남도 창원시 마산회원구 회원동33길 17. 마산무학여자중학교 (회원동),35.222346,128.575687
창원남중학교,경상남도 창원시 성산구 창원대로 813(외동. 창원남중학교),35.2139599,128.6801498
마산의신여자중학교,경상남도 창원시 마산합포구 천하장사로 21. 51278 (교방동. 마산의신여자중학교),35.211375,128.566049
마산제일여자중학교,경상남도 창원시 마산합포구 고운로 65. 마산제일여자중학교 (문화동),35.1884309,128.5568982
웅동중학교,경상남도 창원시 진해구 남의로116번길 50(두동),35.1127362,128.7960297
창원여자중학교,경상남도 창원시 의창구 팔용로 487. 창원여자중학교 (팔용동),35.2596342,128.6160127
마산중앙중학교,경상남도 창원시 마산회원구 학교단지로 53-1마산중앙중학교(합성동),35.2424767,128.5969018
마산삼진중학교,경상남도 창원시 마산합포구 진동면 성산길 51. 마산삼진중학교 (진동면),35.1144126,128.4888926
진해남중학교,경상남도 창원시 진해구 병암북로 9. 781-22 (경화동),35.1608323,128.6901467
성지여자중학교,경상남도 창원시 마산합포구 완월남로 20(완월동)성지여자중학교,35.1984322,128.5599143
창원중학교,경상남도 창원시 의창구 도계로107번길 10(도계동.창원중학교),35.2556765,128.64193
창신중학교,경상남도 창원시 마산회원구 봉암북7길 11(봉암동),35.2243423,128.5974006
진해냉천중학교,경상남도 창원시 진해구 냉천로 219(자은동),35.1522967,128.7090933
구산중학교,경상남도 창원시 마산합포구 현동9길 23(현동. 구산중학교),35.1193662,128.581151
진해신항중학교,경상남도 창원시 진해구 신항동로 161. 진해신항중학교,35.0882998,128.8104181
