주유소명,주소,버정거리총합,상호개수,교통사고건수,보호구역개수,화재발생건수,총 가중치
하이넷 전주송천 수소충전소,전라북도 전주시 덕진구 송천동2가 1190 ,35,21,138,19,27,0
