버정거리총합,상호개수,교통사고건수,보호구역개수,화재발생건수,주유소명,주소,위도,경도
0.532423208,0.162162162,0.188487585,0.456140351,0.213541667,아카데미주유소,울산 동구 방어진순환도로 486 (방어동),35.4871773,129.4208732
0.532423208,0.162162162,0.240406321,0.49122807,0.213541667,동주유소,울산 동구 방어진순환도로 431 (방어동),35.4884921,129.4154403
0.436860068,0.27027027,0.272009029,0.736842105,0.09375,신천셀프주유소,울산 북구 산업로 1481 (신천동),35.6375973,129.3472322
0.204778157,0.243243243,0.057562077,0.350877193,0.083333333,보경주유소(주),울산 북구 산업로 1602 (중산동),35.6548644,129.3429921
0.112627986,0.081081081,0.002257336,0.192982456,0.067708333,이화주유소,울산 북구 산업로 1645 (중산동),35.6596971,129.338909
0.146757679,0.027027027,0.03724605,0.070175439,0.015625,강동에너지솔루션,울산 북구 동해안로 1845-252(산하동),35.6330385,129.4404196
0.436860068,0.27027027,0.272009029,0.736842105,0.09375,유성주유소,울산 북구 산업로 1433 (신천동),35.6375973,129.3472322
0.354948805,0.189189189,0.139954853,0.421052632,0.067708333,지에스칼텍스(주)북울산주유소,울산 북구 산업로 1180 (송정동),35.5948445,129.3575757
0.494880546,0.351351351,0.237020316,0.526315789,0.213541667,연암주유소,울산 북구 북부순환도로 1159,35.5809525,129.3569512
0.324232082,0.27027027,0.296839729,0.543859649,0.09375,대양석유(주)풍차휴게주유소,울산 북구 산업로 1448-1 (신천동),35.6319731,129.3536323
0.351535836,0.216216216,0.296839729,0.561403509,0.109375,온누리주유소,울산 북구 신답로 31 (상안동),35.6288285,129.3449365
0.470989761,0.351351351,0.330699774,0.473684211,0.192708333,수성탱크터미널서비스㈜ 진명셀프주유소,울산 북구 진장동 염포로 180,35.5603961,129.3569212
0.129692833,0.162162162,0.127539503,0.192982456,0.046875,(주)경동에너지,울산 북구 염포로 349 (양정동),35.5516471,129.3753021
0.327645051,0.324324324,0.136568849,0.315789474,0.140625,영남주유소,울산 북구 무룡1로 110 (연암동),35.5775813,129.3713942
0.33105802,0.324324324,0.143340858,0.298245614,0.140625,지에스칼텍스(주) 무룡산셀프주유소,울산 북구 무룡1로 105 (연암동),35.5779928,129.3707944
0.310580205,0.297297297,0.221218962,0.421052632,0.130208333,농소농협주유소,울산 북구 매곡로 11,35.6460585,129.3571288
