정류소명,정류소코드,경도,위도,권역
서동현대,11405,129.3469828,35.58301708,울산광역시
서동현대,11406,129.3469719,35.58353934,울산광역시
외솔중학교,11407,129.3422652,35.58464445,울산광역시
골드클래스,11408,129.3440216,35.58813473,울산광역시
골드클래스,11409,129.3439035,35.58829133,울산광역시
KCC스위첸,11410,129.3401155,35.58111857,울산광역시
KCC스위첸,11411,129.3398892,35.58128142,울산광역시
중구청입구,11412,129.3310639,35.57049371,울산광역시
중구청입구,11413,129.3309298,35.57064471,울산광역시
안전보건공단 동서발전,11414,129.3205599,35.56580337,울산광역시
안전보건공단 동서발전,11415,129.3205525,35.56597471,울산광역시
근로복지공단 산업인력공단,11416,129.313709,35.5645911,울산광역시
근로복지공단 산업인력공단,11417,129.3137679,35.56477018,울산광역시
한국석유공사,11418,129.3088101,35.56372995,울산광역시
한국석유공사,11419,129.3090948,35.5639475,울산광역시
울산테크노파크,11420,129.2814288,35.56265478,울산광역시
울산테크노파크,11421,129.2802944,35.56266319,울산광역시
동원 로얄듀크2차,11422,129.2935621,35.56215121,울산광역시
동원 로얄듀크2차,11423,129.2936054,35.56231613,울산광역시
변전소,11424,129.2903679,35.56216452,울산광역시
중부소방서,11425,129.3004822,35.56327904,울산광역시
중부소방서,11426,129.3004528,35.56298364,울산광역시
약사고등학교,11427,129.3351234,35.57418357,울산광역시
약사고등학교,11428,129.3351559,35.57397344,울산광역시
변전소,11429,129.2900358,35.56247237,울산광역시
약사제방전시관,11430,129.339255,35.57730691,울산광역시
약사제방전시관,11431,129.3389227,35.57726042,울산광역시
한국전기안전공사,11432,129.3247103,35.56665214,울산광역시
한국전기안전공사,11433,129.3246236,35.56680248,울산광역시
도화골입구,11434,129.3287454,35.56881409,울산광역시
도화골입구,11435,129.3280584,35.56862614,울산광역시
"동원1차,에일린3차",11436,129.3040885,35.56346137,울산광역시
"동원1차,에일린3차",11437,129.3040394,35.5636245,울산광역시
약사골사거리,11438,129.3378051,35.57979251,울산광역시
약사골사거리,11439,129.3376228,35.58030284,울산광역시
외솔중학교,11450,129.3433737,35.58488984,울산광역시
외솔중학교,11451,129.3442777,35.58429328,울산광역시
복산성당앞,11501,129.3289798,35.55848198,울산광역시
복산성당앞,11502,129.3286216,35.55862253,울산광역시
남운학성타운앞,11503,129.3312257,35.55781913,울산광역시
남운학성타운앞,11504,129.3313538,35.55791047,울산광역시
MBC앞,11506,129.33224,35.56033316,울산광역시
성안청구,11701,129.3164098,35.57982546,울산광역시
성안청구아파트,11702,129.3164029,35.58025652,울산광역시
성안청구아파트입구,11704,129.318844,35.57852314,울산광역시
성안청구아파트입구,11705,129.3186893,35.57860834,울산광역시
성안파출소,11706,129.322982,35.58063584,울산광역시
성안파출소,11707,129.3228773,35.5807809,울산광역시
내약마을,11708,129.3248953,35.58519491,울산광역시
내약마을,11709,129.3236131,35.58486233,울산광역시
성안청구아파트,11711,129.3168369,35.58067759,울산광역시
KCC인테리어,11712,129.3232384,35.57946166,울산광역시
KCC인테리어,11713,129.3233746,35.57938178,울산광역시
성안금호아파트,11801,129.3059498,35.57615264,울산광역시
성안금호아파트,11802,129.3062288,35.57580894,울산광역시
국토정보공사,11803,129.3089015,35.57514547,울산광역시
국토정보공사,11804,129.3088403,35.57535673,울산광역시
백양사,11805,129.3122554,35.57412667,울산광역시
백양사,11806,129.3121451,35.5742986,울산광역시
함월구민운동장,11807,129.3065687,35.57823249,울산광역시
함월구민운동장,11808,129.3066149,35.57820908,울산광역시
돌담집,11809,129.3062212,35.58321309,울산광역시
돌담집,11810,129.3062082,35.58329865,울산광역시
달동주공아파트,12101,129.326211,35.53443844,울산광역시
달동주공아파트,12102,129.3268166,35.53439738,울산광역시
동평중학교,12103,129.3242696,35.53362255,울산광역시
동평중학교,12104,129.3243709,35.53368413,울산광역시
삼호,12201,129.2743811,35.551931,울산광역시
삼호,12202,129.2745077,35.55173038,울산광역시
삼호주공아파트앞,12203,129.2729883,35.5497402,울산광역시
삼호주공아파트앞,12204,129.2733616,35.54993676,울산광역시
테크노파크(종점),12301,129.2805754,35.56391081,울산광역시
태화강역(종점),12308,129.35327,35.54017305,울산광역시
태화강역,12309,129.3533469,35.53992879,울산광역시
태화강역,12310,129.3523643,35.53890689,울산광역시
태화강역,12312,129.3523561,35.5386578,울산광역시
우주그린아파트앞,12401,129.312573,35.51960927,울산광역시
우주그린아파트앞,12402,129.312424,35.51973647,울산광역시
한실청실맨션앞,12404,129.3142723,35.51901668,울산광역시
삼일여고앞,12405,129.3161054,35.51626164,울산광역시
삼일여고앞,12406,129.3164065,35.5163845,울산광역시
삼일여고앞,12407,129.3163301,35.51611988,울산광역시
카프로사택,12408,129.3157824,35.51756562,울산광역시
문수로2차아이파크,12411,129.3032963,35.53670843,울산광역시
문수로2차아이파크,12413,129.3032825,35.53781072,울산광역시
에쓰오일사택,12415,129.3010095,35.53784827,울산광역시
넝쿨아파트,12417,129.3011112,35.53660956,울산광역시
평화시장,12421,129.3027704,35.53883579,울산광역시
홈플러스,12501,129.32358,35.52642,울산광역시
동부3단지아파트,12503,129.3239504,35.52353049,울산광역시
동부3단지아파트,12504,129.3240698,35.52364198,울산광역시
신정현대홈타운단지내,12505,129.324776,35.52996342,울산광역시
울산세관입구,12507,129.3257486,35.52810337,울산광역시
천호탕앞,12605,129.2891755,35.53694278,울산광역시
천호탕앞,12606,129.2892725,35.53695356,울산광역시
서강파크앞,12607,129.2886704,35.53826702,울산광역시
서강파크앞,12608,129.2885825,35.53843088,울산광역시
청암현대아파트,12611,129.293236,35.54115736,울산광역시
청암현대아파트,12612,129.2933907,35.54127702,울산광역시
대륙2차현대아파트앞,12613,129.2947618,35.54095539,울산광역시
대륙2차현대아파트앞,12614,129.2944872,35.54128832,울산광역시
문수경기장,12701,129.2568754,35.53365837,울산광역시
문수경기장,12704,129.2572321,35.53425145,울산광역시
문수수영장,12710,129.260879,35.53211843,울산광역시
문수수영장,12711,129.2609464,35.53191781,울산광역시
울산야구장,12712,129.2637721,35.53252434,울산광역시
울산야구장,12713,129.2647766,35.53286365,울산광역시
울산과학대학앞,13201,129.4183381,35.4981401,울산광역시
울산과학대학앞,13202,129.4184328,35.49839633,울산광역시
화진중학교,13203,129.4227633,35.49837827,울산광역시
화진중학교,13204,129.4231362,35.49853032,울산광역시
일산해수욕장입구,13205,129.4253095,35.49757661,울산광역시
일산해수욕장입구,13206,129.4270572,35.4970895,울산광역시
화정엠코타운,13301,129.4223208,35.49320036,울산광역시
화정엠코타운,13302,129.4224075,35.49309726,울산광역시
신진파크,13303,129.4214934,35.48975824,울산광역시
신진파크,13304,129.4215507,35.4905669,울산광역시
한마음아파트,13401,129.4251799,35.51366126,울산광역시
한마음아파트,13402,129.42527,35.51364292,울산광역시
생활과학고등학교,13409,129.4221603,35.50346559,울산광역시
생활과학고등학교,13410,129.4216844,35.50375666,울산광역시
대안,14001,129.4224348,35.64801314,울산광역시
대안,14002,129.4225048,35.64805565,울산광역시
효원산업,14005,129.4279768,35.64674297,울산광역시
효원산업,14006,129.4278971,35.64695173,울산광역시
신명동,14007,129.4346598,35.64014746,울산광역시
신명동,14008,129.4346444,35.64023292,울산광역시
구남군부대앞,14009,129.4298556,35.58883091,울산광역시
구남군부대앞,14010,129.4297737,35.58881341,울산광역시
대안입구,14011,129.4397092,35.63971794,울산광역시
대안입구,14012,129.4396664,35.63979402,울산광역시
신명천,14013,129.4323398,35.64105237,울산광역시
신명천,14014,129.4325342,35.64104423,울산광역시
월드메르디앙2단지,14101,129.3575573,35.64107562,울산광역시
월드메르디앙2단지,14102,129.3576381,35.64129028,울산광역시
월드메르디앙1단지,14103,129.3586709,35.64050558,울산광역시
월드메르디앙1단지,14104,129.359927,35.64011874,울산광역시
매곡,14105,129.360227,35.63970552,울산광역시
매곡종점,14106,129.3602909,35.63990467,울산광역시
매곡,14107,129.3636419,35.63936285,울산광역시
매곡,14108,129.3635631,35.63935853,울산광역시
매곡,14110,129.3618899,35.63985536,울산광역시
"매곡에일린의뜰1,2차",14111,129.3633057,35.6363013,울산광역시
"매곡에일린의뜰1,2차",14112,129.3635909,35.63703568,울산광역시
마동,14114,129.3622882,35.63886107,울산광역시
마동,14115,129.3621276,35.63870316,울산광역시
천곡,14201,129.3257246,35.64575989,울산광역시
천곡,14202,129.3257923,35.64578246,울산광역시
천곡회관앞,14203,129.3293635,35.64273777,울산광역시
천곡회관앞,14204,129.3294223,35.64277529,울산광역시
선창골못,14205,129.3191031,35.65073104,울산광역시
선창골못,14206,129.3186661,35.65099956,울산광역시
관문성입구,14207,129.3142379,35.65300851,울산광역시
관문성입구,14208,129.3142873,35.65304698,울산광역시
달천 아이파크1차,14209,129.3297663,35.63425081,울산광역시
달천아이파크2차,14210,129.3280194,35.63292655,울산광역시
달천 아이파크1차,14211,129.3299395,35.63444417,울산광역시
달천아이파크2차,14212,129.3282561,35.63295463,울산광역시
벽산블루밍,14213,129.3289389,35.63729572,울산광역시
벽산블루밍,14214,129.3286645,35.63701381,울산광역시
달천아이파크1차,14215,129.3283678,35.63520394,울산광역시
대동아파트입구,14216,129.3288823,35.63843438,울산광역시
대동아파트입구,14217,129.3295198,35.63886356,울산광역시
우방아파트,14301,129.3241137,35.63832314,울산광역시
우방아파트,14302,129.3240911,35.63873787,울산광역시
대동아파트앞,14303,129.3272743,35.6387595,울산광역시
대동아파트앞,14304,129.3269366,35.63888451,울산광역시
천곡마을입구,14306,129.3303868,35.6391097,울산광역시
천곡마을입구,14307,129.3315126,35.63913474,울산광역시
천곡마을입구,14308,129.3312099,35.63942339,울산광역시
일지리버아파트,14309,129.3386624,35.63873914,울산광역시
일지리버아파트,14310,129.3386946,35.63889732,울산광역시
황토방아파트,14311,129.3253395,35.63872296,울산광역시
황토방아파트,14312,129.3254064,35.63884331,울산광역시
상안중학교,14401,129.3298082,35.62740181,울산광역시
상안중학교,14402,129.3297862,35.62769652,울산광역시
양지마을,14403,129.3319852,35.62464598,울산광역시
양지마을,14404,129.3319196,35.62514283,울산광역시
동산,14405,129.3298929,35.61617857,울산광역시
동산,14406,129.3299601,35.61630026,울산광역시
샛터,14407,129.3381702,35.61539509,울산광역시
샛터,14408,129.3382152,35.61557803,울산광역시
그린카운티입구,14501,129.3252752,35.63070574,울산광역시
달천농공단지내,14503,129.3157944,35.6386699,울산광역시
달천농공단지내,14504,129.3160435,35.63884306,울산광역시
대방마을입구,14505,129.3113632,35.61586757,울산광역시
대방마을입구,14506,129.3114538,35.61585457,울산광역시
달천농공단지입구,14507,129.3168647,35.63144213,울산광역시
달천농공단지입구,14508,129.3167378,35.63126052,울산광역시
달천회관앞,14509,129.315003,35.63063455,울산광역시
달천회관앞,14510,129.3147685,35.63033868,울산광역시
진덕골,14511,129.312481,35.62659627,울산광역시
진덕골,14512,129.3123674,35.62645361,울산광역시
대방마을,14513,129.3119697,35.61905881,울산광역시
대방마을,14514,129.3121963,35.61957536,울산광역시
숯고개,14515,129.3112756,35.61445347,울산광역시
숯고개,14516,129.3113516,35.61445539,울산광역시
가대입구,14517,129.3115872,35.61109453,울산광역시
가대입구,14518,129.3116909,35.61100919,울산광역시
가대구회관앞,14519,129.3115528,35.6091044,울산광역시
가대구회관앞,14520,129.3116648,35.60911576,울산광역시
가대회관앞,14521,129.3139837,35.60463582,울산광역시
가대회관앞,14522,129.3139434,35.60478887,울산광역시
시례동,14523,129.3240334,35.5966271,울산광역시
시례동,14524,129.324171,35.59661058,울산광역시
달천,14525,129.3280132,35.63129153,울산광역시
달천,14526,129.3277826,35.63137568,울산광역시
버덩길,14529,129.3122457,35.60619984,울산광역시
버덩길,14530,129.3123199,35.60628739,울산광역시
주연동,14531,129.320662,35.59756752,울산광역시
주연동,14532,129.3206403,35.5976253,울산광역시
황방산생태야영장,14533,129.3272592,35.58759622,울산광역시
황방산생태야영장,14534,129.3275219,35.58767083,울산광역시
상안마을,14602,129.3376247,35.62160774,울산광역시
상방마을,14701,129.3655059,35.58089253,울산광역시
상방마을,14702,129.3658904,35.58111242,울산광역시
연암,14703,129.3691482,35.58024981,울산광역시
연암,14704,129.3682912,35.5808479,울산광역시
명촌동,14805,129.3567733,35.55744816,울산광역시
명촌동,14806,129.3570042,35.55775563,울산광역시
평창리비에르3차,14807,129.3545087,35.55348101,울산광역시
평창리비에르3차,14808,129.3546716,35.55325482,울산광역시
우정교회,14809,129.3571846,35.55970223,울산광역시
롯데마트진장점,14816,129.3562639,35.57571761,울산광역시
롯데마트진장점,14817,129.3565834,35.57581516,울산광역시
농수산물유통센터정문,14818,129.3563955,35.57824319,울산광역시
울산우편집중국앞,14819,129.356652,35.57365978,울산광역시
울산우편집중국앞,14820,129.3563813,35.57338828,울산광역시
차량등록사업소입구,14821,129.3568318,35.57101162,울산광역시
차량등록사업소입구,14822,129.3558079,35.57037734,울산광역시
농수산물유통센터정문,14824,129.3561134,35.57859742,울산광역시
차량등록사업소입구,14826,129.3576226,35.57023876,울산광역시
상차리,15101,129.1175696,35.63967344,울산광역시
상차리,15102,129.1178536,35.63976587,울산광역시
중차리,15103,129.1223783,35.6364956,울산광역시
중차리,15104,129.1223923,35.6365741,울산광역시
하차리,15105,129.1269465,35.63228295,울산광역시
하차리,15106,129.1270095,35.63234685,울산광역시
중리,15108,129.1367109,35.62393492,울산광역시
중리마을,15109,129.1382449,35.6219681,울산광역시
중하차리,15110,129.124461,35.63557191,울산광역시
중하차리,15111,129.1243486,35.63555941,울산광역시
송정,15113,129.1485111,35.61636069,울산광역시
송정,15114,129.1486576,35.61640643,울산광역시
갈전,15115,129.1246514,35.61751223,울산광역시
갈전,15116,129.1247786,35.61743272,울산광역시
다개,15117,129.1229273,35.61285562,울산광역시
다개,15118,129.1229158,35.61341066,울산광역시
평리,15119,129.1275173,35.6090689,울산광역시
평리,15120,129.1276651,35.60907981,울산광역시
개말,15121,129.1354473,35.60293181,울산광역시
개말,15122,129.135557,35.60300538,울산광역시
새말,15123,129.1239493,35.61105029,울산광역시
새말,15124,129.1241203,35.61116549,울산광역시
보림마을,15126,129.1243141,35.62112177,울산광역시
보림마을,15127,129.1242288,35.62111862,울산광역시
봉계시장,15200,129.197825,35.7138569,울산광역시
봉계시장,15201,129.1977218,35.71368677,울산광역시
봉계시장,15202,129.1974782,35.71379903,울산광역시
계당,15203,129.2043749,35.70728651,울산광역시
계당,15204,129.2044431,35.70756739,울산광역시
두동농공단지,15205,129.2065097,35.70439859,울산광역시
두동농공단지,15206,129.206599,35.70443199,울산광역시
봉월초등학교,15207,129.2076583,35.70135068,울산광역시
봉월초등학교,15208,129.2077503,35.70136291,울산광역시
하월평,15209,129.2089769,35.69862706,울산광역시
하월평,15210,129.2091136,35.69855562,울산광역시
월평회관,15211,129.2121417,35.69531929,울산광역시
월평회관,15212,129.2121407,35.69547384,울산광역시
하월평입구,15213,129.2140676,35.69363203,울산광역시
하월평입구,15214,129.2143846,35.69351244,울산광역시
상월평입구,15215,129.2218406,35.6887815,울산광역시
상월평입구,15216,129.2216275,35.68893952,울산광역시
상월평,15217,129.2246861,35.68846261,울산광역시
상월평,15218,129.2246813,35.68853929,울산광역시
유지터,15219,129.2273038,35.68700771,울산광역시
유지터,15220,129.2274118,35.68706654,울산광역시
못안,15221,129.2260616,35.68351163,울산광역시
못안,15222,129.226159,35.6834866,울산광역시
당산,15223,129.2227968,35.66732424,울산광역시
당산,15224,129.2229091,35.66731289,울산광역시
당산중리,15225,129.2057839,35.66876848,울산광역시
당산중리,15226,129.2056552,35.66868394,울산광역시
주원마을,15227,129.1997844,35.66400015,울산광역시
주원마을,15228,129.1998758,35.66406156,울산광역시
두동대밀,15229,129.2013376,35.66017769,울산광역시
두동대밀,15230,129.2015632,35.66015856,울산광역시
두동양지,15231,129.2203198,35.65139078,울산광역시
두동양지,15232,129.2202155,35.65142525,울산광역시
당지,15233,129.2227857,35.6515549,울산광역시
당지,15234,129.2230857,35.65164919,울산광역시
화전교회,15235,129.2263288,35.65360687,울산광역시
화전교회,15236,129.2267896,35.65366345,울산광역시
박제상유적지,15237,129.2300257,35.65386016,울산광역시
박제상유적지,15238,129.2302215,35.6539314,울산광역시
옷밭,15239,129.23408,35.65482297,울산광역시
옷밭,15240,129.2340948,35.65488847,울산광역시
비조,15241,129.2329467,35.64692199,울산광역시
비조,15242,129.2322103,35.64675665,울산광역시
중비조,15243,129.2282924,35.6449662,울산광역시
중비조,15244,129.2288244,35.64514765,울산광역시
칠조회관,15245,129.235478,35.64813157,울산광역시
칠조회관,15246,129.2358074,35.64821331,울산광역시
옥천당,15248,129.0726808,35.6586107,울산광역시
옥천당,15249,129.0724614,35.65859252,울산광역시
반용회관,15251,129.2685401,35.62113844,울산광역시
반용회관,15252,129.2686948,35.62106227,울산광역시
홍상골,15253,129.2706273,35.61835947,울산광역시
홍상골,15254,129.2708808,35.61820389,울산광역시
척과초등학교,15255,129.2746509,35.61469594,울산광역시
척과초등학교,15256,129.2746765,35.61477362,울산광역시
농협척과지점,15257,129.2762326,35.61314856,울산광역시
농협척과지점,15258,129.2763809,35.61313742,울산광역시
반용종점,15260,129.2575082,35.63310063,울산광역시
반용종점,15262,129.2575895,35.63299661,울산광역시
붉은밭골,15264,129.2674098,35.62264595,울산광역시
상동,15266,129.2659232,35.62398272,울산광역시
대곡입구,15267,129.0889745,35.66659938,울산광역시
대곡입구,15268,129.0890571,35.66663936,울산광역시
뒷농골,15271,129.2638097,35.62659621,울산광역시
뒷농골,15272,129.2638172,35.62672519,울산광역시
상동,15273,129.2657609,35.62409841,울산광역시
붉은밭골,15275,129.2673966,35.62256848,울산광역시
약불암,15277,129.2582367,35.63062088,울산광역시
약불암,15278,129.2582896,35.63063903,울산광역시
태종,15281,129.0805263,35.69540318,울산광역시
태종,15282,129.0805215,35.69551539,울산광역시
태종교,15283,129.0853209,35.677143,울산광역시
태종교,15284,129.0854214,35.67718631,울산광역시
소호,15285,129.0858319,35.66991565,울산광역시
소호,15286,129.0860992,35.66981258,울산광역시
대곡,15288,129.0903901,35.66408762,울산광역시
와리,15289,129.0789345,35.6690992,울산광역시
와리,15290,129.079002,35.66910734,울산광역시
이전마을,15292,129.2281087,35.64351513,울산광역시
두동입구,15293,129.1652979,35.65169703,울산광역시
두동입구,15294,129.1657594,35.65197132,울산광역시
외양,15295,129.0650595,35.65348349,울산광역시
외양,15296,129.0651617,35.65347197,울산광역시
박제상유적지입구,15297,129.2092602,35.64749405,울산광역시
박제상유적지입구,15298,129.2093712,35.64758815,울산광역시
당지마을,15299,129.2248299,35.65287994,울산광역시
당지마을,15300,129.224863,35.65301909,울산광역시
청석들,15301,129.0845716,35.69045993,울산광역시
청석들,15302,129.0846106,35.6904739,울산광역시
큰못골,15303,129.0859394,35.6863707,울산광역시
큰못골,15304,129.0860389,35.68637348,울산광역시
거리동회관,15305,129.0763573,35.59002839,울산광역시
거리동회관,15306,129.0764502,35.59001719,울산광역시
오산회관,15307,129.0834113,35.58537368,울산광역시
오산회관,15308,129.0833898,35.58544839,울산광역시
꿈자람놀이터,15309,129.0848141,35.5843855,울산광역시
꿈자람놀이터,15310,129.084649,35.58446589,울산광역시
후리,15311,129.0850452,35.57969046,울산광역시
후리,15312,129.0853508,35.5798119,울산광역시
사광,15313,129.0842428,35.57382409,울산광역시
사광,15314,129.0843684,35.57376763,울산광역시
이전마을,15315,129.2280554,35.6433084,울산광역시
명촌마을,15316,129.0843578,35.57116587,울산광역시
모래골,15317,129.0846603,35.56379197,울산광역시
모래골,15318,129.0852582,35.56516639,울산광역시
등억삼거리,15319,129.0837871,35.55642479,울산광역시
등억삼거리,15320,129.0837852,35.55634936,울산광역시
간월입구,15321,129.0725844,35.55716742,울산광역시
간월입구,15322,129.0728269,35.55715192,울산광역시
광대고개,15323,129.0835912,35.56147463,울산광역시
언양온천,15324,129.0747782,35.55485151,울산광역시
광대고개,15325,129.0835011,35.56101209,울산광역시
신불산온천,15326,129.0766128,35.5548089,울산광역시
자수정동굴입구,15327,129.0940378,35.5524808,울산광역시
자수정동굴입구,15328,129.0939643,35.55245144,울산광역시
등억,15329,129.0866726,35.55604983,울산광역시
등억,15330,129.0870004,35.5558406,울산광역시
작천정,15331,129.1024954,35.55073865,울산광역시
작천정,15332,129.1023035,35.55084322,울산광역시
작천교,15333,129.1155708,35.54887434,울산광역시
작천교,15334,129.1146099,35.54902073,울산광역시
오리밭들길,15335,129.0782135,35.55701607,울산광역시
오리밭들길,15336,129.0778457,35.55699285,울산광역시
밤골마을,15337,129.2279301,35.64058499,울산광역시
밤골마을,15338,129.2280398,35.64059338,울산광역시
율림,15339,129.2243894,35.63825699,울산광역시
지화,15341,129.0919937,35.57960076,울산광역시
지화,15342,129.0917825,35.57988648,울산광역시
용전사,15343,129.0976616,35.57535627,울산광역시
용전사,15344,129.0979282,35.57520835,울산광역시
천전회관,15345,129.1007524,35.57021793,울산광역시
천전회관,15346,129.1006128,35.57039653,울산광역시
천전,15347,129.1028109,35.56915183,울산광역시
천전,15348,129.1029473,35.56925195,울산광역시
꿈자람놀이터,15349,129.0854628,35.58500522,울산광역시
꿈자람놀이터,15350,129.0853146,35.58507627,울산광역시
향산초등학교,15351,129.0992127,35.58250288,울산광역시
