정류소명,정류소코드,경도,위도,권역
만남의광장,21222,129.2981006,35.55047678,울산광역시
전원타운,21223,129.2927734,35.54957433,울산광역시
전원타운,21224,129.2928377,35.5497248,울산광역시
둔치임시주차장,21225,129.2888438,35.55096257,울산광역시
둔치임시주차장,21226,129.2889506,35.55108977,울산광역시
먹거리단지,21227,129.2827972,35.55316092,울산광역시
먹거리단지,21228,129.2828686,35.5532998,울산광역시
중구둔치주차장,21229,129.2773436,35.55469715,울산광역시
중구둔치주차장,21230,129.2774293,35.55488235,울산광역시
"대신,녹동",21301,129.2872529,35.64904879,울산광역시
"대신,녹동",21302,129.2872801,35.6490732,울산광역시
천룡사,21303,129.2867626,35.6464775,울산광역시
천룡사,21304,129.2867955,35.64650785,울산광역시
대신회관,21305,129.2872234,35.64308871,울산광역시
대신회관,21306,129.287986,35.64241928,울산광역시
큰마을,21307,129.2878165,35.63722704,울산광역시
큰마을,21308,129.2878613,35.63743388,울산광역시
성산주유소,21309,129.2875023,35.63443118,울산광역시
성산주유소,21310,129.2875824,35.63459456,울산광역시
왕걸,21311,129.2881688,35.63014867,울산광역시
왕걸,21312,129.2882605,35.63004646,울산광역시
먹골,21313,129.2863012,35.62539837,울산광역시
먹골,21314,129.2864447,35.62562645,울산광역시
방아다리마을,21315,129.2858097,35.62054969,울산광역시
방아다리마을,21316,129.286193,35.62059514,울산광역시
구룡회관,21317,129.2797328,35.61136956,울산광역시
구룡회관,21318,129.2798349,35.61216883,울산광역시
구룡삼거리,21319,129.2794763,35.60897744,울산광역시
구룡삼거리,21320,129.2798082,35.60855955,울산광역시
새각단,21321,129.2798022,35.60680414,울산광역시
새각단,21322,129.280121,35.60667016,울산광역시
연동,21323,129.2801912,35.60439895,울산광역시
연동,21324,129.2804309,35.60397547,울산광역시
신척과,21325,129.275121,35.59869813,울산광역시
신척과,21326,129.2754043,35.59857583,울산광역시
범동골,21327,129.27326,35.59585771,울산광역시
범동골,21328,129.2747239,35.59663654,울산광역시
들꽃학습원,21329,129.2708034,35.59110503,울산광역시
들꽃학습원,21330,129.2708954,35.59110749,울산광역시
개안사입구,21331,129.270144,35.58746996,울산광역시
내사,21333,129.2668378,35.58693848,울산광역시
내사,21334,129.2669239,35.5868953,울산광역시
들꽃학습원,21337,129.2703227,35.58874769,울산광역시
내사회관,21339,129.2654414,35.58704279,울산광역시
내사회관,21340,129.2654043,35.58697091,울산광역시
옥교동,21403,129.323634,35.55562965,울산광역시
구역전시장앞,21406,129.3278355,35.55641723,울산광역시
"학성새벽시장, 세민병원",21407,129.3316537,35.55682544,울산광역시
성남프라자,21409,129.3177796,35.55417521,울산광역시
태화루사거리,21601,129.3097969,35.5530315,울산광역시
태화루사거리,21602,129.3104246,35.55306557,울산광역시
태화루사거리,21603,129.310314,35.5529201,울산광역시
태화루사거리,21604,129.3103981,35.55299612,울산광역시
성남동,21605,129.3182264,35.55283827,울산광역시
성남동,21606,129.3190518,35.55302175,울산광역시
강변공영주차장,21609,129.3207467,35.552359,울산광역시
풍적맨션,21611,129.3276672,35.55202006,울산광역시
풍적맨션,21612,129.3281411,35.5521621,울산광역시
학성배수장앞,21613,129.333128,35.55154857,울산광역시
학성배수장,21614,129.3324074,35.55179813,울산광역시
남산초등학교,21705,129.295941,35.5359811,울산광역시
군청,21901,129.294004,35.53338667,울산광역시
울산대공원 정문 로터리,21902,129.2931887,35.53204786,울산광역시
대공원,21903,129.2937314,35.53187417,울산광역시
올림푸스아파트4동,21907,129.2994519,35.52940214,울산광역시
올림푸스아파트1동,21909,129.303495,35.53037969,울산광역시
중앙병원,21911,129.3056977,35.53200629,울산광역시
무거복개천,22003,129.2766546,35.55136639,울산광역시
무거복개천,22006,129.2779282,35.55102444,울산광역시
정광사입구,22007,129.2822044,35.5489616,울산광역시
정광사입구,22008,129.2837508,35.54850235,울산광역시
태화강전망대,22009,129.2953754,35.54398802,울산광역시
태화강전망대,22010,129.295363,35.54414856,울산광역시
크로바아파트앞,22011,129.3035797,35.54634853,울산광역시
크로바아파트앞,22012,129.3018532,35.54538746,울산광역시
십리대밭교,22013,129.3061922,35.54908429,울산광역시
십리대밭교,22014,129.3062409,35.54924984,울산광역시
덕하역앞,22101,129.3057567,35.49458474,울산광역시
덕하역앞,22102,129.3058788,35.49469111,울산광역시
덕하시장앞,22103,129.3050791,35.49210568,울산광역시
덕하시장앞,22104,129.3050191,35.49164503,울산광역시
덕정마을,22105,129.298396,35.48497321,울산광역시
덕정마을,22106,129.2986164,35.48560223,울산광역시
"남구예비군훈련장,청량농협",22107,129.2949463,35.47524915,울산광역시
"남구예비군훈련장,청량농협",22108,129.2952571,35.47544979,울산광역시
동원아파트앞,22301,129.30767,35.44033,울산광역시
동백아파트앞,22302,129.3077682,35.44042876,울산광역시
울산기술공업고등학교앞,22303,129.3066327,35.43767876,울산광역시
울산기술공업고등학교앞,22304,129.3068482,35.43778255,울산광역시
덕신초등학교앞,22305,129.3059132,35.4347568,울산광역시
덕신초등학교앞,22306,129.3060657,35.43510442,울산광역시
장수나무,22307,129.3064681,35.43052009,울산광역시
장수나무,22308,129.3066033,35.43060084,울산광역시
무궁화아파트,22311,129.3119323,35.42759138,울산광역시
무궁화아파트,22312,129.311803,35.42740555,울산광역시
LG하우시스,22318,129.2913788,35.45402275,울산광역시
LG하우시스,22319,129.2914899,35.45413033,울산광역시
오산마을입구,22320,129.300966,35.44345952,울산광역시
오산마을입구,22321,129.3003555,35.44387545,울산광역시
망양마을,22322,129.29523,35.44990717,울산광역시
망양마을,22323,129.2953089,35.45018507,울산광역시
옥현주공아파트앞,22401,129.2639122,35.54587096,울산광역시
옥현주공아파트앞,22402,129.2644145,35.54509843,울산광역시
성광여고앞,22403,129.2643855,35.54168482,울산광역시
성광여고앞,22404,129.2652976,35.54147023,울산광역시
문수국제양궁장,22406,129.2686977,35.53043069,울산광역시
갈티마을입구,22407,129.2745088,35.52674316,울산광역시
갈티마을입구,22408,129.2734349,35.52721395,울산광역시
울산대공원남문,22409,129.2857897,35.52610387,울산광역시
울산대공원남문,22410,129.2839984,35.52673188,울산광역시
갈현마을회관,22411,129.2890292,35.52352858,울산광역시
갈현마을회관,22412,129.288066,35.52462487,울산광역시
중간갈티마을입구,22413,129.2953566,35.52032795,울산광역시
중간갈티마을입구,22414,129.2956341,35.52044431,울산광역시
시립문수궁도장입구,22415,129.3011249,35.51811816,울산광역시
시립문수궁도장입구,22416,129.3001746,35.51874678,울산광역시
산학융합지구캠퍼스,22417,129.297415,35.51348369,울산광역시
산학융합지구캠퍼스,22418,129.2958818,35.51300041,울산광역시
대공원호반베르디움,22419,129.2938637,35.51495243,울산광역시
대공원호반베르디움,22420,129.2940681,35.51507377,울산광역시
시립문수궁도장입구,22421,129.3004848,35.5182004,울산광역시
태화로터리,22501,129.3072783,35.54653637,울산광역시
태화로터리,22502,129.3074784,35.54626786,울산광역시
신정1동행정복지센터,22503,129.3059693,35.54176146,울산광역시
신정1동행정복지센터,22504,129.3062712,35.54186292,울산광역시
산업은행앞,22505,129.3055491,35.53742382,울산광역시
산업은행앞,22506,129.3058205,35.53745386,울산광역시
신정2동주민센터입구,22507,129.3067875,35.53388128,울산광역시
신정2동주민센터입구,22508,129.3071968,35.53350664,울산광역시
삼호중학교앞,22601,129.2674491,35.5496373,울산광역시
삼호중학교앞,22602,129.266066,35.54984576,울산광역시
삼호시영아파트,22603,129.2718357,35.54947942,울산광역시
삼호시영아파트,22604,129.2698993,35.54977364,울산광역시
삼호주공아파트후문,22605,129.2745897,35.54892,울산광역시
삼호주공아파트후문,22606,129.2737355,35.54926616,울산광역시
정광사약수터앞,22607,129.2788762,35.54738939,울산광역시
정광사약수터앞,22608,129.2783815,35.54776982,울산광역시
정광사,22609,129.282855,35.54621743,울산광역시
정광사,22610,129.2831604,35.54634455,울산광역시
정광사입구,22611,129.2824426,35.54736634,울산광역시
정광사입구,22612,129.2826871,35.5474633,울산광역시
향교앞,22701,129.315795,35.56006288,울산광역시
향교앞,22702,129.3158251,35.55988435,울산광역시
우정선경아파트앞,22703,129.3103131,35.55741959,울산광역시
우정선경아파트,22704,129.3123538,35.55817021,울산광역시
"태화시장,우정시장",22705,129.3089158,35.55437783,울산광역시
"태화시장,우정시장",22706,129.3094828,35.55540387,울산광역시
우정시장,22707,129.3092783,35.55571989,울산광역시
울산공고,22801,129.3150271,35.54272899,울산광역시
울산공고,22802,129.314945,35.54289767,울산광역시
신정5동주민센터앞,22805,129.319752,35.54397377,울산광역시
극동스타클래스,22807,129.3233035,35.5448986,울산광역시
남구문화원앞,22809,129.326888,35.54590931,울산광역시
삼산현대아파트앞,22811,129.3314586,35.5470559,울산광역시
삼산현대아파트앞,22812,129.3318139,35.54720742,울산광역시
남부소방서앞,22813,129.3350642,35.54668877,울산광역시
남부소방서앞,22814,129.3342234,35.54699536,울산광역시
남울산우체국,22815,129.3288091,35.54643782,울산광역시
중앙중학교앞,22901,129.317224,35.52670355,울산광역시
중앙중학교앞,22902,129.3174498,35.52654035,울산광역시
롯데캐슬 삼거리,22903,129.3189483,35.52233555,울산광역시
롯데캐슬 삼거리,22904,129.3191547,35.52222981,울산광역시
수암동주민센터,22905,129.3182439,35.52413373,울산광역시
수암동주민센터,22906,129.3183973,35.52417714,울산광역시
달동사거리,23002,129.3312661,35.53563352,울산광역시
숭의빌딩,23003,129.3353795,35.53621412,울산광역시
숭의빌딩,23004,129.3350577,35.53634222,울산광역시
센트럴하이츠,23102,129.3149065,35.54803814,울산광역시
센트럴하이츠,23104,129.3149671,35.54789168,울산광역시
중앙공원,23107,129.313046,35.54725725,울산광역시
중앙공원,23108,129.3131503,35.54728904,울산광역시
공구월드앞,23201,129.3421599,35.53601769,울산광역시
공구월드앞,23202,129.3423681,35.53627558,울산광역시
울산세무서,23203,129.3463707,35.53603451,울산광역시
울산세무서,23204,129.3463422,35.53628736,울산광역시
서생교,23301,129.3322315,35.39245805,울산광역시
서생교,23302,129.3330607,35.39208036,울산광역시
화정마을,23303,129.3342999,35.38953017,울산광역시
화정마을,23304,129.3345112,35.38911136,울산광역시
서생포왜성앞,23305,129.3380565,35.38661902,울산광역시
서생포왜성앞,23306,129.3380604,35.38670788,울산광역시
진하,23307,129.3411802,35.38391206,울산광역시
진하,23308,129.3414492,35.38389175,울산광역시
솔개마을,23309,129.3464459,35.37319931,울산광역시
솔개마을,23310,129.3465066,35.37326521,울산광역시
송정마을,23311,129.3529089,35.36572817,울산광역시
송정마을,23312,129.3532385,35.3662719,울산광역시
간절곶,23313,129.3552934,35.35942982,울산광역시
간절곶,23314,129.3552696,35.35978238,울산광역시
평동,23315,129.3531818,35.35792031,울산광역시
평동,23316,129.3526378,35.35774135,울산광역시
산자골,23317,129.3471035,35.3562291,울산광역시
산자골,23318,129.3462989,35.35603789,울산광역시
나사리,23319,129.3411634,35.35764073,울산광역시
나사마을,23320,129.33968,35.35728815,울산광역시
나사리입구,23321,129.3347281,35.35697631,울산광역시
나사리입구,23322,129.3355635,35.35705252,울산광역시
서생중학교,23323,129.3294578,35.35073682,울산광역시
서생중학교,23324,129.3304156,35.35129617,울산광역시
서생면주민센터입구,23325,129.3250381,35.34957828,울산광역시
서생면주민센터입구,23326,129.3251978,35.34964964,울산광역시
대성농수산,23327,129.3529604,35.370464,울산광역시
대성농수산,23328,129.3530332,35.37050877,울산광역시
해연사,23329,129.3445097,35.35653918,울산광역시
간절곶공영주차장,23331,129.3565165,35.3637595,울산광역시
간절곶공영주차장,23332,129.3565595,35.36390421,울산광역시
나사리,23334,129.343207,35.35677422,울산광역시
망양이편한세상,23335,129.2971109,35.45311227,울산광역시
망양이편한세상,23336,129.2970337,35.45330365,울산광역시
이진빌라,23401,129.3178298,35.53238641,울산광역시
이진빌라,23402,129.3167149,35.53246924,울산광역시
신정현대홈타운앞,23405,129.3231276,35.53204653,울산광역시
신정현대홈타운앞,23406,129.323721,35.53179001,울산광역시
동평교회,23407,129.3274478,35.53049428,울산광역시
변전소,23501,129.3407513,35.51789051,울산광역시
변전소,23502,129.3410298,35.51790484,울산광역시
SK정문앞,23503,129.344225,35.51004845,울산광역시
SK정문앞,23504,129.344484,35.50995668,울산광역시
SK후문앞,23505,129.3410071,35.50258697,울산광역시
SK후문앞,23506,129.3422837,35.50501005,울산광역시
부곡동,23508,129.3406399,35.50055151,울산광역시
석유화학단지입구,23509,129.340019,35.49981159,울산광역시
석유화학단지입구,23510,129.3395036,35.4984662,울산광역시
포스코플랜텍앞,23511,129.3504928,35.4860675,울산광역시
포스코플랜텍앞,23512,129.3507867,35.4860415,울산광역시
신한비료앞,23513,129.3472848,35.4814809,울산광역시
신한비료앞,23514,129.3479616,35.4821165,울산광역시
개운포성지입구,23515,129.346362,35.47673561,울산광역시
개운포성지입구,23516,129.3464653,35.4772596,울산광역시
처용암입구,23517,129.3520095,35.46841177,울산광역시
처용암입구,23518,129.350236,35.46935545,울산광역시
SK케미칼앞,23519,129.3595761,35.46909067,울산광역시
SK케미칼앞,23520,129.3582879,35.4692567,울산광역시
황암마을,23521,129.3634585,35.46941517,울산광역시
용연,23523,129.3723766,35.46982272,울산광역시
이지정문,23525,129.3555249,35.46869188,울산광역시
이지정문,23526,129.3559567,35.46898544,울산광역시
용연한국가스공사,23527,129.3776,35.47328088,울산광역시
용연한국가스공사,23528,129.3775428,35.47313423,울산광역시
울산화력본부앞,23529,129.379296,35.48014592,울산광역시
울산화력본부앞,23530,129.3792152,35.48018896,울산광역시
SK에너지앞,23531,129.381035,35.49368153,울산광역시
SK에너지앞,23532,129.3809632,35.49363609,울산광역시
듀퐁앞,23533,129.376111,35.495433,울산광역시
듀퐁앞,23534,129.376196,35.49533109,울산광역시
한진중공업앞,23535,129.3712549,35.49247846,울산광역시
한진중공업앞,23536,129.371321,35.49230101,울산광역시
SKC앞,23537,129.36184,35.4922641,울산광역시
SKC앞,23538,129.3618025,35.49218554,울산광역시
외국인투자기업단지입구,23539,129.3446609,35.50061805,울산광역시
외국인투자기업단지입구,23540,129.3444561,35.50058373,울산광역시
울산국제물류센터,23542,129.3693479,35.46411367,울산광역시
FCC삼거리,23543,129.3576849,35.49047836,울산광역시
FCC삼거리,23544,129.3575354,35.49048849,울산광역시
SK후문앞,23546,129.3423344,35.50260505,울산광역시
현대중공업용연공장,23547,129.3667246,35.46970664,울산광역시
우방아파트앞,23601,129.3345506,35.53347655,울산광역시
우방아파트앞,23602,129.3346132,35.53375335,울산광역시
태화중학교,23603,129.339971,35.53323204,울산광역시
태화중학교,23604,129.3400164,35.53350384,울산광역시
현대문화아파트1차,23605,129.3440488,35.53363541,울산광역시
광로교,23607,129.3311786,35.53245338,울산광역시
광로교,23608,129.3310151,35.53270982,울산광역시
세광병원,23609,129.0887876,35.49957683,울산광역시
신흥마을입구,23610,129.0886875,35.50064907,울산광역시
남구보건소앞,23701,129.3356015,35.54554122,울산광역시
남구보건소앞,23702,129.3358404,35.54569243,울산광역시
현대백화점정문,23704,129.3355676,35.54049386,울산광역시
현대백화점,23705,129.3353271,35.54058394,울산광역시
해양경비안전서,23805,129.3151065,35.52092163,울산광역시
울산해양경찰서,23806,129.3147158,35.52109549,울산광역시
롯데캐슬,23807,129.3171733,35.52126434,울산광역시
롯데캐슬,23808,129.3170651,35.52145585,울산광역시
울산해양경찰서,23809,129.3153019,35.52099142,울산광역시
백양초등학교,23901,129.3173095,35.57674,울산광역시
백양초등학교,23902,129.3173436,35.5764893,울산광역시
경찰청,23903,129.314893,35.57322206,울산광역시
경찰청,23904,129.3150986,35.57322712,울산광역시
궁도장,23905,129.3153019,35.56817504,울산광역시
궁도장,23906,129.3154964,35.56832223,울산광역시
성안입구,23907,129.3187052,35.56266495,울산광역시
성안입구,23908,129.3191372,35.56235027,울산광역시
경찰청,23909,129.3154642,35.57410088,울산광역시
경찰청,23910,129.3159583,35.57450362,울산광역시
성안고가하부도로,23911,129.3177934,35.56498695,울산광역시
성안고가하부도로,23912,129.3177652,35.56573086,울산광역시
남구국민체육센터,24001,129.3376949,35.52339446,울산광역시
남구국민체육센터,24002,129.3372338,35.52351381,울산광역시
신화마을,24003,129.3412858,35.52405313,울산광역시
신화마을,24004,129.3409394,35.52419497,울산광역시
주식회사조비앞,24005,129.3507824,35.52544795,울산광역시
주식회사조비앞,24006,129.3508663,35.52560252,울산광역시
롯데정밀화학,24007,129.3557549,35.52847813,울산광역시
롯데정밀화학,24008,129.3556798,35.52864404,울산광역시
쌍용양회앞,24009,129.370572,35.52409458,울산광역시
쌍용양회앞,24010,129.3707909,35.52403982,울산광역시
"제3,4부두입구",24011,129.3734688,35.52072645,울산광역시
"제3,4부두입구",24012,129.3734067,35.52094645,울산광역시
제5부두,24013,129.3728461,35.51912655,울산광역시
제5부두,24014,129.3731346,35.51921787,울산광역시
성내,24201,129.4010898,35.52490682,울산광역시
성내,24202,129.3992633,35.52391917,울산광역시
정수장,24203,129.4092194,35.53002072,울산광역시
정수장,24204,129.4093103,35.53038114,울산광역시
남목고등학교,24205,129.4191831,35.53757524,울산광역시
남목고등학교.비석골,24206,129.418572,35.53730278,울산광역시
남목1동행정복지센터,24208,129.4207982,35.5391062,울산광역시
남목1동,24209,129.4255749,35.53932548,울산광역시
남목1동,24210,129.4257231,35.53952615,울산광역시
현대청운고앞,24211,129.4300818,35.53561906,울산광역시
현대청운고앞,24212,129.4302157,35.53585991,울산광역시
현대중공업미포문앞,24213,129.4321277,35.53315765,울산광역시
현대중공업미포문앞,24214,129.432637,35.53294973,울산광역시
서부패밀리 아파트,24215,129.4329805,35.52884851,울산광역시
서부패밀리 아파트,24216,129.433302,35.52793333,울산광역시
남목2동,24217,129.4328884,35.52446545,울산광역시
남목2동,24218,129.4331544,35.52436731,울산광역시
현대중공업 울산대학병원,24219,129.4326158,35.52259503,울산광역시
현대중공업 울산대학병원,24220,129.4321038,35.52107585,울산광역시
전하1동주민센터,24221,129.4319,35.51730092,울산광역시
전하1동주민센터,24222,129.4319377,35.51785655,울산광역시
전하시장앞,24223,129.4322545,35.51511153,울산광역시
전하시장앞,24224,129.432486,35.51593469,울산광역시
동울산우체국,24225,129.43055,35.51162475,울산광역시
동울산우체국,24226,129.4307712,35.51160565,울산광역시
동부경찰서,24227,129.4299606,35.50781424,울산광역시
동부경찰서,24228,129.4302088,35.50797166,울산광역시
현대중공업일산문,24229,129.4291149,35.5029945,울산광역시
현대중공업일산문,24230,129.4297793,35.50518078,울산광역시
번덕마을,24231,129.4283629,35.50000017,울산광역시
번덕마을,24232,129.4289678,35.50149907,울산광역시
일산해수욕장,24233,129.4273823,35.49622157,울산광역시
일산해수욕장,24234,129.4280135,35.49774379,울산광역시
대왕암공원입구,24235,129.4262814,35.49193024,울산광역시
대왕암공원입구,24236,129.4264076,35.4915373,울산광역시
화진맨션,24237,129.4239894,35.48900444,울산광역시
화진맨션,24238,129.4250188,35.48962981,울산광역시
서남구수협,24239,129.4216152,35.4878159,울산광역시
서남구수협,24240,129.4214167,35.48756363,울산광역시
문재사거리,24241,129.418311,35.48727077,울산광역시
문재사거리,24242,129.4186056,35.48709528,울산광역시
남목1동,24243,129.4248293,35.53942251,울산광역시
문현관앞,24244,129.4167156,35.48739125,울산광역시
미포해양개발앞,24245,129.4078595,35.49598441,울산광역시
현대미포조선동문,24246,129.4086386,35.49410882,울산광역시
현대미포조선,24247,129.4025172,35.50749703,울산광역시
현대미포조선,24248,129.4020556,35.50731807,울산광역시
KCC울산공장,24249,129.3979877,35.51882729,울산광역시
KCC울산공장,24250,129.3977711,35.51872328,울산광역시
자동차선적장2,24253,129.3910883,35.52446106,울산광역시
자동차선적장1,24254,129.3914777,35.52358671,울산광역시
동구노인요양원,24255,129.4132377,35.53324961,울산광역시
현대중공업 울산대학병원,24256,129.4318309,35.52114442,울산광역시
동구노인요양원,24258,129.4130297,35.53339686,울산광역시
학성공원,24301,129.3378584,35.55645653,울산광역시
학성공원,24302,129.3375541,35.55599389,울산광역시
옥성초등학교앞,24303,129.3360308,35.55250827,울산광역시
옥성초등학교앞,24304,129.3363509,35.55361134,울산광역시
교육원입구,24380,129.1228051,35.4845872,울산광역시
교육원입구,24381,129.1218906,35.48437576,울산광역시
보삼마을,24382,129.1318859,35.4794489,울산광역시
보삼마을,24383,129.1317761,35.4794621,울산광역시
하늘공원,24385,129.1359163,35.46972223,울산광역시
하늘공원,24386,129.136059,35.46965159,울산광역시
현대자동차출고장앞,24401,129.0967721,35.49738431,양산시
현대자동차출고장앞,24402,129.0955282,35.49716441,양산시
암리,24403,129.1040645,35.49886905,울산광역시
암리,24404,129.1041437,35.4989424,울산광역시
조일,24405,129.1130791,35.49869454,울산광역시
조일,24406,129.1128131,35.49853111,울산광역시
조일입구,24407,129.1145691,35.50032149,울산광역시
조일입구,24408,129.1146306,35.50044206,울산광역시
지랑,24409,129.1231906,35.49827155,울산광역시
지랑,24410,129.1242409,35.49848893,울산광역시
삼동면민운동장,24411,129.1316649,35.50355737,울산광역시
삼동면민운동장,24412,129.1317096,35.50365509,울산광역시
내외양,24413,129.1377247,35.50655146,울산광역시
내외양,24414,129.1375954,35.50659002,울산광역시
보은,24415,129.1434688,35.50929352,울산광역시
보은,24416,129.1434682,35.5093709,울산광역시
금곡,24417,129.1495747,35.51183408,울산광역시
금곡,24418,129.1494105,35.51185436,울산광역시
왕방,24419,129.1556951,35.51418939,울산광역시
왕방,24420,129.1556343,35.51423824,울산광역시
사촌,24421,129.1568265,35.5207877,울산광역시
사촌,24422,129.1567485,35.52080825,울산광역시
삼동면주민센터,24423,129.1563886,35.52106833,울산광역시
삼동면주민센터,24424,129.1563509,35.52101899,울산광역시
삼동초등학교,24425,129.1584664,35.52371102,울산광역시
삼동초등학교,24426,129.1581321,35.52342098,울산광역시
하잠,24427,129.1622424,35.52354511,울산광역시
하잠,24428,129.1622794,35.52360842,울산광역시
출강,24429,129.1661921,35.51502954,울산광역시
출강,24430,129.1662378,35.51508655,울산광역시
하작,24431,129.1791735,35.52042051,울산광역시
하작,24432,129.1793774,35.5205119,울산광역시
상작,24433,129.1848229,35.51618572,울산광역시
상작,24434,129.1848741,35.51624562,울산광역시
작동마을,24435,129.1859684,35.51246007,울산광역시
작동마을,24436,129.1860387,35.51251241,울산광역시
부탕골,24437,129.2033861,35.50055979,울산광역시
부탕골,24438,129.2032973,35.50072334,울산광역시
신토불이,24439,129.2112678,35.49241946,울산광역시
신토불이,24440,129.2113403,35.49245255,울산광역시
한솔그린빌,24441,129.2124195,35.4901382,울산광역시
한솔그린빌,24442,129.2123461,35.49050731,울산광역시
대복구판장,24443,129.2139388,35.48779244,울산광역시
대복구판장,24444,129.2139184,35.48792347,울산광역시
대복입구,24445,129.2168227,35.48477674,울산광역시
대복입구,24446,129.216555,35.48495338,울산광역시
하늘공원입구,24447,129.1111435,35.49786377,울산광역시
하늘공원입구,24448,129.1112474,35.49793855,울산광역시
당고개,24449,129.1974331,35.50783726,울산광역시
당고개,24450,129.1972922,35.50801511,울산광역시
출강마을회관,24451,129.1684463,35.50768109,울산광역시
출강마을회관,24452,129.1683849,35.50773847,울산광역시
금곡마을회관,24461,129.1494843,35.50814759,울산광역시
금곡마을회관,24462,129.1495761,35.50801066,울산광역시
금곡경로당,24463,129.140813,35.50263329,울산광역시
금곡경로당,24464,129.1408295,35.50226917,울산광역시
중금곡,24465,129.1405135,35.50041371,울산광역시
중금곡,24466,129.1405975,35.50039211,울산광역시
한국산업단지공단,24504,129.3443414,35.54138576,울산광역시
쌍용하나빌리지,24601,129.238008,35.49559591,울산광역시
쌍용하나빌리지,24602,129.2377635,35.49585923,울산광역시
쌍용하나빌리지,24604,129.2383752,35.49285563,울산광역시
쌍용하나빌리지206,24605,129.2392216,35.49426343,울산광역시
반정마을,24607,129.2417377,35.49988543,울산광역시
반정마을,24608,129.2417745,35.49997372,울산광역시
상정마을,24609,129.258091,35.49562695,울산광역시
상정마을,24610,129.2580382,35.49571129,울산광역시
상정마을회관앞,24611,129.2664371,35.49418778,울산광역시
상정마을회관앞,24612,129.2662605,35.49427333,울산광역시
화정마을회관앞,24613,129.281674,35.48871752,울산광역시
화정마을회관앞,24614,129.2810712,35.48931575,울산광역시
동지마을,24615,129.2835604,35.48724144,울산광역시
동지마을,24616,129.2836508,35.48729962,울산광역시
중리입구,24617,129.2890899,35.48576255,울산광역시
중리입구,24618,129.2891462,35.48592716,울산광역시
화정마을입구,24619,129.2929158,35.48752977,울산광역시
화정마을입구,24620,129.2928879,35.4876114,울산광역시
유림아파트앞,24621,129.2952198,35.4877693,울산광역시
유림아파트앞,24622,129.2961723,35.4877041,울산광역시
청량초등학교앞,24623,129.2983332,35.48744784,울산광역시
청량초등학교앞,24624,129.2981948,35.48756951,울산광역시
덕하종점,24625,129.3001959,35.48717086,울산광역시
덕하종점,24626,129.3000463,35.4871345,울산광역시
삼정초등학교,24627,129.2329554,35.49206878,울산광역시
삼정초등학교,24628,129.2338683,35.49218095,울산광역시
쌍용하나빌리지,24629,129.229288,35.49199464,울산광역시
쌍용하나빌리지,24630,129.229377,35.49058281,울산광역시
쌍용하나빌리지,24632,129.2281217,35.49294698,울산광역시
덕하한양수자인,24633,129.3016827,35.4890193,울산광역시
덕하한양수자인,24634,129.3013715,35.48892387,울산광역시
북울산전화국앞,24701,129.3420843,35.56385053,울산광역시
북울산전화국앞,24702,129.3424448,35.56542034,울산광역시
학성초등학교후문,24703,129.3405449,35.56030912,울산광역시
학성초등학교후문,24704,129.3407896,35.56041526,울산광역시
학성공원,24705,129.3380908,35.55658155,울산광역시
학성공원,24706,129.3382237,35.55631234,울산광역시
선거관리위원회,24707,129.3322295,35.55554906,울산광역시
선거관리위원회,24708,129.3320757,35.55530208,울산광역시
신중앙시장,24709,129.3284925,35.55534572,울산광역시
신중앙시장,24710,129.328481,35.55518241,울산광역시
중앙전통시장,24713,129.3258299,35.55529926,울산광역시
중앙전통시장,24714,129.3248651,35.55473203,울산광역시
중구노인복지관,24716,129.3418547,35.56258568,울산광역시
직업전문학교,24801,129.3668473,35.5095599,울산광역시
직업전문학교,24802,129.3669958,35.50951374,울산광역시
장생포,24803,129.3685634,35.50210868,울산광역시
장생포,24804,129.3687023,35.50218525,울산광역시
울산해양경찰서부두,24805,129.3716861,35.50110395,울산광역시
울산해양경찰서부두,24806,129.371441,35.50117789,울산광역시
장생포파출소앞,24807,129.3754133,35.50171864,울산광역시
장생포파출소앞,24808,129.3750074,35.50185511,울산광역시
장생포복지문화센터,24809,129.3774571,35.50243651,울산광역시
장생포복지문화센터,24810,129.3777849,35.50284683,울산광역시
장생포고래박물관,24811,129.38055,35.50326114,울산광역시
장생포고래박물관,24812,129.3821318,35.50375513,울산광역시
해양수산청,24813,129.3845213,35.50486859,울산광역시
해양수산청,24814,129.384713,35.5056176,울산광역시
병영성,24901,129.3461134,35.57672612,울산광역시
병영성,24902,129.3462861,35.57680175,울산광역시
병영초등학교입구,24903,129.345914,35.57448842,울산광역시
병영초등학교입구,24904,129.3460183,35.57421946,울산광역시
화암,25001,129.4120744,35.47789887,울산광역시
화암,25002,129.4114121,35.47767108,울산광역시
현대비치타운,25003,129.4158409,35.48141082,울산광역시
비치타운앞,25004,129.4148395,35.48052758,울산광역시
우성현대아파트,25005,129.4188516,35.48350086,울산광역시
우성현대아파트,25006,129.4185696,35.48352048,울산광역시
방어동 행정복지센터,25007,129.4243298,35.48584101,울산광역시
방어동 행정복지센터,25008,129.4231908,35.48559473,울산광역시
방어진초등학교,25009,129.425855,35.48786879,울산광역시
방어진초등학교,25010,129.4254578,35.48739516,울산광역시
해피랜드아파트앞,25011,129.4228531,35.48530999,울산광역시
해피랜드아파트앞,25012,129.4221371,35.48516997,울산광역시
방어동행정복지센터,25014,129.424244,35.48599208,울산광역시
